SNP	gene	p.value	FDR	q.value
RQC2	PSY2	9.84408719902525e-05	0.0298020929253512	0.0270630865269139
YGR051C	PTC5	0.000103985711629505	0.0309397116227289	0.0280961506583119
YOL106W	GIP2	0.00010946478188455899	0.0320425568570052	0.0290976372342974
YLR271W	SAP4	0.000112401820570916	0.0326706712579289	0.0296680238317614
NEJ1	PPG1	0.00011607471388154099	0.0333704741671925	0.0303035102968438
FTH1	PPH3	0.000116167765387227	0.0333876061901823	0.0303190677753643
AGP1	PTC5	0.000117479058361301	0.0336514015962162	0.030558618665860002
NOL019C	GIP2	0.000120370842750304	0.0342454418428993	0.0310980627457343
NOL020W	GIP2	0.000120370842750304	0.0342454418428993	0.0310980627457343
PGI1	PPH3	0.000121051921655196	0.0343592045850807	0.0312013699511348
MED8	PPH3	0.000121303814335919	0.0344143858956475	0.031251479739942994
YBR139W	PSY2	0.000121673308929523	0.0344797605903311	0.0313108460744929
NDI1	PSR2	0.000122426687776196	0.0346197542368647	0.0314379733933308
TAF5	PPH3	0.00013185976684266599	0.0364270726585801	0.033079187483599
NBR034W	PPZ2	0.000135247811569295	0.0370605219248113	0.0336544186375104
NBR035W	PPZ2	0.000135247811569295	0.0370605219248113	0.0336544186375104
NCR015C	CDC14	0.000135285509124904	0.0370654992737217	0.0336589385356455
YOL099C	GIP2	0.00013534799095048	0.037075831316638996	0.0336683209965408
gBR08	PSY2	0.000135474698922412	0.0370952650707236	0.0336859686620808
NDJ1	GIP2	0.000135493534857712	0.0370970293889361	0.033687570827961
NBR038W	PPH3	0.000138261520440275	0.037622611158375	0.0341648482104229
YSH1	PPG1	0.000143195978404452	0.0386034639904139	0.0350555542802993
MDY2	GIP2	0.00014484787722991298	0.0388825963717399	0.0353090325781897
YCL022C	PHO8	0.000159037137530878	0.0414738416089088	0.0376621255049722
NTC20	PPH3	0.000165437525303258	0.0425142903426954	0.0386069502251628
MAK5	PPZ2	0.00016610053055096598	0.0426251624137311	0.0387076324309183
LPP1	PHO8	0.000169646845633472	0.043200070279252996	0.0392297025200423
gML01	PSR2	0.0001742868043273	0.0439251492179805	0.0398881419828939
gBR07	PPZ2	0.000178728980523714	0.0446972288011002	0.04058926242487
SLI15	PPH3	0.000182861575740428	0.0453574816252631	0.0411888337152057
RPB5	PTC6	0.00018508392330858202	0.0457174166365189	0.0415156883551829
NGL041C	NEM1	0.000185795806104696	0.0458191271793941	0.0416080510368719
GSY2	PPZ2	0.00018775381139066	0.0461746066727353	0.0419308596500432
RTC2	PPZ2	0.00018777648056552	0.0461746066727353	0.0419308596500432
PEX32	PPH3	0.00019669970077268301	0.0476392591190922	0.0432609009993841
gPL11	PSY2	0.00019877680265564	0.0479990865597291	0.0435876579551827
BOP2	NEM1	0.000200032208035979	0.048194866181209	0.0437654441546147
PCH2	PPH3	0.000200368272989208	0.0482544751795777	0.0438195746978847
NBR041W	PPH3	0.000201561849475354	0.0484464331664014	0.0439938904957703
NNL035W	PPS1	0.000203565102551052	0.0487790952142831	0.0442959787352975
gBR07	PSY2	0.000203690659867231	0.048800052654997	0.0443150100507438
GTR1	PSR2	0.000203767805039298	0.048815944745905	0.0443294415550148
YBR226C	PSY2	0.000206700752020415	0.0492670035880314	0.0447390451524457
gCL01	PHO8	0.000210464518135916	0.0498438506064618	0.0452628761736992
NBR043C	PPH3	0.00021050451504987	0.0498474075519194	0.0452661062127078
ILV6	PSR2	0.000213981383913597	0.0504075562998385	0.0457747736432418
MCM5	SAP4	0.000216236852934456	0.0507153818379189	0.0460543080099434
ECM31	PPH3	0.000216481993332104	0.0507575752346384	0.0460926235587588
YLR281C	PPG1	0.000220825127342602	0.0514608844800144	0.046731294104832996
YLR282C	PPG1	0.000220825127342602	0.0514608844800144	0.046731294104832996
gCR02	PSR2	0.00022216497429895297	0.0516627646829299	0.0469146202025421
URA5	PSR2	0.00022289878769691601	0.0517688184588778	0.0470109269459032
NBR031C	PPZ2	0.000224310292752346	0.0519940336065288	0.0472154433549795
RPB5	PPH21	0.00022763867681985898	0.052523290873717994	0.0476960584330151
YBR137W	PTC6	0.00023529336722915897	0.0537180840701093	0.0487810423546711
YBR137W	PSY2	0.00024071561576442403	0.0545400422566952	0.0495274572316666
