Standard name	Systematic name
CUE3	YGL110C
CUE4	YML101C
CUE5	YOR042W
CUL3	YGR003W
CUP1-1	YHR053C
MTH1	YHR053C
CUP1-2	YHR055C
MTH1	YHR055C
CUP2	YGL166W
ACE1	YGL166W
CUP9	YPL177C
CUR1	YPR158W
CUS1	YMR240C
CUS2	YNL286W
CUZ1	YNL155W
CWC15	YDR163W
CWC21	YDR482C
CWC22	YGR278W
CWC23	YGL128C
CWC24	YLR323C
CWC25	YNL245C
CWC27	YPL064C
CYP7	YPL064C
CWC2	YDL209C
NTC40	YDL209C
SLC3	YDL209C
CWH36	YCL007C
CWH41	YGL027C
GLS1	YGL027C
CWH43	YCR017C
CWP1	YKL096W
CWP2	YKL096W-A
LPR1	YKL096W-A
CYB2	YML054C
CYB5	YNL111C
CYC1	YJR048W
CYC2	YOR037W
CYC3	YAL039C
CYC7	YEL039C
CYP3	YEL039C
CYC8	YBR112C
CRT8	YBR112C
SSN6	YBR112C
CYK3	YDL117W
CYM1	YDR430C
MOP112	YDR430C
CYR1	YJL005W
CDC35	YJL005W
HSR1	YJL005W
SRA4	YJL005W
CYS3	YAL012W
CYI1	YAL012W
STR1	YAL012W
CYS4	YGR155W
STR4	YGR155W
CYT1	YOR065W
CTC1	YOR065W
CYT2	YKL087C
DAD1	YDR016C
DAD2	YKR083C
HSK1	YKR083C
DAD3	YBR233W-A
DAD4	YDR320C-A
HSK2	YDR320C-A
DAK1	YML070W
DAK2	YFL053W
DAL1	YIR027C
DAL2	YIR029W
ALC1	YIR029W
DAL3	YIR032C
DAL4	YIR028W
DAL5	YJR152W
UREP1	YJR152W
DAL7	YIR031C
MLS2	YIR031C
MSL2	YIR031C
DAL80	YKR034W
UGA43	YKR034W
DAL81	YIR023W
DURL	YIR023W
UGA35	YIR023W
DAL82	YNL314W
DURM	YNL314W
DAM1	YGR113W
DAN1	YJR150C
CCW13	YJR150C
DAN4	YJR151C
DAP1	YPL170W
DAP2	YHR028C
DAS1	YJL149W
DAS2	YDR020C
RRT3	YDR020C
DAT1	YML113W
DAT	YML113W
DBF2	YGR092W
DBF20	YPR111W
DBF4	YDR052C
DNA52	YDR052C
DBP1	YPL119C
DBP10	YDL031W
DBP2	YNL112W
DBP3	YGL078C
DBP5	YOR046C
RAT8	YOR046C
DBP6	YNR038W
DBP7	YKR024C
DBP8	YHR169W
DBP9	YLR276C
DBR1	YKL149C
PRP26	YKL149C
DCC1	YCL016C
DCD1	YHR144C
DCG1	YIR030C
DCI1	YOR180C
ECI2	YOR180C
EHD2	YOR180C
DCN1	YLR128W
DCP1	YOL149W
DCP2	YNL118C
PSU1	YNL118C
DCR2	YLR361C
DCS1	YLR270W
DCS2	YOR173W
DCV1	YFR012W
DCW1	YKL046C
DDC1	YPL194W
DDI1	YER143W
VSM1	YER143W
DDI2	YFL061W
DDI3	YNL335W
DDP1	YOR163W
DDR2	YOL052C-A
DDR48	YMR173W
FSP	YMR173W
DED1	YOR204W
SPP81	YOR204W
DED81	YHR019C
DEF1	YKL054C
RIP1	YKL054C
VID31	YKL054C
DEG1	YFL001W
HRM3	YFL001W
PUS3	YFL001W
DEP1	YAL013W
FUN54	YAL013W
DER1	YBR201W
DET1	YDR051C
DFG10	YIL049W
DFG16	YOR030W
ECM41	YOR030W
ZRG11	YOR030W
DFG5	YMR238W
DFM1	YDR411C
DFR1	YOR236W
DGA1	YOR245C
DGK1	YOR311C
HSD1	YOR311C
DGR1	YNL130C-A
DGR2	YKL121W
DHH1	YDL160C
DHR2	YKL078W
DIA1	YMR316W
DIA2	YOR080W
DIA3	YDL024C
DIA4	YHR011W
DIB1	YPR082C
CDH1	YPR082C
SNU16	YPR082C
DIC1	YLR348C
DID2	YKR035W-A
CHM1	YKR035W-A
FTI1	YKR035W-A
VPS46	YKR035W-A
DID4	YKL002W
CHM2	YKL002W
GRD7	YKL002W
REN1	YKL002W
VPL2	YKL002W
VPS2	YKL002W
VPT14	YKL002W
DIE2	YGR227W
ALG10	YGR227W
DIF1	YLR437C
DIG1	YPL049C
RST1	YPL049C
DIG2	YDR480W
RST2	YDR480W
DIM1	YPL266W
DIN7	YDR263C
DIN3	YDR263C
DIP2	YLR129W
UTP12	YLR129W
DIP5	YPL265W
DIS3	YOL021C
RRP44	YOL021C
DIT1	YDR403W
DIT2	YDR402C
CYP56	YDR402C
DJP1	YIR004W
ICS1	YIR004W
PAS22	YIR004W
DLD1	YDL174C
DLD	YDL174C
DLD2	YDL178W
AIP2	YDL178W
DLD3	YEL071W
DLS1	YJL065C
DLT1	YMR126C
DMA1	YHR115C
CHF1	YHR115C
DMA2	YNL116W
CHF2	YNL116W
DMC1	YER179W
ISC2	YER179W
DML1	YMR211W
DNA2	YHR164C
DNF1	YER166W
DNF2	YDR093W
DNF3	YMR162C
DNL4	YOR005C
LIG4	YOR005C
DNM1	YLL001W
DOA1	YKL213C
UFD3	YKL213C
ZZZ4	YKL213C
DOA4	YDR069C
DOS1	YDR069C
MUT4	YDR069C
NPI2	YDR069C
SSV7	YDR069C
UBP4	YDR069C
DOC1	YGL240W
APC10	YGL240W
DOG1	YHR044C
DOG2	YHR043C
DOM34	YNL001W
DON1	YDR273W
DOP1	YDR141C
DOS2	YDR068W
DOT1	YDR440W
KMT4	YDR440W
PCH1	YDR440W
DOT5	YIL010W
DOT6	YER088C
PBF2	YER088C
DPB11	YJL090C
DPB2	YPR175W
DPB3	YBR278W
DPB4	YDR121W
DPH1	YIL103W
DPH2	YKL191W
DPH5	YLR172C
DPH6	YLR143W
DPL1	YDR294C
BST1	YDR294C
DPM1	YPR183W
SED3	YPR183W
DPP1	YDR284C
ZRG1	YDR284C
DPS1	YLL018C
APS	YLL018C
APS1	YLL018C
DRE2	YKR071C
DRN1	YGR093W
DRS1	YLL008W
DRS2	YAL026C
DSD1	YGL196W
DSE1	YER124C
DSE2	YHR143W
DSE3	YOR264W
DSE4	YNR067C
ENG1	YNR067C
DSF1	YEL070W
DSF2	YBR007C
DSK2	YMR276W
SHE4	YMR276W
DSL1	YNL258C
DSN1	YIR010W
DSS1	YMR287C
MSU1	YMR287C
DSS4	YPR017C
DST1	YGL043W
PPR2	YGL043W
DTD1	YDL219W
DTR1	YBR180W
DUG1	YFR044C
DUG2	YBR281C
DUG3	YNL191W
DUN1	YDL101C
DUO1	YGL061C
DUR1,2	YBR208C
DUR3	YHL016C
DUS1	YML080W
DUS3	YLR401C
DUS4	YLR405W
DUT1	YBR252W
DXO1	YDR370C
DYN1	YKR054C
DHC1	YKR054C
DYN2	YDR424C
SLC1	YDR424C
DYN3	YMR299C
DYS1	YHR068W
EAF1	YDR359C
VID21	YDR359C
EAF3	YPR023C
EAF5	YEL018W
EAF6	YJR082C
EAF7	YNL136W
EAP1	YKL204W
EAR1	YMR171C
EBP2	YKL172W
EBS1	YDR206W
ECI1	YLR284C
ECL1	YGR146C
ECM10	YEL030W
SSC3	YEL030W
ECM11	YDR446W
ECM12	YHR021W-A
ECM13	YBL043W
ECM14	YHR132C
ECM15	YBL001C
ECM16	YMR128W
DHR1	YMR128W
ECM18	YDR125C
ECM19	YLR390W
ECM1	YAL059W
SIM1	YAL059W
ECM21	YBL101C
ECM22	YLR228C
ECM23	YPL021W
SRD2	YPL021W
ECM25	YJL201W
ECM27	YJR106W
ECM29	YHL030W
ECM2	YBR065C
SLT11	YBR065C
ECM3	YOR092W
ECM30	YLR436C
ECM31	YBR176W
ECM32	YER176W
HEL1	YER176W
MTT1	YER176W
ECM33	YBR078W
ECM34	YHL043W
ECM38	YLR299W
CIS2	YLR299W
ECM4	YKR076W
GTO2	YKR076W
ECM5	YMR176W
ECM7	YLR443W
ZRG15	YLR443W
ECM8	YBR076W
ECM9	YKR004C
ECO1	YFR027W
CTF7	YFR027W
ECT1	YGR007W
MUQ1	YGR007W
EDC1	YGL222C
EDC2	YER035W
EDC3	YEL015W
LSM16	YEL015W
EDE1	YBL047C
BUD15	YBL047C
EDS1	YBR033W
EEB1	YPL095C
EFB1	YAL003W
TEF5	YAL003W
EFG1	YGR271C-A
EFM1	YHL039W
EFM2	YBR271W
EFM3	YJR129C
EFM4	YIL064W
SEE1	YIL064W
EFM5	YGR001C
AML1	YGR001C
EFM6	YNL024C
EFR3	YMR212C
EFT1	YOR133W
EFT2	YDR385W
EGD1	YPL037C
EGD2	YHR193C
EGT2	YNL327W
EHD3	YDR036C
MRP5	YDR036C
EHT1	YBR177C
EIS1	YMR031C
EKI1	YDR147W
ELA1	YNL230C
ELC1	YPL046C
ELF1	YKL160W
ELG1	YOR144C
RTT110	YOR144C
ELM1	YKL048C
ELO1	YJL196C
ELO2	YCR034W
FEN1	YCR034W
GNS1	YCR034W
VBM2	YCR034W
ELO3	YLR372W
APA1	YLR372W
SRE1	YLR372W
SUR4	YLR372W
VBM1	YLR372W
ELP2	YGR200C
TOT2	YGR200C
ELP3	YPL086C
HPA1	YPL086C
TOT3	YPL086C
ELP4	YPL101W
HAP1	YPL101W
TOT7	YPL101W
ELP6	YMR312W
HAP3	YMR312W
TOT6	YMR312W
EMC1	YCL045C
EMC2	YJR088C
EMC3	YKL207W
AIM27	YKL207W
EMC4	YGL231C
EMC5	YIL027C
KRE27	YIL027C
EMC6	YLL014W
EMG1	YLR186W
NEP1	YLR186W
EMI1	YDR512C
EMI2	YDR516C
EMP24	YGL200C
EMP46	YLR080W
EMP47	YFL048C
EMP65	YER140W
EMP70	YLR083C
TMN1	YLR083C
EMW1	YNL313C
ENA1	YDR040C
HOR6	YDR040C
PMR2	YDR040C
PMR2A	YDR040C
ENA2	YDR039C
PMR2B	YDR039C
ENA5	YDR038C
ENB1	YOL158C
ARN4	YOL158C
END3	YNL084C
ENO1	YGR254W
ENOA	YGR254W
HSP48	YGR254W
ENO2	YHR174W
ENOB	YHR174W
ENP1	YBR247C
MEG1	YBR247C
ENP2	YGR145W
ENT1	YDL161W
ENT2	YLR206W
ENT3	YJR125C
ENT4	YLL038C
ENT5	YDR153C
ENV10	YLR065C
SND2	YLR065C
ENV11	YGR071C
ENV7	YPL236C
ENV9	YOR246C
EOS1	YNL080C
EPL1	YFL024C
EPS1	YIL005W
EPT1	YHR123W
ERB1	YMR049C
ERC1	YHR032W
ERD1	YDR414C
ERD2	YBL040C
ERF2	YLR246W
ERG1	YGR175C
ERG10	YPL028W
ERG11	YHR007C
CYP51	YHR007C
ERG12	YMR208W
RAR1	YMR208W
ERG13	YML126C
HMGS	YML126C
ERG2	YMR202W
ERG20	YJL167W
BOT3	YJL167W
FDS1	YJL167W
FPP1	YJL167W
ERG24	YNL280C
ERG25	YGR060W
FET6	YGR060W
ERG26	YGL001C
ERG27	YLR100W
ERG28	YER044C
BUD18	YER044C
ERG3	YLR056W
PSO6	YLR056W
SYR1	YLR056W
ERG4	YGL012W
ERG5	YMR015C
CYP61	YMR015C
ERG6	YML008C
ISE1	YML008C
LIS1	YML008C
SED6	YML008C
ERG7	YHR072W
ERG8	YMR220W
ERG9	YHR190W
ERI1	YPL096C-A
RIN1	YPL096C-A
ERJ5	YFR041C
ERO1	YML130C
ERP1	YAR002C-A
ERP2	YAL007C
ERP3	YDL018C
ERP4	YOR016C
ERP5	YHR110W
ERP6	YGL002W
ERR1	YOR393W
ERR2	YPL281C
ERR3	YMR323W
ERS1	YCR075C
ERT1	YBR239C
ERV1	YGR029W
ERV14	YGL054C
ERV15	YBR210W
ERV2	YPR037C
ERV25	YML012W
ERV29	YGR284C
ERV41	YML067C
ERV46	YAL042W
ESA1	YOR244W
ESBP6	YNL125C
MCH3	YNL125C
ESC1	YMR219W
ESC2	YDR363W
ESC8	YOL017W
ESF1	YDR365C
ESF2	YNR054C
ABT1	YNR054C
ESL1	YIL151C
ESL2	YKR096W
ESP1	YGR098C
ESS1	YJR017C
PIN1	YJR017C
PTF1	YJR017C
EST1	YLR233C
EST2	YLR318W
EST3	YIL009C-A
ETP1	YHL010C
ETR1	YBR026C
MRF1	YBR026C
MRF1'	YBR026C
ETT1	YOR051C
EUG1	YDR518W
EXG1	YLR300W
BGL1	YLR300W
SCW6	YLR300W
EXG2	YDR261C
EXO1	YOR033C
DHS1	YOR033C
EXO5	YBR163W
DEM1	YBR163W
EXO70	YJL085W
EXO84	YBR102C
USA3	YBR102C
FAA1	YOR317W
FAA2	YER015W
FAM1	YER015W
FAA3	YIL009W
FAA4	YMR246W
FAB1	YFR019W
FAD1	YDL045C
FAF1	YIL019W
FAL1	YDR021W
FAP1	YNL023C
FAP7	YDL166C
FAR1	YJL157C
FAR10	YLR238W
FAR11	YNL127W
FAR3	YMR052W
FAR7	YFR008W
FAR8	YMR029C
FAS1	YKL182W
FAS2	YPL231W
FAT1	YBR041W
FAU1	YER183C
FBA1	YKL060C
FBP1	YLR377C
FBP26	YJL155C
FCF1	YDR339C
FCF2	YLR051C
FCP1	YMR277W
FCY1	YPR062W
FCY2	YER056C
FCY21	YER060W
FCYY	YER060W
FCY22	YER060W-A
FCYX	YER060W-A
FDC1	YDR539W
FDH1	YOR388C
FDH2	YPL275W
FEN2	YCR028C
FES1	YBR101C
FET3	YMR058W
FET4	YMR319C
FET5	YFL041W
FEX1	YOR390W
FEX2	YPL279C
FHL1	YPR104C
FHN1	YGR131W
FIG1	YBR040W
FIG2	YCR089W
FIG4	YNL325C
FIN1	YDR130C
FIP1	YJR093C
FIR1	YER032W
PIP1	YER032W
FIS1	YIL065C
MDV2	YIL065C
FIT1	YDR534C
FIT2	YOR382W
FIT3	YOR383C
FKH1	YIL131C
FKH2	YNL068C
FKS1	YLR342W
CND1	YLR342W
CWH53	YLR342W
ETG1	YLR342W
GLS1	YLR342W
GSC1	YLR342W
PBR1	YLR342W
FKS3	YMR306W
FLC1	YPL221W
BOP1	YPL221W
HUF1	YPL221W
FLC2	YAL053W
FLC3	YGL139W
FLO10	YKR102W
FLO11	YIR019C
MAL5	YIR019C
MUC1	YIR019C
S1	YIR019C
S2	YIR019C
FLO1	YAR050W
FLO2	YAR050W
FLO4	YAR050W
FLO8	YAR050W
FLO5	YHR211W
FLO8	YER109C
PDH5	YER109C
FLO9	YAL063C
FLP1	R0010W
FLR1	YBR008C
FLX1	YIL134W
FMC1	YIL098C
FMN1	YDR236C
FMO1	YHR176W
FMP10	YER182W
FMP16	YDR070C
FMP23	YBR047W
FMP25	YLR077W
FMP27	YLR454W
FMP30	YPL103C
FMP32	YFL046W
FMP33	YJL161W
FMP40	YPL222W
FMP41	YNL168C
FMP42	YMR221C
FMP45	YDL222C
FMP46	YKR049C
FMP48	YGR052W
FMP49	YER038W-A
FMP52	YER004W
FMS1	YMR020W
FMT1	YBL013W
FOB1	YDR110W
HRM1	YDR110W
FOL1	YNL256W
FOL2	YGR267C
FOL3	YMR113W
FOX2	YKR009C
FPK1	YNR047W
FPR1	YNL135C
FKB1	YNL135C
RBP1	YNL135C
FPR2	YDR519W
FKB2	YDR519W
FPR3	YML074C
NPI46	YML074C
FPR4	YLR449W
FPS1	YLL043W
FRA1	YLL029W
FRD1	YEL047C
FRDS	YEL047C
FRDS1	YEL047C
FRE1	YLR214W
FRE2	YKL220C
FRE3	YOR381W
FRE4	YNR060W
FRE5	YOR384W
FRE6	YLL051C
FRE7	YOL152W
FRE8	YLR047C
FRK1	YPL141C
FRM2	YCL026C-A
FRQ1	YDR373W
NCS1	YDR373W
FRS1	YLR060W
FRS2	YFL022C
FRT1	YOR324C
HPH1	YOR324C
FRT2	YAL028W
HPH2	YAL028W
FSF1	YOR271C
FSH1	YHR049W
FSH2	YMR222C
FSH3	YOR280C
FTH1	YBR207W
FTR1	YER145C
FUB1	YCR076C
FUI1	YBL042C
FUM1	YPL262W
FUN12	YAL035W
FUN14	YAL008W
FUN19	YAL034C
FUN26	YAL022C
FUN30	YAL019W
FUR1	YHR128W
FUR4	YBR021W
FUS1	YCL027W
FUS2	YMR232W
FUS3	YBL016W
DAC2	YBL016W
FYV1	YDR024W
FYV10	YIL097W
GID9	YIL097W
FYV12	YOR183W
FYV4	YHR059W
FYV5	YCL058C
FYV6	YNL133C
FYV7	YLR068W
FYV8	YGR196C
FZF1	YGL254W
SUL1	YGL254W
FZO1	YBR179C
GAA1	YLR088W
END2	YLR088W
GAB1	YLR459W
CDC91	YLR459W
GAC1	YOR178C
GAD1	YMR250W
GAL1	YBR020W
GAL10	YBR019C
GAL11	YOL051W
ABE1	YOL051W
MED15	YOL051W
RAR3	YOL051W
SDS4	YOL051W
SPT13	YOL051W
GAL2	YLR081W
IMP1	YLR081W
GAL3	YDR009W
GAL4	YPL248C
GAL7	YBR018C
GAL80	YML051W
GAL83	YER027C
SPM1	YER027C
GAP1	YKR039W
GAR1	YHR089C
GAS1	YMR307W
GGP1	YMR307W
GAS2	YLR343W
GAS3	YMR215W
GAS4	YOL132W
GAS5	YOL030W
GAT1	YFL021W
GAT2	YMR136W
GAT3	YLR013W
GAT4	YIR013C
GBP2	YCL011C
RLF6	YCL011C
GCD10	YNL062C
TIF33	YNL062C
TRM6	YNL062C
GCD11	YER025W
TIF213	YER025W
GCD14	YJL125C
TRM61	YJL125C
GCD1	YOR260W
TIF223	YOR260W
TRA3	YOR260W
GCD2	YGR083C
TIF224	YGR083C
GCD6	YDR211W
TIF225	YDR211W
GCD7	YLR291C
TIF222	YLR291C
GCG1	YER163C
GCN1	YGL195W
GCN20	YFR009W
GCN2	YDR283C
AAS1	YDR283C
GCN3	YKR026C
AAS2	YKR026C
TIF221	YKR026C
GCN4	YEL009C
AAS3	YEL009C
ARG9	YEL009C
GCN5	YGR252W
ADA4	YGR252W
SWI9	YGR252W
GCR1	YPL075W
SIT3	YPL075W
GCR2	YNL199C
GCS1	YDL226C
GCV1	YDR019C
GCV2	YMR189W
GSD2	YMR189W
GCV3	YAL044C
GCY1	YOR120W
GCY	YOR120W
GDA1	YEL042W
GDB1	YPR184W
GDE1	YPL110C
GDH1	YOR375C
URE1	YOR375C
GDH2	YDL215C
GDH3	YAL062W
GDI1	YER136W
SEC19	YER136W
GDS1	YOR355W
GDT1	YBR187W
GEA1	YJR031C
GEA2	YEL022W
GEF1	YJR040W
CLCY1	YJR040W
GEM1	YAL048C
GEP3	YOR205C
AIM40	YOR205C
FMP48	YOR205C
GEP4	YHR100C
GEP5	YLR091W
RRG5	YLR091W
GEP7	YGL057C
GET1	YGL020C
MDM39	YGL020C
GET2	YER083C
HUR2	YER083C
RMD7	YER083C
GET3	YDL100C
ARR4	YDL100C
GET4	YOR164C
GEX1	YCL073C
GEX2	YKR106W
GFA1	YKL104C
GFD1	YMR255W
GFD2	YCL036W
GGA1	YDR358W
GGA2	YHR108W
GGC1	YDL198C
SHM1	YDL198C
YHM1	YDL198C
GIC1	YHR061C
GIC2	YDR309C
GID7	YCL039W
MOH2	YCL039W
GID8	YMR135C
DCR1	YMR135C
GIM3	YNL153C
PFD4	YNL153C
GIM4	YEL003W
PFD2	YEL003W
GIM5	YML094W
PFD5	YML094W
GIN4	YDR507C
GIP1	YBR045C
GIP2	YER054C
GIP3	YPL137C
GIP4	YAL031C
FUN21	YAL031C
GIR2	YDR152W
DFRP2	YDR152W
GIS1	YDR096W
GIS2	YNL255C
GIS3	YLR094C
GIS4	YML006C
GIT1	YCR098C
GLC3	YEL011W
GLC7	YER133W
CID1	YER133W
DIS2	YER133W
GLC8	YMR311C
GLE1	YDL207W
BRR3	YDL207W
RSS1	YDL207W
GLE2	YER107C
RAE1	YER107C
GLG1	YKR058W
GLG2	YJL137C
GLK1	YCL040W
HOR3	YCL040W
GLN1	YPR035W
GLN3	YER040W
GLN4	YOR168W
GLO1	YML004C
GLO2	YDR272W
GLO3	YER122C
GLO4	YOR040W
GER1	YOR040W
GLR1	YPL091W
GLT1	YDL171C
GLY1	YEL046C
GMC1	YDR506C
GMC2	YLR445W
GMH1	YKR030W
MSG1	YKR030W
GNA1	YFL017C
PAT1	YFL017C
GND1	YHR183W
GND2	YGR256W
GNP1	YDR508C
GNT1	YOR320C
GON7	YJL184W
LDB6	YJL184W
PCC2	YJL184W
GOR1	YNL274C
GOS1	YHL031C
GOT1	YMR292W
GPA1	YHR005C
CDC70	YHR005C
DAC1	YHR005C
SCG1	YHR005C
GPA2	YER020W
SSP101	YER020W
GPB1	YOR371C
KRH2	YOR371C
GPB2	YAL056W
KRH1	YAL056W
GPD1	YDL022W
DAR1	YDL022W
HOR1	YDL022W
OSG1	YDL022W
GPD2	YOL059W
GPD3	YOL059W
GPG1	YGL121C
GPH1	YPR160W
GPI1	YGR216C
GPI10	YGL142C
GPI11	YDR302W
GPI12	YMR281W
GPI13	YLL031C
MPC1	YLL031C
GPI14	YJR013W
PMH1	YJR013W
GPI15	YNL038W
GPI16	YHR188C
GPI17	YDR434W
GPI18	YBR004C
GPI19	YDR437W
GPI2	YPL076W
GCR4	YPL076W
GPI8	YDR331W
GPM1	YKL152C
GPM	YKL152C
GPM2	YDL021W
GPM3	YOL056W
GPN2	YOR262W
GPN3	YLR243W
GPP1	YIL053W
RHR2	YIL053W
GPP2	YER062C
HOR2	YER062C
GPR1	YDL035C
GPT2	YKR067W
GAT1	YKR067W
GPX1	YKL026C
GPX2	YBR244W
GRC3	YLL035W
GRE1	YPL223C
GRE2	YOL151W
GRE3	YHR104W
GRH1	YDR517W
GRR1	YJR090C
CAT80	YJR090C
COT2	YJR090C
GRS1	YBR121C
GRS2	YPR081C
GRX1	YCL035C
GRX2	YDR513W
TTR	YDR513W
TTR1	YDR513W
GRX3	YDR098C
GRX4	YER174C
GRX5	YPL059W
GRX6	YDL010W
GRX7	YBR014C
GRX6	YBR014C
GRX8	YLR364W
GSC2	YGR032W
FKS2	YGR032W
GLS2	YGR032W
GSF2	YML048W
ECM6	YML048W
EFF2	YML048W
GSH1	YJL101C
GSH2	YOL049W
GSM1	YJL103C
GSP1	YLR293C
CNR1	YLR293C
CST17	YLR293C
GSP2	YOR185C
CNR2	YOR185C
GSY1	YFR015C
GSY2	YLR258W
GTB1	YDR221W
GTF1	YGR102C
GTO1	YGR154C
GTO3	YMR251W
GTR1	YML121W
GTR2	YGR163W
GTS1	YGL181W
LSR1	YGL181W
GTT1	YIR038C
GTT2	YLL060C
GTT3	YEL017W
GUA1	YMR217W
GUD1	YDL238C
GUF1	YLR289W
GUK1	YDR454C
GUP1	YGL084C
GUP2	YPL189W
GUS1	YGL245W
GUT1	YHL032C
GUT2	YIL155C
GVP36	YIL041W
GWT1	YJL091C
GYL1	YMR192W
APP2	YMR192W
GYP1	YOR070C
GYP5	YPL249C
GYP6	YJL044C
GYP7	YDL234C
GYP8	YFL027C
GZF3	YJL110C
HAA1	YPR008W
HAC1	YFL031W
ERN4	YFL031W
IRE15	YFL031W
IRE2	YFL031W
HAL1	YPR005C
HAL5	YJL165C
HAL9	YOL089C
HAM1	YJR069C
HAP1	YLR256W
CYP1	YLR256W
HAP2	YGL237C
HAP3	YBL021C
HAP4	YKL109W
HAP5	YOR358W
HAS1	YMR290C
HAT1	YPL001W
HAT2	YEL056W
HBN1	YCL026C-B
HBS1	YKR084C
HBT1	YDL223C
Crem	YDL223C
HCA4	YJL033W
DBP4	YJL033W
ECM24	YJL033W
HCH1	YNL281W
HCM1	YCR065W
HCR1	YLR192C
HCS1	YKL017C
DIP1	YKL017C
HDA1	YNL021W
HDA2	YDR295C
PLO2	YDR295C
HDA3	YPR179C
PLO1	YPR179C
HED1	YDR014W-A
HEF3	YNL014W
YEF3B	YNL014W
ZRG7	YNL014W
HEH2	YDR458C
HEK2	YBL032W
KHD1	YBL032W
HEL1	YKR017C
HEL2	YDR266C
HEM12	YDR047W
HEM6	YDR047W
POP3	YDR047W
HEM13	YDR044W
HEM14	YER014W
HEM15	YOR176W
HEM1	YDR232W
CYD1	YDR232W
HEM2	YGL040C
HEM25	YDL119C
HEM3	YDL205C
HEM4	YOR278W
ORF1	YOR278W
HER1	YOR227W
HER2	YMR293C
GEP6	YMR293C
LRC6	YMR293C
HES1	YOR237W
OSH5	YOR237W
HFA1	YMR207C
HFD1	YMR110C
HFI1	YPL254W
ADA1	YPL254W
SUP110	YPL254W
HFM1	YGL251C
MER3	YGL251C
HGH1	YGR187C
HHF1	YBR009C
HHF2	YNL030W
HHO1	YPL127C
HHT1	YBR010W
HHT2	YNL031C
SIN2	YNL031C
HHY1	YEL059W
HIF1	YLL022C
HIM1	YDR317W
HIP1	YGR191W
HIR1	YBL008W
HIR2	YOR038C
HIR3	YJR140C
HPC1	YJR140C
HIS1	YER055C
HIS2	YFR025C
HIS3	YOR202W
HIS4	YCL030C
HIS5	YIL116W
HIS6	YIL020C
HIS7	YBR248C
HIT1	YJR055W
HKR1	YDR420W
HLJ1	YMR161W
HLR1	YDR528W
HMF1	YER057C
HIG1	YER057C
HMG1	YML075C
HMG2	YLR450W
HMI1	YOL095C
HMLALPHA1	YCL066W
HMLALPHA2	YCL067C
HMO1	YDR174W
HSM2	YDR174W
HMRA1	YCR097W
HMRA2	YCR096C
HMS1	YOR032C
HMS2	YJR147W
HMT1	YBR034C
ODP1	YBR034C
RMT1	YBR034C
HMX1	YLR205C
HNM1	YGL077C
CTR	YGL077C
CTR1	YGL077C
HNT1	YDL125C
HIT1	YDL125C
HNT2	YDR305C
APH1	YDR305C
HNT3	YOR258W
HO	YDL227C
HOC1	YJR075W
HOF1	YMR032W
CYK2	YMR032W
HOG1	YLR113W
SSK3	YLR113W
HOL1	YNR055C
HOM2	YDR158W
HOM3	YER052C
HOM6	YJR139C
HOP1	YIL072W
HOP2	YGL033W
HOR7	YMR251W-A
HOS1	YPR068C
HOS2	YGL194C
HOS3	YPL116W
HOS4	YIL112W
HOT1	YMR172W
HOT13	YKL084W
HPA2	YPR193C
HPA3	YEL066W
HPC2	YBR215W
HPF1	YOL155C
HPM1	YIL110W
MNI1	YIL110W
HPR1	YDR138W
HPT1	YDR399W
BRA6	YDR399W
HRB1	YNL004W
TOM34	YNL004W
HRD1	YOL013C
DER3	YOL013C
HRD3	YLR207W
HRI1	YLR301W
HRK1	YOR267C
HRP1	YOL123W
NAB4	YOL123W
NAB5	YOL123W
HRQ1	YDR291W
HRR25	YPL204W
HRT1	YOL133W
RBX1	YOL133W
ROC1	YOL133W
HRT3	YLR097C
HSC82	YMR186W
HSE1	YHL002W
HSF1	YGL073W
HSH155	YMR288W
HSH49	YOR319W
HSK3	YKL138C-A
HSL1	YKL101W
HSL7	YBR133C
HSM3	YBR272C
HSP104	YLL026W
HSP10	YOR020C
CPN10	YOR020C
HSP12	YFL014W
GLP1	YFL014W
HOR5	YFL014W
HSP150	YJL159W
CCW7	YJL159W
ORE1	YJL159W
PIR2	YJL159W
HSP26	YBR072W
HSP30	YCR021C
HSP31	YDR533C
HSP32	YPL280W
HSP33	YOR391C
HSP42	YDR171W
HSP60	YLR259C
MIF4	YLR259C
HSP78	YDR258C
HSP82	YPL240C
HSP90	YPL240C
HST1	YOL068C
HST2	YPL015C
HST3	YOR025W
HST4	YDR191W
HSV2	YGR223C
HTA1	YDR225W
H2A1	YDR225W
SPT11	YDR225W
HTA2	YBL003C
H2A2	YBL003C
HTB1	YDR224C
H2B1	YDR224C
SPT12	YDR224C
HTB2	YBL002W
H2B2	YBL002W
HTD2	YHR067W
RMD12	YHR067W
HTL1	YCR020W-B
DRT1	YCR020W-B
HTS1	YPR033C
HTZ1	YOL012C
H2AZ	YOL012C
HTA3	YOL012C
HUA1	YGR268C
HUA2	YOR284W
HUB1	YNR032C-A
HUG1	YML058W-A
HUL4	YJR036C
HUL5	YGL141W
HUR1	YGL168W
HUT1	YPL244C
MLF6	YPL244C
HVG1	YER039C
YEM9	YER039C
HXK1	YFR053C
HKA	YFR053C
HXK2	YGL253W
HEX1	YGL253W
HKB	YGL253W
HXT10	YFL011W
HXT11	YOL156W
LGT3	YOL156W
HXT12	YIL170W
