"SNP"	"gene"	"p.value"	"FDR"	"q.value"
"ILV3"	"YJR015W"	4.13991694244178e-32	5.27355568379096e-27	4.78888157729116e-27
"YCR041W"	"MATALPHA2"	4.33402708762904e-32	5.40580218996347e-27	4.90897376841322e-27
"TFC8"	"ICL2"	5.17171946169721e-32	6.31900420800355e-27	5.73824657461093e-27
"gPL11"	"ICL2"	8.21128495456545e-32	9.83220410039561e-27	8.92856052042352e-27
"HAT1"	"ICL2"	2.08706731087705e-31	2.45005619601806e-26	2.2248800778765e-26
"YCR041W"	"AGA2"	4.18092358669445e-31	4.81369591923169e-26	4.37128591950675e-26
"NCR015C"	"STE3"	2.24570922900472e-30	2.53680695736148e-25	2.30365787936828e-25
"BDS1"	"BDS1"	2.54726715248038e-30	2.82416782829075e-25	2.56460841508696e-25
"YOL166C"	"BDS1"	2.92582162407721e-30	3.18489355347302e-25	2.89218109723195e-25
"YCR041W"	"HMRA1"	3.83991313039425e-30	4.10528335554683e-25	3.72798108330689e-25
"TAD2"	"TAD2"	6.79841430801695e-30	7.14072878087678e-25	6.48444930851497e-25
"NCR015C"	"YLR040C"	8.87578927014454e-30	9.16196767084142e-25	8.31992318304092e-25
"UIP3"	"YAR028W"	9.50192680422015e-30	9.45606931213488e-25	8.58699496843428e-25
"YAR028W"	"YAR028W"	9.50192680422015e-30	9.45606931213488e-25	8.58699496843428e-25
"YCR041W"	"GYP8"	9.63453405082419e-30	9.45606931213488e-25	8.58699496843428e-25
"NJR011W"	"CBF1"	1.01255745733081e-29	9.63924620932772e-25	8.75333671600475e-25
"YBR162W"	"DSE1"	1.01431735621429e-29	9.63924620932772e-25	8.75333671600475e-25
"NCR015C"	"MATALPHA1"	1.33588982605842e-29	1.24968464685009e-24	1.13483049038782e-24
"NBR034W"	"AMN1"	1.45506001562716e-29	1.31991734833029e-24	1.19860834927641e-24
"NBR035W"	"AMN1"	1.45506001562716e-29	1.31991734833029e-24	1.19860834927641e-24
"YOL163W"	"BDS1"	2.30082808807637e-29	2.05598117449401e-24	1.86702311688003e-24
"YOL162W"	"BDS1"	2.64174684520199e-29	2.22762772597919e-24	2.02289423259413e-24
"YOL159C"	"BDS1"	2.64174684520199e-29	2.22762772597919e-24	2.02289423259413e-24
"NOL052C"	"BDS1"	2.64174684520199e-29	2.22762772597919e-24	2.02289423259413e-24
"NOL047W"	"BDS1"	2.64174684520199e-29	2.22762772597919e-24	2.02289423259413e-24
"NLR028W"	"ASP3-1"	3.96971904777901e-29	3.30093551765087e-24	2.99755804928576e-24
"NBR034W"	"PRY3"	4.59917275793086e-29	3.70308052488818e-24	3.36274331176013e-24
"NBR035W"	"PRY3"	4.59917275793086e-29	3.70308052488818e-24	3.36274331176013e-24
"gOL01"	"BDS1"	4.63889618580058e-29	3.70308052488818e-24	3.36274331176013e-24
"NOL054C"	"BDS1"	1.35534755519638e-28	1.06769411847285e-23	9.69566076613632e-24
"gCR02"	"STE3"	1.80101305676603e-28	1.40034776337008e-23	1.27164668544527e-23
"CSH1"	"PRY3"	2.20393106618654e-28	1.69166034881747e-23	1.53618574738596e-23
"NBR031C"	"PRY3"	2.35388164405545e-28	1.78388682026981e-23	1.61993600557214e-23
"CSH1"	"AMN1"	3.16576495253358e-28	2.36918211639665e-23	2.15143885279003e-23
"YCR041W"	"YCR041W"	6.77527845467588e-28	5.00785673272762e-23	4.54760208994948e-23
"gCR02"	"MATALPHA1"	7.06145642735643e-28	5.1557303732656e-23	4.68188518003156e-23
"NLR028W"	"ASP3-3"	7.17147765628099e-28	5.17297432873469e-23	4.6975443037077e-23
"TIM22"	"HO"	8.42331652802048e-28	5.93299470782051e-23	5.38771386102496e-23
"NDL036C"	"HO"	8.42331652802048e-28	5.93299470782051e-23	5.38771386102496e-23
"MAK5"	"DSE1"	9.39779496452718e-28	6.51408920943094e-23	5.9154019940963e-23
"NBR031C"	"AMN1"	9.46592782036988e-28	6.51408920943094e-23	5.9154019940963e-23
"LEU2"	"LEU1"	1.24538991658073e-27	8.47290698670255e-23	7.69419166264553e-23
"LYS14"	"MRH1"	1.36251599636968e-27	9.16560989649129e-23	8.32323066443693e-23
"NCR015C"	"BAR1"	1.89524859518995e-27	1.26076295623805e-22	1.14489063100577e-22
"gCR02"	"YLR040C"	1.92163855977036e-27	1.2642707152544e-22	1.14807600412749e-22
"YCL022C"	"LEU1"	2.14278271630349e-27	1.36918759916446e-22	1.24335034323193e-22
"RTN2"	"HEM3"	2.14971578154927e-27	1.36918759916446e-22	1.24335034323193e-22
"ACK1"	"HEM3"	2.14971578154927e-27	1.36918759916446e-22	1.24335034323193e-22
"NOL053C"	"BDS1"	2.7314908742779e-27	1.71150680565551e-22	1.55420818560887e-22
"SHR3"	"HO"	2.74435378717494e-27	1.71150680565551e-22	1.55420818560887e-22
"NBR034W"	"DSE3"	3.24921724374285e-27	1.98500881457236e-22	1.80257357897711e-22
"NBR035W"	"DSE3"	3.24921724374285e-27	1.98500881457236e-22	1.80257357897711e-22
"PHO13"	"HO"	3.46505826683638e-27	2.09548768676336e-22	1.90289872342216e-22
"RRI1"	"HO"	4.24953968624017e-27	2.54420238482977e-22	2.31037361889634e-22
"GDH2"	"HO"	4.35923525381299e-27	2.55870313521815e-22	2.32354165590129e-22
"PRR2"	"HO"	4.35923525381299e-27	2.55870313521815e-22	2.32354165590129e-22
"NBR034W"	"EGT2"	5.28655438818969e-27	3.04333058922811e-22	2.76362869119917e-22
"NBR035W"	"EGT2"	5.28655438818969e-27	3.04333058922811e-22	2.76362869119917e-22
"gCL01"	"LEU1"	6.01678738750926e-27	3.43071887681235e-22	3.11541347264608e-22
"EXO5"	"DSE1"	6.18753868908873e-27	3.46213434059299e-22	3.1439416507411e-22
"UBS1"	"DSE1"	6.18753868908873e-27	3.46213434059299e-22	3.1439416507411e-22
"NHR011W"	"DOG2"	6.62951220156354e-27	3.67508666271725e-22	3.33732226780687e-22
"YAR029W"	"YAR028W"	6.98797170940217e-27	3.818274485746e-22	3.46735019752086e-22
"GLE1"	"HEM3"	7.01536165620083e-27	3.818274485746e-22	3.46735019752086e-22
"NHR001C"	"FUS1"	7.42285067959464e-27	4.00366297105296e-22	3.63570027385688e-22
"MAD2"	"TAD2"	9.16787504657588e-27	4.90072607847992e-22	4.45031744041656e-22
"TIM22"	"BRE4"	1.10592960319655e-26	5.8080774349517e-22	5.27427729894116e-22
"NDL036C"	"BRE4"	1.10592960319655e-26	5.8080774349517e-22	5.27427729894116e-22
"YLR257W"	"HMG1"	1.37921735754348e-26	7.1803338905516e-22	6.52041445071897e-22
"NCR015C"	"YCL065W"	1.59710540289606e-26	8.24300105765218e-22	7.48541558552485e-22
"MCM6"	"MCM6"	1.84353401276517e-26	9.43354789672064e-22	8.56654341774652e-22
"PHO13"	"BRE4"	1.97341001953071e-26	1.00125589837293e-21	9.09233961558423e-22
"IMG1"	"MATALPHA1"	2.2243956152093e-26	1.11911530411995e-21	1.0162613204668e-21
"RPB5"	"DSE3"	2.66840786232289e-26	1.33131471254852e-21	1.20895822150817e-21
"FLO10"	"SGE1"	3.04254505583075e-26	1.46901117315114e-21	1.33399948076043e-21
"NFT1"	"SGE1"	3.04254505583075e-26	1.46901117315114e-21	1.33399948076043e-21
"YKR104W"	"SGE1"	3.04254505583075e-26	1.46901117315114e-21	1.33399948076043e-21
"gKR09"	"SGE1"	3.04254505583075e-26	1.46901117315114e-21	1.33399948076043e-21
"IMG1"	"YLR040C"	3.45996082204156e-26	1.65718477290309e-21	1.50487870138845e-21
"RPB5"	"AMN1"	4.25962435718564e-26	2.0240000669715e-21	1.83798128138626e-21
"YBR162W"	"AMN1"	4.33454359906733e-26	2.04338132830089e-21	1.85558127859691e-21
"GDH2"	"BRE4"	4.95261037521598e-26	2.29855139416207e-21	2.08729955384614e-21
"PRR2"	"BRE4"	4.95261037521598e-26	2.29855139416207e-21	2.08729955384614e-21
"CSH1"	"EGT2"	5.02591533953564e-26	2.3146300245544e-21	2.10190045340819e-21
"YBR162W"	"PRY3"	5.08217698711731e-26	2.32267398451223e-21	2.10920512106704e-21
"PCL10"	"MRM2"	5.20368784687385e-26	2.36019057310975e-21	2.14327369088032e-21
"RRI1"	"BRE4"	5.27221875890652e-26	2.37329403121088e-21	2.15517285585778e-21
"RPB5"	"PRY3"	5.45235937023655e-26	2.43606818777028e-21	2.21217765867068e-21
"YBR144C"	"DSE1"	6.02328925844504e-26	2.67122036691372e-21	2.42571782133952e-21
"FLO10"	"YPR197C"	7.54220907110734e-26	3.24857974850239e-21	2.9500141162406e-21
"NFT1"	"YPR197C"	7.54220907110734e-26	3.24857974850239e-21	2.9500141162406e-21
"YKR104W"	"YPR197C"	7.54220907110734e-26	3.24857974850239e-21	2.9500141162406e-21
"gKR09"	"YPR197C"	7.54220907110734e-26	3.24857974850239e-21	2.9500141162406e-21
"gKR08"	"SGE1"	7.68394884995735e-26	3.28598968230976e-21	2.98398583353344e-21
"SHR3"	"BRE4"	7.83289465935658e-26	3.32592873445606e-21	3.02025422672132e-21
"NCR015C"	"YCR097W-A"	8.21887898981152e-26	3.46524549606722e-21	3.14676687076871e-21
"CDC8"	"CBF1"	8.83589513153971e-26	3.69436219219881e-21	3.354826250615e-21
"MGT1"	"HEM3"	8.95280313968289e-26	3.69436219219881e-21	3.354826250615e-21
"RRP12"	"ICL2"	9.00912392554454e-26	3.69436219219881e-21	3.354826250615e-21
"RQC2"	"ICL2"	9.00912392554454e-26	3.69436219219881e-21	3.354826250615e-21
"gBR08"	"DSE1"	1.03943590103823e-25	4.23340817385522e-21	3.84433039651823e-21
"BFA1"	"CBF1"	1.05107811816322e-25	4.25190003445272e-21	3.86112273471566e-21
"gJL07"	"TAD2"	1.1141179781009e-25	4.4766658615543e-21	4.06523111872682e-21
"TYR1"	"DSE1"	1.23449034519225e-25	4.92726822539895e-21	4.47442019120252e-21
"NBR031C"	"DSE3"	1.26550661703991e-25	5.01761389057236e-21	4.55646250145382e-21
"RPB5"	"EGT2"	1.36168539318795e-25	5.36343419790397e-21	4.87049967070637e-21
"QRI7"	"NSE4"	1.44055088179139e-25	5.63698576022303e-21	5.11891006319649e-21
"YDL211C"	"HO"	1.75383276724775e-25	6.81831756775431e-21	6.19166978528363e-21
"YOL153C"	"BDS1"	1.91864756795227e-25	7.4109396257182e-21	6.72982601721698e-21
"NOL046W"	"BDS1"	1.95982887412105e-25	7.52148024882361e-21	6.83020723726532e-21
"gKR07"	"SGE1"	1.9753833257349e-25	7.53288776997334e-21	6.84056633294043e-21
"MAK5"	"ISR1"	2.00289866962659e-25	7.58947364262346e-21	6.89195159543081e-21
"GSY2"	"HMG1"	2.03307264023096e-25	7.65535857142844e-21	6.95178127026388e-21
"RPR1"	"MDH2"	2.13173415782002e-25	7.97669207812972e-21	7.24358213531171e-21
"gKR08"	"YPR197C"	2.20031053644711e-25	8.18215812663515e-21	7.43016451605167e-21
"gCR02"	"YCL065W"	2.23237203441318e-25	8.25014012138021e-21	7.49189852280972e-21
"URA3"	"MDH2"	2.40294685201601e-25	8.82604884886369e-21	8.01487748816393e-21
"YEH1"	"YLL007C"	2.47552660528256e-25	9.03719214299567e-21	8.20661533868956e-21
"NEL011C"	"MDH2"	2.63145839881239e-25	9.54821809327186e-21	8.67067467655096e-21
"IMG1"	"BAR1"	2.90819976318222e-25	1.0488802614199e-20	9.52481335531714e-21
"gKR07"	"YPR197C"	2.97233860034266e-25	1.06559353333064e-20	9.67658548924117e-21
"YCR041W"	"HMLALPHA2"	2.99088012858711e-25	1.06585834916738e-20	9.67899026461088e-21
"YBR144C"	"ISR1"	3.21905720359945e-25	1.14038568114499e-20	1.03557681133956e-20
"SLI15"	"AMN1"	3.30474419354916e-25	1.16385450705813e-20	1.05688869933223e-20
"NBR031C"	"EGT2"	3.73324673671835e-25	1.30707452312631e-20	1.18694586333571e-20
"TYR1"	"PRY3"	4.54904729107503e-25	1.5834405799417e-20	1.43791207995114e-20
"gCR02"	"BAR1"	6.95605026094839e-25	2.40727870547109e-20	2.18603411725969e-20
"SFI1"	"YLL007C"	7.40744839551002e-25	2.54876122965846e-20	2.31451347620001e-20
"YJR054W"	"CBF1"	7.77103246197407e-25	2.65858432840377e-20	2.41424311704916e-20
"CSH1"	"BUD9"	8.64229691531093e-25	2.93985750727528e-20	2.66966545925065e-20
"NLR076W"	"YLR179C"	8.90870219580039e-25	3.01335945803234e-20	2.73641210211958e-20
"UTP20"	"PDR3"	1.07389040838628e-24	3.61201651249524e-20	3.28004867507634e-20
"YJR008W"	"YJR015W"	1.17537062429458e-24	3.93125818728828e-20	3.56994996118943e-20
"SLI15"	"PRY3"	1.30817926232398e-24	4.35115466710473e-20	3.95125522032284e-20
"gEL02"	"MDH2"	1.77760344282989e-24	5.87984765494289e-20	5.33945136837789e-20
"gDL01"	"BRE4"	2.14081388877704e-24	7.04234491088205e-20	6.39510755680684e-20
"EXO5"	"AMN1"	2.44500109278361e-24	7.95556448777344e-20	7.22439630808307e-20
"UBS1"	"AMN1"	2.44500109278361e-24	7.95556448777344e-20	7.22439630808307e-20
"YDL211C"	"BRE4"	2.73272079601401e-24	8.84368569447646e-20	8.03089339282122e-20
"AGP1"	"LEU2"	2.97015560895484e-24	9.56039915156016e-20	8.68173621626467e-20
"gBR08"	"ISR1"	3.00890178296899e-24	9.63332408392932e-20	8.74795887249286e-20
"NBR034W"	"RMA1"	3.17403959152304e-24	1.0054495900913e-19	9.13042225700339e-20
"NBR035W"	"RMA1"	3.17403959152304e-24	1.0054495900913e-19	9.13042225700339e-20
"gDL01"	"HO"	3.6908463922607e-24	1.16300648349419e-19	1.05611861465579e-19
"YBR162W"	"EGT2"	3.72067422795562e-24	1.16626715431884e-19	1.05907960859955e-19
"NBR034W"	"BUD9"	3.90104973318901e-24	1.21013533989382e-19	1.09891602226916e-19
"NBR035W"	"BUD9"	3.90104973318901e-24	1.21013533989382e-19	1.09891602226916e-19
"NCR015C"	"SAG1"	4.57648929245254e-24	1.41234399120301e-19	1.282540381826e-19
"NCR015C"	"AGA2"	4.60570453592217e-24	1.41407104084604e-19	1.28410870436102e-19
"HAT2"	"YEL057C"	4.65827399545256e-24	1.42291423564757e-19	1.29213915197716e-19
"YPR015C"	"ICL2"	5.38147554617386e-24	1.63547876981075e-19	1.48516762132059e-19
"IMG1"	"YCR097W-A"	6.23253278402186e-24	1.87713554712996e-19	1.70461456723766e-19
"EXO5"	"PRY3"	6.27069768627284e-24	1.87713554712996e-19	1.70461456723766e-19
"UBS1"	"PRY3"	6.27069768627284e-24	1.87713554712996e-19	1.70461456723766e-19
"TYR1"	"AMN1"	7.23135507882291e-24	2.15393897892529e-19	1.95597796122437e-19
"gCR02"	"YCR097W-A"	7.40158555216844e-24	2.19372992633323e-19	1.99211186146374e-19
"NBR034W"	"ISR1"	8.18059507466137e-24	2.38113409172024e-19	2.16229236375519e-19
"NBR035W"	"ISR1"	8.18059507466137e-24	2.38113409172024e-19	2.16229236375519e-19
"POL31"	"YJR015W"	8.19296892244104e-24	2.38113409172024e-19	2.16229236375519e-19
"NJR006C"	"YJR015W"	8.19296892244104e-24	2.38113409172024e-19	2.16229236375519e-19
"POL5"	"YEL057C"	9.03174105291204e-24	2.61222690367013e-19	2.37214624150844e-19
"NCR015C"	"MATALPHA2"	9.87536057288371e-24	2.84249292679706e-19	2.58124931771526e-19
"CDC13"	"HO"	1.10823868787918e-23	3.17465683349447e-19	2.88288519847662e-19
"IMG1"	"HMRA1"	1.12877448075431e-23	3.21808605604638e-19	2.92232299268331e-19
"CSH1"	"DSE3"	1.21909210786872e-23	3.45910567936245e-19	3.141191343199e-19
"NCR015C"	"HMRA1"	1.44940373746999e-23	4.0932029821033e-19	3.71701097484509e-19
"YCR041W"	"YLR041W"	1.52177463309123e-23	4.27740628203738e-19	3.88428479206141e-19
"NEL023C"	"YEL057C"	1.57171559712051e-23	4.39713658035965e-19	3.99301109633492e-19
"CDC13"	"BRE4"	1.62702632108363e-23	4.53070603419161e-19	4.11430464761203e-19
"IMG1"	"STE3"	1.94034570266091e-23	5.37817745567167e-19	4.88388792708338e-19
"VPS53"	"TAD2"	1.9811765958306e-23	5.45475575154726e-19	4.95342817892261e-19
"YBR162W"	"BUD9"	1.98619569650963e-23	5.45475575154726e-19	4.95342817892261e-19
"YBR174C"	"AMN1"	2.96929733285483e-23	8.11744471090557e-19	7.37139868461396e-19
"IMG1"	"YCL065W"	3.27599717697491e-23	8.91519001387683e-19	8.09582599966288e-19
"RTC2"	"PRY3"	3.46408613849044e-23	9.38439274196616e-19	8.52190594179151e-19
"SLI15"	"EGT2"	3.49080195767153e-23	9.41416925954648e-19	8.54894580351412e-19
"BCD1"	"DOG2"	3.55626251637962e-23	9.54769891453023e-19	8.67020321371635e-19
"PRE3"	"YJR015W"	3.6601393714684e-23	9.78271430265934e-19	8.8836191573558e-19
"MAK5"	"AMN1"	3.74369915377687e-23	9.95757870158982e-19	9.04241237938172e-19
"YJR056C"	"CBF1"	3.75882771902438e-23	9.95757870158982e-19	9.04241237938172e-19
"IRA1"	"DSE1"	3.99527811298994e-23	1.05373383389505e-18	9.5688883309199e-19
"BUD23"	"GYP8"	4.21148961847662e-23	1.10588674676521e-18	1.00424855367172e-18
"RTC2"	"AMN1"	4.49364441937028e-23	1.1748244800996e-18	1.06685046041938e-18
"gCR02"	"AGA2"	5.30043292596818e-23	1.3797273491653e-18	1.25292142157731e-18
"YGR290W"	"MAL31"	6.10187606668498e-23	1.58147076728898e-18	1.43612330590779e-18
"BUD3"	"LEU1"	6.24516445396794e-23	1.60770024007959e-18	1.45994211935374e-18
"NBR031C"	"RMA1"	6.25678500022707e-23	1.60770024007959e-18	1.45994211935374e-18
"YLR257W"	"HMX1"	6.52473708137567e-23	1.66938660595537e-18	1.51595910653006e-18
"RPB5"	"BUD9"	6.65861115724977e-23	1.69638943015883e-18	1.54048019535828e-18
"gCR02"	"SAG1"	6.69283598152828e-23	1.69788372335855e-18	1.54183715328274e-18
"YDL196W"	"HEM3"	6.96022379835649e-23	1.75826618575219e-18	1.5966700741974e-18
"NBR031C"	"ISR1"	7.59723503407206e-23	1.91112182057288e-18	1.73547728084697e-18
"MAL11"	"MAL31"	7.65424003226529e-23	1.91740538296454e-18	1.74118334293894e-18
"BUD23"	"YLR040C"	7.99000294000901e-23	1.99317514716061e-18	1.80998937242479e-18
"NBR031C"	"BUD9"	8.78520283550617e-23	2.18245107355167e-18	1.98186960869591e-18
"PCM1"	"YEL057C"	1.10754992213554e-22	2.74004509779955e-18	2.48821711129947e-18
"BUD23"	"MATALPHA1"	1.12290389912073e-22	2.76659814994366e-18	2.51232976504931e-18
"RPN6"	"NSE4"	1.25019325445684e-22	3.06758842860076e-18	2.78565707717671e-18
"RED1"	"HMG1"	1.32451811737161e-22	3.23669356748191e-18	2.93922035265367e-18
"YLL017W"	"YLL007C"	1.38813630022821e-22	3.37836656358553e-18	3.06787267790087e-18
"SLI15"	"DSE3"	1.39792008967009e-22	3.38840379040301e-18	3.07698741821567e-18
"YBR174C"	"DSE1"	1.40934463793479e-22	3.40232105351938e-18	3.08962559422832e-18
"SMF2"	"DOG2"	1.42989066048698e-22	3.43805839099204e-18	3.12207843768085e-18
"NNL035W"	"DHH1"	1.44672494695506e-22	3.46462095379782e-18	3.14619972800063e-18
"UGA4"	"HO"	1.4529642795918e-22	3.46570012456816e-18	3.14717971595006e-18
"NBR038W"	"DSE1"	1.4983245454831e-22	3.55723157262608e-18	3.23029882791746e-18
"BUD23"	"BAR1"	1.50322120531076e-22	3.55723157262608e-18	3.23029882791746e-18
"IMG1"	"GYP8"	1.54747709136231e-22	3.64754180249046e-18	3.31230895959538e-18
"SDC25"	"YLL007C"	1.6101993721491e-22	3.78049996566755e-18	3.43304740180929e-18
"SIP2"	"MCM6"	1.68647152248546e-22	3.88342954246967e-18	3.5265170802695e-18
"SPT16"	"MCM6"	1.68647152248546e-22	3.88342954246967e-18	3.5265170802695e-18
"POX1"	"MCM6"	1.68647152248546e-22	3.88342954246967e-18	3.5265170802695e-18
"NGL032C"	"MCM6"	1.68647152248546e-22	3.88342954246967e-18	3.5265170802695e-18
"NGL034W"	"MCM6"	1.68647152248546e-22	3.88342954246967e-18	3.5265170802695e-18
"RCR1"	"PDR3"	1.79240038357208e-22	4.11153779434817e-18	3.73366069845613e-18
"SLI15"	"RMA1"	1.88782649952338e-22	4.31390475856182e-18	3.91742882093065e-18
"ECM34"	"YHL044W"	1.9264814022295e-22	4.3854972017178e-18	3.98244145238095e-18
"UGA4"	"HEM3"	1.98810535815571e-22	4.50863662727869e-18	4.09426356290104e-18
"gCR02"	"MATALPHA2"	2.0777566161543e-22	4.69416732272155e-18	4.26274277933545e-18
"RED1"	"HMX1"	2.17153256037418e-22	4.88758670664968e-18	4.43838566241554e-18
"AGC1"	"ICL2"	2.20652799336673e-22	4.9192459072768e-18	4.46713517635373e-18
"YPR022C"	"ICL2"	2.20652799336673e-22	4.9192459072768e-18	4.46713517635373e-18
"IRA1"	"ISR1"	2.2102482075893e-22	4.9192459072768e-18	4.46713517635373e-18
"PEX32"	"PRY3"	2.27103024900545e-22	5.03580518444718e-18	4.57298189696754e-18
"COS6"	"MAL31"	2.28972693202646e-22	5.03993057725402e-18	4.57672813931263e-18
"NGR128W"	"MAL31"	2.28972693202646e-22	5.03993057725402e-18	4.57672813931263e-18
"LEU2"	"BAP2"	2.53876188185715e-22	5.56761361099337e-18	5.05591366620308e-18
"YBR162W"	"DSE3"	2.71377470469138e-22	5.92970370562417e-18	5.38472532336008e-18
"IMG1"	"AGA2"	2.83629221033087e-22	6.17487320628959e-18	5.60736215047448e-18
"NBR038W"	"PRY3"	2.9331822897491e-22	6.36267496413184e-18	5.77790370388558e-18
"TFC8"	"SNF8"	3.23727657868403e-22	6.99696662004235e-18	6.3538998263795e-18
"NUR1"	"NSE4"	3.3213452527898e-22	7.1528479416796e-18	6.49545463952518e-18
"NBR041W"	"AMN1"	3.4663747529573e-22	7.43842649124682e-18	6.7547866608207e-18
"ECM31"	"AMN1"	3.8608425083618e-22	8.25531825837846e-18	7.49660075529998e-18
"ENA5"	"SSK22"	4.51823507903652e-22	9.62658542556483e-18	8.74183954071136e-18
"EXO5"	"EGT2"	4.59666508126648e-22	9.72447562480495e-18	8.83073299322181e-18
"UBS1"	"EGT2"	4.59666508126648e-22	9.72447562480495e-18	8.83073299322181e-18
"MPD2"	"SPO21"	4.95163625922637e-22	1.04385496286768e-17	9.47917894639059e-18
"YLR257W"	"YHB1"	5.10956009009494e-22	1.07336743951997e-17	9.74717982514261e-18
"NBR038W"	"AMN1"	6.31796035457652e-22	1.3225759744256e-17	1.20102263032171e-17
"YPQ1"	"SPO21"	6.36003443686669e-22	1.32674462347602e-17	1.20480815337993e-17
"FLO10"	"ARR1"	6.57516574723749e-22	1.35276850016739e-17	1.2284402663469e-17
"NFT1"	"ARR1"	6.57516574723749e-22	1.35276850016739e-17	1.2284402663469e-17
"YKR104W"	"ARR1"	6.57516574723749e-22	1.35276850016739e-17	1.2284402663469e-17
"gKR09"	"ARR1"	6.57516574723749e-22	1.35276850016739e-17	1.2284402663469e-17
"VPS63"	"HMG1"	6.98427680872756e-22	1.43201760766403e-17	1.300405864828e-17
"AIM22"	"TAD2"	7.58040235797753e-22	1.54893931672451e-17	1.40658170748121e-17
