SNP	gene	p.value	FDR	q.value
ISC1	HTA1	0.000112165022614296	0.0395141082543974	0.0376343276162076
YER019C	HTA1	0.000112165022614296	0.0395141082543974	0.0376343276162076
NER005W	HTA1	0.000112165022614296	0.0395141082543974	0.0376343276162076
URA5	RAD54	0.00011412735970098201	0.0399007683688054	0.0380025933841723
GPA2	HTA1	0.00011637069405571699	0.0404607493118664	0.0385359346944283
YCL023C	CDC45	0.000118290028801507	0.0408726726312169	0.0389282618362528
NTC20	RAD54	0.000121144064544189	0.0414800127447882	0.0395067093280054
RIM2	RAD54	0.000121144064544189	0.0414800127447882	0.0395067093280054
PGI1	RAD54	0.00012192796181619299	0.0416429005432218	0.0396618481642779
TAF5	RAD54	0.00012192796181619299	0.0416429005432218	0.0396618481642779
NML011W	STN1	0.000124401187767997	0.0422587193728547	0.0402483710192902
PCH2	RAD54	0.000127210332999185	0.0429753443953725	0.0409309044754872
YCL022C	TAH18	0.000127867955078062	0.0431166614988366	0.041065498786342004
MPD2	STN1	0.000139824017609973	0.045621818086594	0.0434514790834695
NML011W	CDC45	0.000142950819961629	0.0463383313110469	0.0441339060601029
NBR038W	RAD54	0.00014414800084825902	0.0466066135718189	0.0443894254920614
YBR174C	RAD54	0.000152357905129023	0.04838451758597401	0.0460827503599314
YML108W	RAD54	0.000156176088410669	0.04925803722922901	0.0469147145845017
NCR015C	NSE3	0.000160664318449327	0.0502380859017916	0.0478481399976625
NOL019C	STN1	0.000163271350937521	0.0508370817659011	0.0484186401958581
NOL020W	STN1	0.000163271350937521	0.0508370817659011	0.0484186401958581
