SNP	gene	p.value	FDR	q.value
NNL035W	MRPL28	2.63370305341602e-09	5.08809248684191e-06	4.62046365579945e-06
NNL035W	MRP51	3.75985376373495e-09	6.97138366772601e-06	6.33066811396636e-06
SUN4	MRPS9	4.18058825185685e-09	7.68002796194683e-06	6.9741833831570006e-06
SUN4	RML2	7.833730948553359e-09	1.3373680844768199e-05	1.21445524913928e-05
MLF3	OMS1	1.31867447688124e-08	2.11319949780764e-05	1.91898270369966e-05
MLF3	RML2	1.4213430353651801e-08	2.26198583257112e-05	2.05409460546484e-05
SUN4	IFM1	1.6234594502253003e-08	2.55042327281948e-05	2.31602276677201e-05
SUN4	MRP51	1.8704218552419297e-08	2.8876298969278997e-05	2.62223790637826e-05
RGA1	ATP7	1.99544139184007e-08	3.05699119269095e-05	2.77603379625171e-05
MLF3	MRPS9	2.7076092533874203e-08	4.00555363313449e-05	3.6374171717819205e-05
NNL035W	FMP30	3.2110263458043504e-08	4.63686377460566e-05	4.2107058004278296e-05
MLF3	PET117	3.66051294975649e-08	5.1848081377749105e-05	4.7082905086403794e-05
SEC72	CYC1	3.83041213389287e-08	5.3857924515034206e-05	4.89080305521257e-05
gNL07	MRPS9	5.04509208481188e-08	6.88825578732345e-05	6.255180227066321e-05
NNL035W	MRM1	5.20341969090372e-08	7.069589893748679e-05	6.41984854834022e-05
NNL035W	AFG3	5.40363811344319e-08	7.30591344830123e-05	6.63445242939058e-05
gLR07	CYC1	6.54586710431545e-08	8.62459334828485e-05	7.83193705988111e-05
NNL035W	MRPS9	9.798682740384929e-08	0.000122755350821226	0.00011147333474993999
MLF3	MRP51	9.873526295219482e-08	0.00012356369365418702	0.00011220738561296699
RGA1	ATP5	1.22156594368804e-07	0.000148257122558725	0.000134631327608035
SUN4	PET117	1.2505437811247898e-07	0.000151283377882413	0.000137379450361783
gNL07	RML2	1.2823206241549e-07	0.000154814731862467	0.000140586249916391
MLF3	FMP30	1.56429308764951e-07	0.000184105242103582	0.00016718477153895901
NNL035W	CBP6	2.42059710162191e-07	0.00026892061220245097	0.00024420505684400097
gNL07	MRS1	3.11177637763872e-07	0.000334262142772775	0.00030354127527856
YLR232W	CYC1	3.17201109744208e-07	0.000339829329087264	0.00030859680091959
MLF3	MRS1	3.48899130668127e-07	0.000367627866526574	0.000333840471755933
SUN4	MRS1	3.55356177950806e-07	0.00037299744234847	0.00033871654859539597
SUN4	OMS1	3.87653565047909e-07	0.000401190079086739	0.000364318098438917
gNL07	MRP51	3.9067728020725004e-07	0.000403830734002377	0.000366716059972982
SUN4	FMP30	5.61148871874016e-07	0.000548954611756836	0.000498502108376625
YNL115C	OMS1	6.17006263207353e-07	0.000595233776485057	0.000540527916516017
NNL035W	ATP11	6.636497493772661e-07	0.000631681350567558	0.000573625721209182
IRC14	ATP7	6.882729688972411e-07	0.000651081542534139	0.0005912429092082071
YOR121C	ATP7	7.01059520395834e-07	0.0006612964008234599	0.000600518955505912
NNL035W	RRF1	8.966147299688049e-07	0.00081346244349543	0.000738699948015554
ATP14	CYC1	1.02999955256619e-06	0.000912896303658125	0.000828995188958146
NNL035W	RSM22	1.08955179471029e-06	0.0009566144921239311	0.000868695391229627
CEP3	IMP1	1.1422696481573299e-06	0.000997051520543148	0.000905415993428333
gNL07	IFM1	1.14294534420205e-06	0.000997350499395872	0.000905687494177666
IDH2	ATP7	1.1824454176736e-06	0.00102598681054054	0.000931691941860623
IRC14	ATP5	1.27350115327171e-06	0.00109061083094633	0.0009903765939868869
NNL035W	MRS1	1.29610758997006e-06	0.00110743616582045	0.00100565557102662
NOR011W	ATP7	1.34347345195202e-06	0.00114268858661045	0.0010376680647972
RGA1	ATP2	1.47733341334221e-06	0.0012370357324494698	0.00112334409358499
YLR294C	CYC1	1.64108155278543e-06	0.00135090976819706	0.00122675236394792
RAS1	ATP7	1.6567228743697902e-06	0.00136191287188137	0.0012367442107561
YOR131C	ATP7	1.7038109930705098e-06	0.0013944946469159401	0.0012663315085062801
RGA1	QCR8	1.7725686423782501e-06	0.0014387718099104	0.00130653931190743
GSY2	COX13	1.95074859646171e-06	0.00155390440423849	0.00141109047112211
YOR131C	ATP5	2.0516172340269797e-06	0.00161789340640676	0.00146919846732186
RPT5	ATP7	2.1266309792661703e-06	0.00166455151775179	0.00151156839441643
NNL035W	YGL235W	2.23030036073456e-06	0.0017280734918882301	0.00156925228550156
YOR102W	ATP7	2.4977896075747e-06	0.00189103235521965	0.00171723416817378
SUN4	MRPL28	2.63531920378977e-06	0.00197492483669092	0.0017934163843255602
IDH2	ATP5	2.71653158570656e-06	0.0020243830743522898	0.00183832908789477
VPS63	COX13	2.7896574212349603e-06	0.00206627471341527	0.0018763706125472699
gCL01	PSD1	2.95459832141622e-06	0.0021627583851946603	0.00196398680662935
RED1	COX13	2.9718414172916803e-06	0.00217219330584974	0.00197255459664002
MLF3	PET112	3.319759244639e-06	0.00237205177658055	0.00215404477251702
NEJ1	COX13	3.37298886457785e-06	0.00240226005707877	0.00218147671533393
NOR011W	ATP5	3.4663913526922003e-06	0.00245310984554465	0.00222765307712752
MRP20	MRP20	3.46751452039488e-06	0.00245361466803046	0.00222811150313971
YNL114C	OMS1	3.5055102096827003e-06	0.00247669508661102	0.00224907068096281
MLF3	RRF1	3.78853895172226e-06	0.0026319342334339604	0.00239004233934119
YLR235C	CYC1	4.02729860848242e-06	0.0027679330685425898	0.00251354199593657
NNL038C	OMS1	4.14056312028535e-06	0.00283212388724897	0.00257183326042043
SUN4	MRM1	4.3147974241294e-06	0.00292655742402228	0.00265758774025311
YLR236C	CYC1	4.38568378406797e-06	0.00296288868370587	0.00269057992059801
gNL07	OMS1	4.57997696689048e-06	0.0030650965974303697	0.0027833942615166102
RTN1	RRF1	4.86102411461995e-06	0.0032108324582301897	0.00291573604773878
MLF3	MRM1	5.07620682566457e-06	0.00332326799329705	0.00301783802500045
NOR010W	ATP7	5.17283922061256e-06	0.0033725171102779	0.00306256082744138
RGA1	COX4	5.27596506524111e-06	0.00342371989782723	0.0031090577454040698
NNL035W	MRPS28	5.492578917998179e-06	0.0035359256376459704	0.00321095104709725
NNL035W	PET112	5.72224410876043e-06	0.00364924537013821	0.0033138559582833803
MLF3	YGL235W	6.27012324558341e-06	0.00391973183274205	0.0035594829536807295
YLR257W	COX13	6.47308105897842e-06	0.00401558453833863	0.0036465261714808
VAM3	ATP7	6.841256104523179e-06	0.0041905717399808706	0.0038054309098496295
YOR121C	ATP5	6.872192354556661e-06	0.004205648955543	0.00381912243112516
YDR401W	MRP20	7.15173360700686e-06	0.0043341916355183	0.0039358512017952894
RPT5	COX4	7.65248194611291e-06	0.00456283865937174	0.00414348407530408
gNL07	PET117	7.7280986216271e-06	0.00459465546617396	0.00417237671038362
YBR162W	MTM1	7.93638228482965e-06	0.00469609531964711	0.00426449358078925
gNL07	AFG3	8.19299298078624e-06	0.00482126069657146	0.00437815544455038
YOR121C	ATP2	8.59780577126202e-06	0.005010719686283079	0.00455020191943086
SRV2	OMS1	8.83545008966538e-06	0.00512030796002103	0.0046497183172199
NCS2	OMS1	8.98352731250164e-06	0.0051845422117446	0.00470804902294386
EXO5	MTM1	9.04259084588056e-06	0.0052040429234056105	0.00472575749222285
UBS1	MTM1	9.04259084588056e-06	0.0052040429234056105	0.00472575749222285
NAF1	OMS1	9.19916353074878e-06	0.00527492160259914	0.00479012195926658
BUD3	PSD1	1.08270279482372e-05	0.0059960233585226895	0.00544494976831174
MLF3	MRPL28	1.19035591951077e-05	0.0064465574152894	0.005854076811574771
gNL07	MRPL28	1.19820174009009e-05	0.0064810783191939295	0.005885425019624979
NOP15	OMS1	1.25000086588575e-05	0.0066849164216739995	0.0060705290731798206
RAS1	COX4	1.2557638376823402e-05	0.00670878073179443	0.00609220009780593
LEU2	PSD1	1.2585866113622802e-05	0.00672062687507338	0.00610295750338044
TYR1	MTM1	1.2985248118343198e-05	0.006875632031596171	0.0062437166766909
COG6	MRP51	1.35276590649978e-05	0.0070820382577610206	0.00643115282664139
FPR1	OMS1	1.4632893207876501e-05	0.007516708199554621	0.0068258737703977
gNL07	FMP30	1.54205395900591e-05	0.0078211578252478	0.0071023424930427405
SFL1	ATP7	1.62901570158119e-05	0.008154622415114141	0.0074051595157203
gLR08	CYC1	1.69040105757877e-05	0.008372998233251841	0.0076034651742003904
MLF3	CBP1	1.72942607923353e-05	0.008513473147799459	0.00773102952938798
SUN4	PET112	1.77739453649462e-05	0.00868817238059688	0.00788967276512395
YBR174C	MTM1	1.9106110108245e-05	0.009156200669241459	0.008314686206440259
SUN4	CBP6	2.0103824302876e-05	0.00952172824066653	0.00864661941389073
SUN4	AFG3	2.0174357815228897e-05	0.00954512576736841	0.008667866555533971
ILV6	PSD1	2.10698088786366e-05	0.009856625507505821	0.00895073744119845
gNL07	YGL235W	2.1165011100838396e-05	0.00988879893989367	0.00897995392565009
YOR102W	COX4	2.2096637244175898e-05	0.0102156541974781	0.00927676905671966
SAK1	COQ4	2.2305104087029198e-05	0.010284236758165002	0.00933904843349883
RPT5	QCR8	2.2556455227672197e-05	0.0103705771266518	0.00941745355990984
SUN4	MRPS28	2.28354704142716e-05	0.0104619571364893	0.009500435151815341
TRS33	ATP7	2.30757991778695e-05	0.0105389405147989	0.00957034325637518
NNL013C	MRP51	2.3484034651865e-05	0.0106747545261853	0.009693675075751909
SUN4	YGL235W	2.48769131555176e-05	0.0111572592104634	0.0101318344376788
RAS1	ATP5	2.5288917958223604e-05	0.0112955034943532	0.010257373171691
RAS1	QCR8	2.6359349473508603e-05	0.0116381718151432	0.0105685480424895
REX4	EMI1	2.6820136217209303e-05	0.0117851261118081	0.0107019962823868
YCL022C	PSD1	2.73768635736998e-05	0.0119464631088765	0.0108485053588665
ECM31	MTM1	2.74094342511728e-05	0.0119564128770366	0.010857540678544001
COX20	RRF1	2.79318022796237e-05	0.0121302695321865	0.0110154187750048
NNL012W	MRP51	2.8361257234824e-05	0.0122722640643027	0.0111443630850113
GSY2	COX12	2.8819517304787605e-05	0.012415820093573	0.0112747253804157
NNL005C	MRP51	2.9246440286353004e-05	0.0125626806370697	0.0114080884836714
SPH1	CYC1	2.9396809175752602e-05	0.0126053656696655	0.0114468504838248
RAD51	MGM101	2.95596725498578e-05	0.01265449392399	0.0114914635316745
CDA2	CYC1	3.00059474123705e-05	0.012808057692819999	0.0116309137902069
NNL035W	FMC1	3.04619471781919e-05	0.0129519132866604	0.0117615481182467
IRA2	IMG1	3.11729636800893e-05	0.0131567455895204	0.0119475549986927
YOR102W	ATP5	3.15839773872413e-05	0.0132706501302025	0.012050990970388002
RPT5	ATP5	3.15875248070601e-05	0.0132712092724591	0.0120514987238303
SUN4	MRP20	3.21057139832673e-05	0.013420172754158998	0.0121867714915749
MLF3	FMC1	3.2337437149702503e-05	0.0134749250509002	0.0122364916957219
MLF3	AFG3	3.26470267450088e-05	0.0135772421263931	0.0123294051657315
YNL046W	MRP51	3.27897436721802e-05	0.0136186212205028	0.0123669812516495
YOR121C	COX4	3.3105220603038694e-05	0.0137248935313993	0.0124634864451743
REX4	COQ5	3.33600057785766e-05	0.0137970840091447	0.0125290421479411
NER037W	PPE1	3.35833685083985e-05	0.0138655170225061	0.0125911857217679
YIM2	IMP1	3.52317016673479e-05	0.0143618985381758	0.0130419465439214
YNL115C	RRF1	3.58603139660238e-05	0.014551711450236	0.0132143144133821
RPT5	ATP2	3.6253784460606106e-05	0.0146686854470974	0.0133205377382468
STI1	ATP2	3.69179209400245e-05	0.0148540222508987	0.0134888408829441
NNL035W	MTM1	3.7237429299190505e-05	0.0149424095091326	0.0135691047766059
YNL115C	IFM1	3.76640045018139e-05	0.0150661227099881	0.0136814479287348
COG6	RML2	3.8206321880077706e-05	0.0152109001556243	0.0138129193843878
YIM1	IMP1	3.8224323028790794e-05	0.0152140200467778	0.0138157525372288
ATG16	IMP1	3.8224323028790794e-05	0.0152140200467778	0.0138157525372288
MRS1	MRS1	3.83054489546822e-05	0.0152422564821099	0.0138413938602902
DPB11	MRS1	3.8814450541171e-05	0.0153803949362065	0.0139668364909563
NOR010W	COX4	3.93263119981123e-05	0.0155215838365668	0.0140950492120112
CRZ1	MRP51	3.9375645162445896e-05	0.0155318397165028	0.0141043625097991
IRC14	QCR8	4.0035312535794606e-05	0.0157184937166756	0.0142738617919444
YNL040W	MRP51	4.02079752894695e-05	0.0157661052792633	0.0143170975419038
ECM3	ATP7	4.08853667536179e-05	0.0159674479420403	0.0144999355029136
ARG7	IMP2	4.1457343854653e-05	0.016122468844379	0.0146407089748969
gOL02	COQ5	4.20734447985823e-05	0.0163006541463292	0.0148025178873308
gOL02	EMI1	4.2232955342529205e-05	0.0163386420308941	0.0148370144379432
YOR102W	QCR8	4.250009999750321e-05	0.0164075571437807	0.0148995958032095
RGA1	MGM101	4.3647235362915e-05	0.016727455104879	0.0151900930586429
NNL035W	MSF1	4.3700271569838e-05	0.0167424222045512	0.0152036845843958
MLF3	CBP6	4.42551570481169e-05	0.0168839572480959	0.0153322116358225
NOR011W	ATP2	4.42639200602632e-05	0.0168846168944632	0.0153328106563933
CSH1	MTM1	4.51918396236113e-05	0.0171308003146409	0.0155563682172146
gOL02	IMG1	4.5431403986137395e-05	0.017194394948153	0.0156141180898057
LSC1	ATP7	4.55775442121442e-05	0.0172333634104406	0.015649505096662998
ELG1	ATP7	4.55775442121442e-05	0.0172333634104406	0.015649505096662998
SLX8	HAP4	4.71085331137632e-05	0.0176649829332226	0.0160414559747779
gJL06	MRS1	4.7314306774426704e-05	0.0177210563564992	0.016092375885329
YCR041W	CBT1	4.77113703382579e-05	0.0178296178886925	0.016190959905807
RED1	COX12	4.7820943355330605e-05	0.017859417541948003	0.0162180207768856
KTR5	MRP51	4.83563655189906e-05	0.0180054666867812	0.0163506470542986
NBR041W	MTM1	4.8485268293535996e-05	0.0180442618033724	0.0163858766470577
HEM1	RRF1	4.86259841154211e-05	0.018081626003093997	0.016419806833525
gNL07	MRM1	4.95334414721961e-05	0.0183399542874538	0.0166543930664279
VPS63	COX12	5.04110952577499e-05	0.0185501893168909	0.0168453061276983
COG6	MRPS9	5.09432517690322e-05	0.0186828548204568	0.016965778807625
MLF3	RSM22	5.09544555448368e-05	0.0186846745898283	0.0169674313283416
gNL07	FMC1	5.17629931607052e-05	0.0188870433941392	0.0171512011217965
SAK1	PPE1	5.18311162525284e-05	0.0189030979423551	0.0171657801524909
MRPS8	IMP1	5.2204615724656296e-05	0.0190103643194348	0.0172631880510438
IDH2	QCR8	5.32253679095575e-05	0.0192602387580596	0.0174900974016826
SAM37	IMP2	5.3810244234499895e-05	0.0194167254642997	0.0176322019606441
gNL07	MRPS28	5.3887784723866997e-05	0.0194376758860275	0.0176512269021949
RGA1	COX12	5.44266672635009e-05	0.0195860334130703	0.0177859494064611
REX4	IMG1	5.59049718205952e-05	0.0199775252253018	0.0181414605719198
CDC3	CYC1	5.6634869727781006e-05	0.0201601380286767	0.0183072900695673
NNL013C	MRPS9	5.6798805733315396e-05	0.0202064797383683	0.0183493726743807
SAM50	MRP51	5.7031556229589796e-05	0.0202688072163984	0.0184059718513297
YCL023C	PSD1	5.87775051433862e-05	0.0207220194756795	0.0188175309528567
NER037W	COQ4	5.98966275744287e-05	0.0210114725644831	0.0190803814180035
IRC14	MGM101	6.07468190401869e-05	0.0212213578493017	0.0192709768784632
VPS65	CYC1	6.124711104091601e-05	0.0213512799890382	0.01938895832756
MEC3	COX13	6.272593636153821e-05	0.0217301597082562	0.0197330165334778
YOR121C	QCR8	6.30557584035223e-05	0.021811605439808	0.0198069768719599
SUN4	FMC1	6.43511878024146e-05	0.0221281266165517	0.020094407691509
KTR5	FMC1	6.61787556595428e-05	0.0225404084547619	0.0204687981441831
SUN4	ATP11	6.70776541514802e-05	0.0227800188231969	0.0206863867595178
MPD2	EMI1	6.750169186245401e-05	0.0228732142778433	0.0207710169450329
gNL07	CBP6	6.84721786335548e-05	0.0231149372869661	0.0209905240356195
YNL035C	MRP51	6.881084346338261e-05	0.0231951075940898	0.0210633261694836
NNL004W	MRP51	6.881084346338261e-05	0.0231951075940898	0.0210633261694836
MDY2	PET54	6.94472460351566e-05	0.0233466869640746	0.0212009744083461
RTN1	PET117	7.043144396670071e-05	0.0235822128543563	0.0214148539356661
RAS1	QCR9	7.08935382164853e-05	0.0236996809116636	0.0215215259136047
NLR116W	COX13	7.0962800466823e-05	0.0237176789557568	0.0215378698202502
RPB5	COQ4	7.128911146096691e-05	0.0238017514102338	0.0216142154687164
MCP2	COX13	7.21623643871577e-05	0.0240113700173658	0.0218045687609056
URK1	MRP51	7.332254936022769e-05	0.0242585442240014	0.0220290260484576
YNL035C	FMC1	7.482667809606e-05	0.0246148712003992	0.0223526042554743
NNL004W	FMC1	7.482667809606e-05	0.0246148712003992	0.0223526042554743
IDH2	MGM101	7.49546771078975e-05	0.0246378706779248	0.0223734899312524
IRA2	COQ5	7.59099250440837e-05	0.0248680412459803	0.0225825063253305
HST3	ATP2	7.631695751285559e-05	0.0249732268718938	0.0226780247072983
VAM3	COX4	7.707301939686641e-05	0.0251532682823753	0.0228415191398032
GSY2	PPE1	7.81394625028692e-05	0.025405751546699	0.0230707975480715
NNL005C	FMC1	7.892487958303391e-05	0.025590736696092003	0.0232387813576904
RIM13	IMP1	7.92335559191932e-05	0.0256611410755762	0.0233027151162565
REX4	PET54	7.99106518095857e-05	0.0258064421898998	0.0234346621120345
IRC14	ATP2	8.00281096895903e-05	0.0258318337776766	0.0234577200475553
FET3	IMP2	8.03425926235035e-05	0.0259014025403984	0.0235208949879808
YNL046W	RML2	8.062395131045709e-05	0.0259667631859361	0.0235802485645927
SKM1	EMI1	8.080018824871791e-05	0.0260134047486711	0.0236226034640023
SMY2	MTM1	8.16348529084166e-05	0.026193710049127007	0.0237863375332746
YOR131C	ATP2	8.43346844678077e-05	0.0267815385483242	0.0243201407657055
NNL035W	COQ1	8.44736123779195e-05	0.0268114355416366	0.0243472900306559
EXO1	ATP2	8.45012500379062e-05	0.0268131999158498	0.0243488922473901
RAS1	ATP2	8.7255767913279e-05	0.0274197403572946	0.0248996876727319
CDC16	COX17	8.80519407326946e-05	0.0275985869038968	0.0250620970571284
RGA1	QCR9	8.953820462024151e-05	0.0279331904449387	0.0253659483539521
YLR257W	COX12	8.99395024983967e-05	0.0280262546731077	0.0254504593735576
YVH1	MRS1	9.055249822264871e-05	0.0281454906409763	0.025558736779565
NNL013C	RML2	9.12165398003407e-05	0.0282770187076279	0.0256781765604363
gCR02	PSD1	9.20106335980631e-05	0.028451711655677003	0.0258368140890332
RGA1	COX13	9.20119380478668e-05	0.028451711655677003	0.0258368140890332
YNL046W	MRPS9	9.20455257354851e-05	0.0284588598223861	0.0258433052926759
NOR010W	ATP5	9.22345267489708e-05	0.0284939166449954	0.0258751401650123
RTN1	IMG1	9.234660398029141e-05	0.0285180669756142	0.0258970709229905
YOR131C	MGM101	9.340239796360841e-05	0.0287418179700303	0.0261002577440481
YOR102W	ATP2	9.42654844525597e-05	0.0289380379976375	0.0262784438734166
YOR131C	QCR8	9.525202286688321e-05	0.0291669755214007	0.0264863405480018
IRC14	COX4	9.599354742391059e-05	0.0293176575208787	0.0266231738905504
RPB5	MES1	9.63834967449313e-05	0.0294127463018697	0.0267095233933905
URA3	CMC1	9.67270250811908e-05	0.0294757266630406	0.0267667154492684
PCH2	MTM1	9.68562537441708e-05	0.0295088834746388	0.0267968249339776
PGI1	MTM1	9.68628958291451e-05	0.0295094054228253	0.0267972989117271
YBR064W	HAP2	9.800726265527421e-05	0.0297240732817716	0.0269922373966101
NNL012W	FMC1	0.00010008914176394399	0.0301486411936368	0.0273777847527686
NMR029W	IMP1	0.00010134472386146999	0.0304002771940335	0.0276062937661818
RGA1	QCR2	0.000102410298697771	0.0306198149808053	0.0278056546008124
gOL02	PET54	0.000102573571463548	0.030653323867787997	0.0278360838028855
ARK1	FMC1	0.00010446137278335	0.0310423869600201	0.0281893894635277
IRA2	EMI1	0.00010471352064552	0.0310972510465959	0.0282392111832954
PTC5	ATP7	0.000105785763038456	0.0313166652451083	0.0284384597882322
YNL010W	MRP51	0.000107504362757654	0.0316497527714701	0.0287409344019966
RTN1	IFM1	0.000107595915706219	0.031668919940246	0.0287583399831536
YPQ1	EMI1	0.00010767782348527	0.0316821251696028	0.0287703315659456
NNL012W	MRPS9	0.00010828630129824399	0.0317955293710984	0.0288733131828837
RAS1	COX13	0.000108315837413552	0.031802642185562	0.0288797722833826
gBL03	PET112	0.000109535865075058	0.0320555279575435	0.029109416206233994
NBR038W	MTM1	0.00011016105184758301	0.0321928534455432	0.029234120587681
YLR281C	COX13	0.00011060349624628701	0.0322804425527933	0.0293136596856317
YLR282C	COX13	0.00011060349624628701	0.0322804425527933	0.0293136596856317
PKR1	IMP1	0.000110849171699406	0.0323292462445705	0.0293579780003458
NCR015C	CBT1	0.000112085466904877	0.0326024619811382	0.0296060834316577
HAL9	EMI1	0.00011298631684692099	0.032768971073329	0.0297572892540397
NMR027W	IMP1	0.000114664843313598	0.0331114271727398	0.0300682714079855
NMR028W	IMP1	0.000115147816208421	0.0332140480668014	0.0301614607736591
JLP2	IMP1	0.000116415791148776	0.033431607661082996	0.0303590252245704
IDH2	ATP2	0.000118993307211319	0.0339681382361759	0.0308462451461525
YNL114C	IFM1	0.00012030389122741201	0.0342312741269785	0.0310851971351609
NEL011C	CMC1	0.000122074245896461	0.0345560772773043	0.0313801487609913
YAR053W	IMG1	0.000122653882830567	0.0346708996734554	0.0314844182312614
NNL038C	IFM1	0.000122825641949669	0.0347063421810535	0.0315166033416247
MED11	IMP1	0.000123083188709209	0.034762709330331	0.0315677899828445
YOR029W	ATP2	0.000123171037670195	0.0347809576798756	0.0315843611902405
gNL07	PET112	0.000124784921811364	0.0350992812017426	0.03187342870766
SLI15	PSD1	0.00012559021847897	0.0352578785128539	0.0320174498931618
NEJ1	COX12	0.000126009847459309	0.0353332880929943	0.032085928841852
RPT5	COX13	0.000128112100927743	0.0357487391086003	0.032463197203883
TRM10	EMI1	0.000128381077061714	0.0357839951923859	0.0324952130239959
NNL012W	RML2	0.000128898801579619	0.035880510849394996	0.032582858263657
CDC73	MSS1	0.000129671142416667	0.036031455925804	0.0327199305046536
RTN1	RML2	0.000130450963763718	0.0361641641618179	0.032840441989637995
VPS21	ATP7	0.000131918646730525	0.0364394074564218	0.0330903886332001
NML007W	AEP1	0.00013222562225267802	0.0365095109535644	0.0331540491624711
NCR015C	PSD1	0.000134832343609049	0.0369887364834027	0.0335892307456037
SNX41	MRP20	0.000135165109157959	0.0370460746513671	0.0336412991625704
NNL035W	COX17	0.00013537931495553502	0.0370810186793849	0.0336730316068725
VAM3	ATP5	0.000136385967642852	0.0372612824212617	0.0338367279370698
RTN1	MRPS28	0.000136471212824911	0.0372777674277412	0.0338516978641105
YER076C	MGM101	0.000137920365402541	0.0375639247160208	0.0341115554342622
NOR010W	ATP2	0.000138432972309744	0.0376607067864425	0.0341994426022084
NTC20	MTM1	0.000138494941333071	0.0376751837227458	0.0342125890137976
VPS63	COX7	0.000139318206599937	0.0378396351740357	0.0343619263058759
TMC1	ATP2	0.000140291078947085	0.0380228008915232	0.0345282579012289
VHS3	ATP2	0.000140291078947085	0.0380228008915232	0.0345282579012289
NOR007W	ATP2	0.000140291078947085	0.0380228008915232	0.0345282579012289
YOR102W	QCR9	0.00014081784269953402	0.0381241480495165	0.0346202905954728
YOL106W	EMI1	0.000142344322636725	0.0384301932731435	0.0348982082702115
PRP42	IMG1	0.00014419562136054	0.0387686697551121	0.0352055765594721
TRS33	COX4	0.000144418912155559	0.0388217060887087	0.0352537385086607
SIS1	MRP51	0.00014463759968514099	0.0388473519258058	0.0352770273263339
RAD51	HAP4	0.000145169164331353	0.0389404032201292	0.0353615266007985
SKI7	ATP7	0.000145764222280198	0.0390396089800976	0.0354516147054398
BUB3	ATP2	0.000146691254969872	0.0392222154152941	0.035617438420186005
NNL038C	RRF1	0.00014705848460148	0.0392755576891847	0.0356658781917639
NAR005C	IMG1	0.00014832244600609698	0.0394898173387125	0.0358604459843319
gNL07	MRP20	0.000152431640853525	0.040279246054	0.0365773210602593
UBC12	CYC1	0.000152719812874558	0.0403305804207431	0.0366239374644313
NBR031C	MTM1	0.000153387060583484	0.0404586045212239	0.0367401953164392
YNL040W	MRPS9	0.00015375798269711498	0.0405296578485231	0.0368047183802904
RAS1	COX12	0.000154259589131292	0.0405903942313616	0.0368598726940564
YNL040W	FMC1	0.00015495582844404098	0.0407235847114723	0.036980822101765
NNL008W	FMC1	0.000155861454024564	0.0408950660125885	0.037136543154695
YLR257W	PPE1	0.000157136238101654	0.0411304051706498	0.0373502531117016
gEL02	CMC1	0.000158383825137742	0.0413557097905027	0.037554850769902004
NNL005C	RML2	0.000158725516623418	0.041419277265615	0.0376125759801268
YLR252W	COX13	0.00016008963028250702	0.0416485305279951	0.0378207593748941
YMR111C	IMP1	0.000160656373506205	0.041718027098206996	0.0378838687577716
PEX32	MTM1	0.000161849564675808	0.0419239473233458	0.0380708635733547
NOR011W	QCR8	0.000162094097841884	0.041965772905428994	0.038108845112094
SAM50	FMC1	0.000162481175721529	0.0420241894078548	0.0381618927575635
NOR011W	MGM101	0.00016303870345758402	0.0421138087355025	0.0382432754854374
UBX4	IMP2	0.000163178985914646	0.0421421270277411	0.0382689911422224
YOR139C	ATP7	0.000164636569034793	0.0423912046820612	0.0384951769382224
