SNP	gene	p.value	FDR	q.value
YRA2	UBA1	1.56444722883399e-08	2.46454165012185e-05	2.23803422442502e-05
TRM44	RMI1	1.6091290625265903e-08	2.5292378475321898e-05	2.2967844200191396e-05
CEP3	YIM1	1.64177337311858e-08	2.57513981589587e-05	2.33846769859603e-05
REX4	UFO1	2.0126730688055198e-08	3.08023715532979e-05	2.79714330355618e-05
gOL02	UFO1	2.76347798445755e-08	4.0741103268390206e-05	3.6996730589228705e-05
TRM10	UFO1	3.88832301009866e-08	5.4646518966483e-05	4.9624148038493605e-05
URA1	UBA1	4.499592074550599e-08	6.227251328589681e-05	5.65492638227105e-05
IRA2	UFO1	5.57772630322276e-08	7.50087296079936e-05	6.811493893196429e-05
PIG1	WTM2	9.452823901613929e-08	0.00011909537640726001	0.00010814973581682
MCM5	WTM2	1.32419362944036e-07	0.000159323885225378	0.00014468098272355502
gPL09	RMI1	1.43825180816309e-07	0.000171427904503983	0.000155672563814213
YPQ1	UFO1	1.97653823341454e-07	0.000226262872642839	0.000205467841319037
gNL07	BLM10	2.46642396123426e-07	0.00027320069418829303	0.00024809177142526403
NBR038W	UMP1	2.8250275309995103e-07	0.00030718233932595	0.0002789502821007
YOL106W	UFO1	3.3395254795446e-07	0.0003546662141302	0.000322070079615573
HAL9	UFO1	3.40965188751194e-07	0.00036060077226810096	0.000327459213217274
MDY2	UFO1	3.67794365368681e-07	0.000384022922919925	0.00034872871570907797
NNL035W	MKT1	4.62643950073613e-07	0.000466855312253223	0.000423948269093235
NBR041W	UMP1	5.84466626579568e-07	0.0005690186954696201	0.000516722172147395
MPD2	UFO1	6.048403669667889e-07	0.000585152852851162	0.000531373495406779
YOL099C	UFO1	6.21489353911849e-07	0.000599076012283966	0.000544017025825996
ECM31	UMP1	6.8505396834734e-07	0.000648343803963532	0.000588756786639232
YLR281C	WTM2	7.34340179849732e-07	0.000687751012736142	0.000624542216322598
YLR282C	WTM2	7.34340179849732e-07	0.000687751012736142	0.000624542216322598
NDJ1	UFO1	7.444600814936641e-07	0.000695984965509547	0.000632019415220117
HYM1	UBA1	8.25476385607483e-07	0.0007574150036730571	0.000687803632870029
gKL01	UBA1	8.351699991209601e-07	0.0007658398883331571	0.000695454215770588
RFC4	UFO1	9.56094795759646e-07	0.000858707806012087	0.0007797869670983059
PEX32	UMP1	9.86647369104446e-07	0.0008815198784300699	0.00080050246151853
YBR174C	UMP1	1.04523778052908e-06	0.000924895936844826	0.000839891977718459
SKM1	UFO1	1.12365180831403e-06	0.000982950210686555	0.000892610685769308
SDS22	UBA1	1.1916100324890801e-06	0.00103244248998297	0.000937554302325644
NTC20	UMP1	1.20268352481843e-06	0.0010396327726693599	0.000944083751213084
NOL019C	UFO1	1.26721820706989e-06	0.00108616238743806	0.000986336991403409
NOL020W	UFO1	1.26721820706989e-06	0.00108616238743806	0.000986336991403409
NLR118C	WTM2	1.83164569373866e-06	0.00147897097474994	0.0013430439117383
NKL043C	UBA1	1.9163070311678798e-06	0.0015329962065408	0.00139210387293816
NBR043C	UMP1	1.9443562558441897e-06	0.00155025629434452	0.00140777764628234
PCH2	UMP1	1.95037626754902e-06	0.00155381455308714	0.00141100887787665
RIM2	UMP1	1.96653662575138e-06	0.00156398360044233	0.00142024332356337
YSH1	WTM2	1.98876505207677e-06	0.0015778889859712401	0.00143287071361619
GET1	ALK1	2.13267756855091e-06	0.00166884793251304	0.0015154699406847
NNT1	WTM2	2.2383896377907e-06	0.0017320995773788801	0.0015729083475194599
CTS1	WTM2	2.2383896377907e-06	0.0017320995773788801	0.0015729083475194599
TAF5	UMP1	2.44364037780731e-06	0.0018592060042464103	0.00168833286609469
MEC3	WTM2	2.59990509390677e-06	0.00195229524602477	0.0017728666003959301
SRY1	UBA1	2.86969188409432e-06	0.00211508868618932	0.0019206982633674801
HRP1	UFO1	2.88182943612747e-06	0.00212132779518818	0.0019263639576229102
KTR4	UMP1	3.3072158998715e-06	0.00236506506725298	0.00214770018727115
YOL118C	UFO1	3.4076442737962997e-06	0.00241896966098273	0.00219665059783327
MLF3	AOS1	3.4717663756333605e-06	0.00245546244456958	0.00222978945698295
TYR1	UMP1	3.7642003383927904e-06	0.00261745572303832	0.00237689449832884
CSH1	UMP1	3.8043559814425004e-06	0.00264077749465369	0.00239807284727127
gLR07	WTM2	4.00704329327212e-06	0.00275749382139347	0.00250406218357641
PGI1	UMP1	4.19202325156349e-06	0.00285980772006306	0.00259697276873352
MED8	UMP1	4.27272067386472e-06	0.0029032809650973604	0.0026364505394698198
YGL024W	ALK1	4.414615094901529e-06	0.00297705918849753	0.0027034480637270005
EXO5	UMP1	4.54050683671851e-06	0.0030437852664854602	0.0027640415806558898
UBS1	UMP1	4.54050683671851e-06	0.0030437852664854602	0.0027640415806558898
SPE1	UBA1	4.61532395270004e-06	0.00308495889383531	0.00280143108354708
FRE2	UBA1	5.32039884906129e-06	0.00344688391748432	0.0031300928408204
NBR044W	UMP1	6.3156400810872005e-06	0.00394365679755419	0.0035812090584374204
YLR235C	WTM2	6.7521923069484e-06	0.00414534686290466	0.00376436249346195
MLF3	MKT1	6.9151933248750505e-06	0.00422721164410662	0.00383870336820269
SMY2	UMP1	6.994214507209711e-06	0.0042637624696228605	0.0038718949348505102
RRI2	UFO1	7.78144337928594e-06	0.00461857400435101	0.00419409697915481
YBR162W	UMP1	1.0002499090097099e-05	0.0056383609895400795	0.00512015889998438
MLF3	CTK3	1.19336733268041e-05	0.00646052859601132	0.00586676394981397
RRP12	RMI1	1.19456377468173e-05	0.006465836435192079	0.00587158396401159
RQC2	RMI1	1.19456377468173e-05	0.006465836435192079	0.00587158396401159
JAC1	ALK1	1.2743082110337899e-05	0.00678038764629999	0.0061572258705945605
NLR121W	WTM2	1.43869226084389e-05	0.00741516928074912	0.00673366693940885
VEL1	YIM1	1.44503216832638e-05	0.0074433603260734595	0.00675926704409975
SPI1	RMI1	1.50677367936573e-05	0.0076925595342188	0.0069855632223368895
YKL225W	UBA1	1.5104014272163598e-05	0.007705285908918059	0.00699711996033255
YLR236C	WTM2	1.5372809561708802e-05	0.00780478821122322	0.007087477353139029
COS12	YIM1	1.54520515688646e-05	0.00783265946212456	0.00711278705459678
REX4	YNK1	1.5699808250639902e-05	0.00792403152042144	0.00719576142576002
MCM7	UMP1	1.62591955056328e-05	0.00814048480570263	0.00739232124467185
SMA1	UMP1	1.76606175987488e-05	0.00864760294332477	0.00785283192330816
ATE1	ALK1	1.9539398574090803e-05	0.00932025255902211	0.0084636606593137
UFO1	WTM2	1.95988278830362e-05	0.00933999201842975	0.008481585933866779
NKL037W	UBA1	2.0842907883108103e-05	0.00977568628253218	0.00887723705804183
PRP18	ALK1	2.2780648042017498e-05	0.0104483238790772	0.009488054879533421
RPN14	ALK1	2.28820396136755e-05	0.0104726008177709	0.00951010060948004
YJR008W	CTK2	2.2974385544752103e-05	0.0105030396363111	0.00953774190239167
CUL3	ALK1	2.31813935997e-05	0.0105774838618367	0.009605344218842241
gOL02	YNK1	2.38021323523399e-05	0.0107760830717133	0.00978569086813727
YGL242C	YIM1	2.53341142731869e-05	0.0113097844674051	0.0102703416303278
YML089C	WTM2	2.61207037155943e-05	0.0115660702603497	0.0105030730900764
SLI15	UMP1	2.70128190970548e-05	0.0118419811835543	0.0107536260028234
NNL045W	MIG3	2.7672135461583803e-05	0.0120428340999818	0.0109360192283622
gGL01	YIM1	2.8454489832920897e-05	0.0123019374502547	0.0111713092935737
NBR034W	PSY2	2.92677772815245e-05	0.0125673375499482	0.0114123173959325
NBR035W	PSY2	2.92677772815245e-05	0.0125673375499482	0.0114123173959325
ARG8	UFO1	2.9305420801197803e-05	0.0125807944553791	0.0114245375241286
EFM5	ALK1	3.33042079659221e-05	0.0137844815915265	0.0125175979745637
SWC4	ALK1	4.1237418314064294e-05	0.016072297102021998	0.0145951483423597
SUN4	AOS1	4.21442387989651e-05	0.0163154123956725	0.01481591975746
YLR232W	WTM2	4.3376617350255605e-05	0.0166546598930483	0.015123988200791002
NBR034W	UMP1	4.43525497116016e-05	0.0168994160116936	0.0153462496383847
NBR035W	UMP1	4.43525497116016e-05	0.0168994160116936	0.0153462496383847
RPB5	MCD1	4.60990435656039e-05	0.0173811509868742	0.0157837100324922
SLI15	PSY2	4.8670703153201795e-05	0.0180921296705042	0.0164293451455048
NBL002C	IRC21	4.97108634894918e-05	0.0183772329538519	0.0166882455806411
NBR031C	PSY2	4.99805482362515e-05	0.0184460401613189	0.0167507289576985
NBR056W	DEF1	5.30406394268105e-05	0.0192190981616818	0.017452737894002
ADH4	YIM1	5.45175545652697e-05	0.0196081329331462	0.0178060178367393
SUV3	UMP1	5.46921792312424e-05	0.0196520501682093	0.0178458987919297
SEC72	WTM2	5.7055240848597605e-05	0.0202712694693378	0.0184082078071909
NBR031C	MCD1	6.0091324246247105e-05	0.021058720375881	0.0191232868478762
GYL1	YIM1	6.639835113925141e-05	0.0225955556673198	0.0205188769688118
NGL043C	YIM1	6.70698462830985e-05	0.0227800188231969	0.0206863867595178
MNT2	YIM1	6.70698462830985e-05	0.0227800188231969	0.0206863867595178
YNL010W	BLM10	6.754131506793951e-05	0.0228806838737599	0.020777800036445998
RPB5	PSY2	6.81433272970879e-05	0.0230363962468073	0.0209192014284773
FZF1	YIM1	7.041612115218729e-05	0.0235810157358106	0.0214137668401099
YPR027C	PSY2	7.282179098744309e-05	0.0241565971189538	0.0219364485462003
RPB5	UMP1	7.28485975161813e-05	0.0241618227948346	0.0219411939484403
NER037W	YNK1	7.457876288575601e-05	0.0245696129119221	0.022311505498411
MAK5	PSY2	7.47151830378197e-05	0.0246010187457355	0.0223400249315954
NNL012W	BLM10	7.659208273436609e-05	0.0250427248907885	0.0227411354057149
YNL040W	BLM10	7.84160250169621e-05	0.0254752835988915	0.0231339391519042
NBR034W	MCD1	7.84718267743131e-05	0.0254845326161984	0.0231423381242949
NBR035W	MCD1	7.84718267743131e-05	0.0254845326161984	0.0231423381242949
SAK1	YNK1	7.881800053420959e-05	0.0255680494649066	0.0232181792307806
FTH1	UMP1	8.5206541216961e-05	0.0269711718369088	0.0244923455202576
IRA2	YNK1	8.95787731262697e-05	0.0279414786786698	0.0253734748450339
HAT1	RMI1	9.09518899441387e-05	0.0282125072151074	0.0256195940941499
YJL007C	CTK2	9.110795046844109e-05	0.0282492069610135	0.0256529208944341
YGR012W	ALK1	9.744398872890171e-05	0.0296186141355463	0.0268964706326282
ATH1	PSY2	9.76941045288088e-05	0.029658500465124003	0.0269326911487948
PRE3	CTK2	9.8187801160499e-05	0.0297555706045007	0.0270208399102832
RRP12	PSY2	9.84408719902525e-05	0.0298020929253512	0.0270630865269139
RQC2	PSY2	9.84408719902525e-05	0.0298020929253512	0.0270630865269139
DIG1	RMI1	9.93941414040177e-05	0.0299966438322837	0.0272397569386662
NBR031C	UMP1	0.000100563041627451	0.0302396601790478	0.0274604385007432
SAK1	WTM2	0.00010470769367570401	0.0310970630978866	0.0282390405082964
POL31	CTK2	0.00010567070192063	0.0312976764664948	0.0284212162020203
NJR006C	CTK2	0.00010567070192063	0.0312976764664948	0.0284212162020203
YBR226C	DEF1	0.000106508492989767	0.0314493535751226	0.0285589531967081
YGR017W	ALK1	0.000108989717005504	0.0319419160543034	0.029006245976693996
SAM50	BLM10	0.00011230791178709799	0.0326528872389637	0.029651874279941003
YAP3	TOS4	0.000115771999039777	0.0333157388134472	0.030253805478521
STE20	TOS4	0.000115771999039777	0.0333157388134472	0.030253805478521
RTC2	MCD1	0.000121007927147332	0.0343493961156139	0.0311924629438806
YBR139W	PSY2	0.000121673308929523	0.0344797605903311	0.0313108460744929
RPM2	WTM2	0.000121819773535282	0.0345019081741873	0.0313309581511772
ALO1	WTM2	0.000121819773535282	0.0345019081741873	0.0313309581511772
MLF3	TOS4	0.000126208420525925	0.0353733765810428	0.0321223329368097
ECM23	UMP1	0.000128162026476406	0.03575047339969999	0.0324647721023377
NNL005C	BLM10	0.000128399556464583	0.0357847985918608	0.0324959425858277
gNL07	AOS1	0.000128803594202683	0.0358657746649603	0.0325694764305275
YBR162W	DEF1	0.000128960517195469	0.0358893468680747	0.0325908821946836
CSH1	DEF1	0.000131052100634265	0.0362707952968772	0.0329372730290486
YHL008C	TOS4	0.000131402996353393	0.0363410319192877	0.0330010544485084
SLI15	MCD1	0.000131544828512442	0.0363711941706003	0.0330284445925217
TFC8	RMI1	0.000134642794570361	0.0369468949304387	0.0335512347038116
gBR08	PSY2	0.000135474698922412	0.0370952650707236	0.0336859686620808
UBP5	RMI1	0.000135488769930386	0.0370970293889361	0.033687570827961
SIS1	BLM10	0.00013567921319578602	0.0371240984944776	0.0337121521064407
NBR051C	DEF1	0.000138621578969901	0.0376931766574553	0.034228928280645
SPC72	UFO1	0.000140158886026057	0.0379990142530546	0.034506657409723994
YNL035C	BLM10	0.00014070782199168702	0.0381026441708902	0.0346007630633162
NNL004W	BLM10	0.00014070782199168702	0.0381026441708902	0.0346007630633162
RCY1	CTK1	0.00014664035524520502	0.0392146164612976	0.035610537859543
NMR070C	SLX5	0.000147057553798884	0.0392755576891847	0.0356658781917639
HAS1	SLX5	0.000147057553798884	0.0392755576891847	0.0356658781917639
YPR015C	IRC21	0.00014816821465826998	0.039466305037886	0.0358390946170537
NGL041C	YIM1	0.00014998917273508102	0.0398082092099742	0.0361495755693919
TRM44	UMP1	0.000156293853031109	0.0409797841882377	0.0372134751783533
ECM1	UFO1	0.000159690910571763	0.0416010485777646	0.0377776413250724
RRN6	IRC21	0.000159929452129127	0.0416342852806757	0.0378078233585625
gBL04	IRC21	0.00016579092604908	0.0425712572822236	0.0386586815320036
gPL11	RMI1	0.000168251925740339	0.042963466294333	0.0390148439820013
RPB5	DEF1	0.00017082486139045	0.0433764373958203	0.0393898603501693
gNL06	MIG3	0.000176711661304118	0.0443278984878444	0.0402538759723249
NER037W	WTM2	0.000180658544375212	0.0450236843768141	0.0408857146074355
KTR5	BLM10	0.00018429865625398302	0.0455873965081471	0.0413976179232444
PHO90	CKA2	0.00018544159840211	0.0457755482693419	0.0415684773124211
NER037W	CTK3	0.000194046049073695	0.0471963876459745	0.0428587322984373
gPL11	PSY2	0.00019877680265564	0.0479990865597291	0.0435876579551827
MLF3	UBA1	0.000199790953069993	0.0481638749573876	0.0437373012260641
NBL014C	SLX5	0.000201389897125648	0.0484153128234797	0.0439656303150055
gBR07	PSY2	0.000203690659867231	0.048800052654997	0.0443150100507438
NNL035W	AOS1	0.000205169032918058	0.0490339082776594	0.0445273728189147
YBR226C	PSY2	0.000206700752020415	0.0492670035880314	0.0447390451524457
MBB1	CKA2	0.000209094702224549	0.0496136432261133	0.0450538263506175
YGL235W	YIM1	0.000214014131170998	0.0504102786423242	0.0457772457847264
SAK1	CKA1	0.000216204374197531	0.0507153818379189	0.0460543080099434
gER03	CTK3	0.000217639403511766	0.0509723875057669	0.0462876931834042
NNL035W	CTK3	0.000217713663346879	0.0509798664914505	0.0462944848016034
YBR225W	DEF1	0.000217882657045384	0.0510094628283468	0.0463213610424201
HER2	SLX5	0.000224337626528802	0.0519940748061058	0.0472154807680471
BBC1	CTK2	0.00022588044844836002	0.05222980478560201	0.047429545627453995
YJL018W	CTK2	0.00022588044844836002	0.05222980478560201	0.047429545627453995
MBB1	CTK1	0.000227175138903019	0.0524385683324343	0.0476191224449526
PHO90	CTK1	0.00022872830036612998	0.0526724139551541	0.047831476132240994
NDL024W	MIG3	0.000231967825697977	0.0531776959471654	0.0482903194190041
YAP3	PDS1	0.00023213640216290498	0.0531988320363438	0.048309512963958
STE20	PDS1	0.00023213640216290498	0.0531988320363438	0.048309512963958
SUN4	MKT1	0.000235019857700386	0.0536810824802256	0.0487474414518364
ARK1	BLM10	0.000239643178813292	0.05439503915974	0.0493957808635202
YBR137W	PSY2	0.00024071561576442403	0.0545400422566952	0.0495274572316666
gMR11	SLX5	0.00024234941476378998	0.0547792163872168	0.0497446497021926
