module_name	common_pQTLs	overlap_ratio	old_pQTLs	predicted_pQTLs	delta
sterol biosynthetic process	313	83.91420911528151	373	506	193
maturation of 5.8S rRNA	78	83.87096774193549	93	79	1
DNA integrity checkpoint	67	83.75	80	156	89
secondary alcohol biosynthetic process	313	83.68983957219251	374	497	184
respiratory electron transport chain	136	82.92682926829268	164	151	15
mitochondrial transmembrane transport	71	82.55813953488372	86	73	2
mitotic spindle checkpoint	41	82.0	50	51	10
response to temperature stimulus	59	80.82191780821918	73	108	49
regulation of protein kinase activity	145	80.11049723756906	181	161	16
regulation of protein serine|threonine kinase activity	28	80.0	35	28	0
regulation of protein dephosphorylation	4	80.0	5	14	10
ATPase regulator activity	32	78.04878048780488	41	33	1
protein transmembrane import into intracellular organelle	33	76.74418604651163	43	36	3
regulation of cellular protein metabolic process	45	76.27118644067797	59	89	44
posttranscriptional regulation of gene expression	45	76.27118644067797	59	89	44
regulation of cellular amide metabolic process	50	75.75757575757575	66	110	60
snoRNA binding	55	75.34246575342466	73	71	16
tRNA catabolic process	3	75.0	4	29	26
nuclear polyadenylation-dependent ncRNA catabolic process	3	75.0	4	28	25
nuclear RNA surveillance	3	75.0	4	28	25
nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'	3	75.0	4	59	56
snRNA 3'-end processing	3	75.0	4	28	25
nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	3	75.0	4	59	56
nuclear-transcribed mRNA catabolic process, exonucleolytic	3	75.0	4	62	59
exonucleolytic nuclear-transcribed mRNA catabolic process involved in deadenylation-dependent decay	3	75.0	4	59	56
polyadenylation-dependent mRNA catabolic process	3	75.0	4	28	25
endosomal transport	20	74.07407407407408	27	51	31
protein kinase regulator activity	69	73.40425531914893	94	74	5
RNA polymerase II transcription factor binding	41	73.21428571428571	56	44	3
activating transcription factor binding	41	73.21428571428571	56	44	3
respiratory chain complex III	76	73.07692307692308	104	81	5
cellular chemical homeostasis	39	72.22222222222223	54	50	11
ATP-dependent helicase activity	65	72.22222222222223	90	99	34
translational elongation	109	71.71052631578948	152	110	1
aerobic electron transport chain	60	71.42857142857143	84	60	0
GTPase regulator activity	89	71.2	125	101	12
intracellular protein transmembrane transport	114	70.80745341614907	161	124	10
signal sequence binding	29	70.73170731707317	41	29	0
intrinsic component of plasma membrane	58	70.73170731707317	82	138	80
chaperone complex	84	70.58823529411765	119	97	13
enzyme activator activity	95	70.37037037037037	135	104	9
regulation of molecular function	79	69.29824561403508	114	87	8
cellular transition metal ion homeostasis	56	69.1358024691358	81	62	6
positive regulation of transcription from RNA polymerase II promoter in response to stress	57	68.67469879518072	83	76	19
cytoplasmic vesicle part	24	68.57142857142857	35	71	47
response to heat	146	68.54460093896714	213	165	19
protein-containing complex subunit organization	21	67.74193548387096	31	21	0
nucleus organization	21	67.74193548387096	31	21	0
protein folding	151	67.41071428571429	224	206	55
ribonucleoprotein complex biogenesis	320	66.11570247933884	484	477	157
organelle envelope lumen	338	65.75875486381322	514	454	116
cell aging	123	65.42553191489361	188	231	108
organelle localization by membrane tethering	35	64.81481481481481	54	37	2
cellular response to chemical stimulus	239	64.24731182795699	372	365	126
regulation of macromolecule metabolic process	34	64.15094339622641	53	36	2
response to oxidative stress	239	63.733333333333334	375	365	126
protein serine|threonine kinase activity	26	63.41463414634146	41	33	7
cofactor binding	104	63.41463414634146	164	104	0
signal transduction	101	62.732919254658384	161	136	35
inner mitochondrial membrane protein complex	102	61.81818181818182	165	103	1
RNA 3'-end processing	124	61.386138613861384	202	180	56
proton-exporting ATPase activity	19	61.29032258064516	31	23	4
regulation of GTPase activity	94	61.03896103896104	154	110	16
protein targeting	142	60.94420600858369	233	151	9
positive regulation of protein phosphorylation	73	60.833333333333336	120	81	8
mRNA processing	125	60.09615384615385	208	179	54
protein processing	28	59.57446808510638	47	29	1
heterocyclic compound binding	66	59.45945945945946	111	96	30
organic cyclic compound binding	66	59.45945945945946	111	96	30
molecular adaptor activity	42	59.15492957746479	71	109	67
proteasomal protein catabolic process	106	58.24175824175824	182	112	6
cellular response to heat	36	58.064516129032256	62	54	18
intracellular pH reduction	11	57.89473684210526	19	15	4
maturation of LSU-rRNA	107	57.83783783783784	185	112	5
cell growth	67	57.758620689655174	116	95	28
growth of unicellular organism as a thread of attached cells	67	57.758620689655174	116	99	32
cellular response to DNA damage stimulus	165	57.69230769230769	286	260	95
regulation of cellular component organization	47	57.31707317073171	82	70	23
regulation of phosphatase activity	4	57.142857142857146	7	15	11
regulation of autophagy	33	56.89655172413793	58	34	1
lipid biosynthetic process	130	56.277056277056275	231	139	9
electron transfer activity	72	56.25	128	74	2
rRNA transcription	41	56.16438356164384	73	78	37
positive regulation of hydrolase activity	88	56.05095541401274	157	88	0
regulation of transcription by RNA polymerase I	26	55.319148936170215	47	33	7
positive regulation of translation	84	55.26315789473684	152	99	15
energy coupled proton transport, down electrochemical gradient	6	54.54545454545455	11	6	0
ubiquitin-dependent protein catabolic process	104	54.45026178010471	191	110	6
intrinsic component of mitochondrial outer membrane	34	53.96825396825397	63	50	16
regulation of catalytic activity	39	52.7027027027027	74	41	2
ribonucleoprotein complex	277	52.661596958174904	526	283	6
membrane organization	98	52.406417112299465	187	103	5
cellular biosynthetic process	133	52.36220472440945	254	141	8
translation factor activity, RNA binding	210	52.23880597014925	402	235	25
transferase complex	192	52.03252032520325	369	266	74
small nucleolar ribonucleoprotein complex	46	51.68539325842696	89	59	13
hexose metabolic process	80	50.63291139240506	158	222	142
cytoplasmic ribonucleoprotein granule	401	50.56746532156368	793	540	139
mitotic actomyosin contractile ring	52	50.48543689320388	103	79	27
cell cortex part	120	49.586776859504134	242	124	4
maturation of SSU-rRNA	255	49.13294797687861	519	313	58
small nucleolar ribonucleoprotein complex assembly	27	49.09090909090909	55	27	0
cellular metabolic process	367	48.93333333333333	750	478	111
rRNA metabolic process	200	48.899755501222494	409	219	19
ncRNA processing	196	48.756218905472636	402	225	29
establishment of organelle localization	75	47.77070063694268	157	83	8
plasma membrane protein complex	31	47.69230769230769	65	86	55
regulation of cellular macromolecule biosynthetic process	93	47.20812182741117	197	132	39
integral component of mitochondrial membrane	34	46.57534246575342	73	49	15
molecular function regulator	83	46.36871508379888	179	94	11
rRNA-containing ribonucleoprotein complex export from nucleus	65	46.09929078014184	141	65	0
ribosome localization	65	46.09929078014184	141	65	0
chromatin	76	45.50898203592814	167	84	8
ribonucleoprotein complex binding	97	45.32710280373832	214	101	4
chromatin silencing	123	45.220588235294116	272	168	45
phospholipid binding	42	45.16129032258065	93	44	2
cytosolic transport	32	45.070422535211264	71	57	25
intracellular protein transport	100	45.04504504504504	222	100	0
DNA-templated transcription, elongation	59	45.038167938931295	131	106	47
RNA transport	48	44.85981308411215	107	49	1
organelle assembly	63	44.36619718309859	142	109	46
organelle outer membrane	35	44.30379746835443	79	50	15
cell development	65	44.21768707482993	147	86	21
sexual sporulation resulting in formation of a cellular spore	65	44.21768707482993	147	86	21
cell cycle	45	44.11764705882353	102	52	7
microtubule cytoskeleton organization involved in mitosis	7	43.75	16	8	1
ion homeostasis	6	42.857142857142854	14	6	0
protein dimerization activity	155	42.00542005420054	369	214	59
intracellular signal transduction	70	41.666666666666664	168	97	27
endosomal part	74	40.88397790055249	181	184	110
regulation of cellular process	125	40.849673202614376	306	129	4
chromatin organization	126	40.645161290322584	310	184	58
vacuolar part	34	40.476190476190474	84	67	33
tRNA modification	21	40.38461538461539	52	49	28
nucleosome organization	62	39.743589743589745	156	86	24
nucleolar part	69	39.6551724137931	174	99	30
pre-replicative complex assembly involved in cell cycle DNA replication	23	39.6551724137931	58	41	18
negative regulation of transcription by RNA polymerase II	80	39.40886699507389	203	162	82
transporter activity	41	38.679245283018865	106	44	3
preribosome	259	38.656716417910445	670	340	81
glycosylation	25	38.46153846153846	65	42	17
sequence-specific double-stranded DNA binding	99	38.372093023255815	258	249	150
regulation of gene expression	67	38.285714285714285	175	75	8
spindle pole body organization	25	37.878787878787875	66	25	0
reproductive process	64	37.8698224852071	169	90	26
reproductive process in single-celled organism	66	37.5	176	86	20
regulation of biological quality	111	37.37373737373738	297	117	6
lytic vacuole membrane	145	37.17948717948718	390	201	56
regulation of mitotic nuclear division	7	36.8421052631579	19	7	0
phosphate-containing compound metabolic process	130	36.72316384180791	354	148	18
nucleoplasm part	29	36.70886075949367	79	30	1
Ras GTPase binding	33	36.666666666666664	90	33	0
organic substance transport	35	36.458333333333336	96	37	2
protein maturation	35	36.08247422680412	97	36	1
cytoskeletal part	96	35.95505617977528	267	109	13
phosphotransferase activity, alcohol group as acceptor	58	35.58282208588957	163	60	2
protein glycosylation	77	35.483870967741936	217	157	80
nuclear-transcribed mRNA catabolic process	18	35.294117647058826	51	56	38
carboxylic acid transport	19	35.18518518518518	54	20	1
negative regulation of transcription, DNA-templated	146	35.09615384615385	416	235	89
regulation of localization	40	35.08771929824562	114	96	56
disulfide oxidoreductase activity	47	34.55882352941177	136	51	4
regulation of nucleic acid-templated transcription	48	34.53237410071942	139	58	10
organelle membrane	52	34.21052631578947	152	53	1
coenzyme biosynthetic process	26	34.21052631578947	76	65	39
DNA conformation change	16	34.04255319148936	47	33	17
cellular component assembly	85	34.0	250	91	6
RNA methylation	78	33.91304347826087	230	88	10
cellular homeostasis	81	33.89121338912134	239	84	3
rRNA modification	72	33.80281690140845	213	75	3
protein ubiquitination	78	33.76623376623377	231	91	13
phosphorylation	92	33.45454545454545	275	93	1
rRNA 3'-end processing	38	33.333333333333336	114	75	37
ribosome	38	33.333333333333336	114	38	0
nuclear transport	22	33.333333333333336	66	23	1
lipid transporter activity	1	33.333333333333336	3	52	51
establishment of protein localization to vacuole	31	32.63157894736842	95	35	4
whole membrane	89	32.6007326007326	273	165	76
DNA packaging	25	32.467532467532465	77	45	20
primary metabolic process	134	32.28915662650602	415	171	37
response to osmotic stress	37	31.896551724137932	116	42	5
organonitrogen compound metabolic process	60	31.57894736842105	190	74	14
protein-containing complex binding	112	31.28491620111732	358	146	34
protein import	54	31.213872832369944	173	54	0
import into nucleus	54	31.213872832369944	173	54	0
protein localization to nucleus	54	31.213872832369944	173	54	0
rRNA processing	31	31.0	100	40	9
anion binding	254	30.71342200725514	827	452	198
cellular component organization	13	30.232558139534884	43	49	36
transcription coregulator activity	29	30.208333333333332	96	87	58
regulation of cell wall organization or biogenesis	14	29.78723404255319	47	38	24
small ribosomal subunit	239	29.68944099378882	805	250	11
peptidyl-serine modification	54	29.67032967032967	182	54	0
tRNA-specific ribonuclease activity	13	29.545454545454547	44	13	0
ribonuclease activity	13	29.545454545454547	44	13	0
endoribonuclease activity, producing 5'-phosphomonoesters	13	29.545454545454547	44	13	0
RNA phosphodiester bond hydrolysis	13	29.545454545454547	44	13	0
multimeric ribonuclease P complex	13	29.545454545454547	44	13	0
catalytic activity, acting on a protein	44	29.333333333333332	150	47	3
cellular response to starvation	27	29.032258064516128	93	27	0
tRNA wobble base modification	9	29.032258064516128	31	9	0
phosphatidylinositol phosphate binding	20	28.985507246376812	69	33	13
septin ring organization	12	28.571428571428573	42	49	37
regulation of vacuole organization	20	28.571428571428573	70	44	24
telomere maintenance	18	28.125	64	20	2
membrane protein complex	45	27.10843373493976	166	45	0
cell wall organization	135	27.0	500	155	20
NADP metabolic process	51	26.984126984126984	189	52	1
establishment of protein localization to organelle	58	26.363636363636363	220	58	0
catalytic complex	86	26.13981762917933	329	104	18
sister chromatid segregation	32	26.016260162601625	123	47	15
kinase activity	34	25.56390977443609	133	34	0
mannosyltransferase activity	24	25.53191489361702	94	40	16
organelle organization	105	25.485436893203882	412	120	15
protein phosphorylation	55	25.34562211981567	217	55	0
mitotic cell cycle process	112	25.28216704288939	443	177	65
transition metal ion binding	167	25.188536953242835	663	257	90
actin cytoskeleton organization	12	25.0	48	37	25
tRNA metabolic process	13	25.0	52	13	0
integral component of organelle membrane	28	24.778761061946902	113	32	4
ATPase activity, coupled	33	24.62686567164179	134	35	2
negative regulation of chromatin silencing	11	24.444444444444443	45	11	0
fungal-type cell wall organization or biogenesis	135	24.36823104693141	554	157	22
meiotic cell cycle process	83	24.269005847953217	342	93	10
microbody	33	24.264705882352942	136	124	91
Golgi apparatus part	106	24.03628117913832	441	114	8
RNA metabolic process	36	23.68421052631579	152	39	3
cell tip	27	23.47826086956522	115	44	17
regulation of pseudohyphal growth	11	23.404255319148938	47	11	0
cytoplasmic vesicle	55	22.727272727272727	242	61	6
telomere localization	10	22.727272727272727	44	15	5
phospholipid metabolic process	19	22.61904761904762	84	20	1
chromosome condensation	16	22.535211267605632	71	21	5
cellular protein-containing complex assembly	58	22.22222222222222	261	68	10
establishment of cell polarity	6	22.22222222222222	27	7	1
import into cell	50	21.92982456140351	228	51	1
metabolic process	319	21.73024523160763	1468	539	220
plasma membrane bounded cell projection part	25	21.551724137931036	116	39	14
cellular respiration	37	21.022727272727273	176	43	6
endopeptidase activity	34	20.987654320987655	162	36	2
cytoskeleton organization	14	20.58823529411765	68	30	16
nucleoid	60	20.477815699658702	293	66	6
oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	115	20.426287744227352	563	186	71
chromosome, telomeric region	10	20.0	50	16	6
Golgi vesicle transport	44	20.0	220	46	2
protein targeting to membrane	12	20.0	60	12	0
protein targeting to ER	12	20.0	60	12	0
ncRNA export from nucleus	49	19.838056680161944	247	51	2
vesicle-mediated transport	88	19.686800894854585	447	92	4
nucleotide binding	94	19.542619542619544	481	119	25
alpha-amino acid biosynthetic process	160	19.441069258809236	823	210	50
large ribosomal subunit	138	19.43661971830986	710	176	38
peroxisomal part	12	19.35483870967742	62	34	22
microbody membrane	12	19.35483870967742	62	35	23
cation-transporting ATPase activity	6	19.35483870967742	31	6	0
cellular protein metabolic process	124	19.25465838509317	644	152	28
cellular_component	153	19.245283018867923	795	159	6
peptide biosynthetic process	119	19.131832797427652	622	147	28
organelle envelope	37	18.781725888324875	197	48	11
guanyl ribonucleotide binding	43	18.614718614718615	231	55	12
purine ribonucleoside binding	43	18.614718614718615	231	55	12
hydrolase activity	5	18.51851851851852	27	5	0
Ras guanyl-nucleotide exchange factor activity	7	18.42105263157895	38	7	0
organelle inner membrane	59	18.04281345565749	327	61	2
regulation of protein phosphorylation	7	17.94871794871795	39	7	0
regulation of chromatin silencing at silent mating-type cassette	14	17.72151898734177	79	16	2
vesicle coat	15	17.647058823529413	85	15	0
cell wall	88	17.635270541082164	499	98	10
vacuolar transport	23	17.557251908396946	131	26	3
RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	7	17.5	40	10	3
actin filament-based process	14	17.28395061728395	81	28	14
coenzyme binding	184	16.742493175614193	1099	295	111
nucleotide biosynthetic process	27	16.666666666666668	162	27	0
microtubule organizing center	11	16.417910447761194	67	28	17
regulation of mitotic cell cycle phase transition	6	16.216216216216218	37	6	0
protein kinase activity	28	15.909090909090908	176	28	0
chromosome organization involved in meiotic cell cycle	21	15.789473684210526	133	24	3
metal ion binding	52	15.072463768115941	345	57	5
chromosomal part	23	14.375	160	87	64
macromolecule transmembrane transporter activity	1	14.285714285714286	7	1	0
protein transporter activity	1	14.285714285714286	7	1	0
peptide transmembrane transporter activity	1	14.285714285714286	7	1	0
regulation of TORC1 signaling	1	14.285714285714286	7	1	0
protein metabolic process	31	13.716814159292035	226	35	4
synaptonemal complex organization	12	13.48314606741573	89	17	5
regulation of vesicle-mediated transport	14	13.333333333333334	105	14	0
condensed chromosome kinetochore	9	12.857142857142858	70	24	15
cellular developmental process	9	12.67605633802817	71	13	4
rRNA binding	23	12.637362637362637	182	23	0
ubiquitin-like protein ligase activity	19	12.582781456953642	151	20	1
ubiquitin-protein transferase activity	19	12.582781456953642	151	20	1
chromosome organization	17	12.142857142857142	140	26	9
microtubule organizing center part	4	12.121212121212121	33	4	0
establishment of sister chromatid cohesion	4	12.121212121212121	33	4	0
endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	33	12.043795620437956	274	34	1
membrane microdomain	8	11.940298507462687	67	8	0
organonitrogen compound biosynthetic process	16	11.940298507462687	134	18	2
chromatin binding	10	11.904761904761905	84	32	22
exonucleolytic trimming involved in rRNA processing	5	11.904761904761905	42	29	24
intracellular organelle lumen	57	11.75257731958763	485	144	87
growth	14	11.475409836065573	122	48	34
outer mitochondrial membrane protein complex	4	11.428571428571429	35	4	0
response to chemical	11	10.891089108910892	101	160	149
mRNA metabolic process	3	10.0	30	25	22
post-Golgi vesicle-mediated transport	13	9.090909090909092	143	16	3
DNA repair	21	8.898305084745763	236	21	0
tRNA processing	1	8.333333333333334	12	14	13
proximal promoter sequence-specific DNA binding	6	8.0	75	6	0
transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding	6	8.0	75	6	0
peroxisome organization	5	7.6923076923076925	65	5	0
ATP biosynthetic process	16	7.619047619047619	210	21	5
Hrd1p ubiquitin ligase complex	2	7.142857142857143	28	2	0
DNA-templated transcription, termination	9	6.976744186046512	129	34	25
citrate metabolic process	12	6.779661016949152	177	16	4
transferase activity, transferring acyl groups other than amino-acyl groups	6	6.741573033707865	89	8	2
intrinsic component of endoplasmic reticulum membrane	7	6.666666666666667	105	7	0
iron-sulfur cluster binding	13	6.5	200	13	0
transcription factor activity, RNA polymerase II proximal promoter sequence-specific DNA binding	6	6.451612903225806	93	6	0
amide biosynthetic process	12	6.382978723404255	188	14	2
RNA polymerase II regulatory region sequence-specific DNA binding	6	6.315789473684211	95	6	0
GTPase binding	4	5.970149253731344	67	4	0
vesicle-mediated transport to the plasma membrane	4	5.882352941176471	68	4	0
chromatin remodeling	3	5.555555555555555	54	102	99
peptidyl-lysine modification	5	5.4945054945054945	91	5	0
lysosomal microautophagy	2	5.2631578947368425	38	2	0
rRNA catabolic process	2	5.2631578947368425	38	2	0
autophagy of nucleus	2	5.2631578947368425	38	2	0
nicotinamide nucleotide biosynthetic process	10	5.025125628140704	199	15	5
nucleotide catabolic process	10	5.025125628140704	199	15	5
pyruvate biosynthetic process	10	5.025125628140704	199	15	5
ATP generation from ADP	10	5.025125628140704	199	15	5
regulation of transcription elongation from RNA polymerase II promoter	4	4.878048780487805	82	4	0
regulation of transcription, DNA-templated	6	4.615384615384615	130	52	46
carbohydrate catabolic process	10	4.444444444444445	225	15	5
regulation of cell morphogenesis	6	4.444444444444445	135	6	0
drug transmembrane transporter activity	3	4.166666666666667	72	108	105
chromosomal region	6	4.137931034482759	145	25	19
organelle membrane fusion	3	4.0	75	3	0
cellular response to organonitrogen compound	1	4.0	25	1	0
molecular_function	6	3.896103896103896	154	6	0
endocytic patch	6	3.6363636363636362	165	6	0
protein quality control for misfolded or incompletely synthesized proteins	2	3.4482758620689653	58	2	0
cellular bud site selection	1	3.225806451612903	31	1	0
cell budding	1	3.225806451612903	31	1	0
integral component of membrane	4	3.0303030303030303	132	4	0
telomere organization	1	2.7777777777777777	36	5	4
developmental process involved in reproduction	4	2.7777777777777777	144	4	0
anatomical structure homeostasis	1	2.7777777777777777	36	5	4
mitochondrion organization	4	2.4691358024691357	162	4	0
homologous recombination	1	2.380952380952381	42	1	0
DNA-dependent ATPase activity	2	2.1052631578947367	95	24	22
sister chromatid cohesion	2	2.0	100	2	0
protein transport	6	1.948051948051948	308	6	0
P-P-bond-hydrolysis-driven transmembrane transporter activity	1	1.9230769230769231	52	1	0
glucose metabolic process	3	1.8987341772151898	158	8	5
drug transport	1	1.8867924528301887	53	107	106
regulation of translation	1	1.492537313432836	67	1	0
ubiquitin-like protein binding	2	1.4814814814814814	135	2	0
ERAD pathway	2	1.3333333333333333	150	2	0
catalytic activity, acting on DNA	2	1.3245033112582782	151	26	24
proteasome-mediated ubiquitin-dependent protein catabolic process	2	1.1560693641618498	173	2	0
autophagy	2	0.847457627118644	236	2	0
glutamine family amino acid metabolic process	2	0.8438818565400844	237	2	0
double-strand break repair via homologous recombination	1	0.7194244604316546	139	1	0
positive regulation of transcription by RNA polymerase II	1	0.546448087431694	183	1	0
positive regulation of cell cycle process	0	0.0	59	0	0
secretion by cell	0	0.0	121	0	0
protein-DNA complex disassembly	0	0.0	28	0	0
cellular component assembly involved in morphogenesis	0	0.0	96	0	0
rRNA 5'-end processing	0	0.0	135	0	0
recombinational repair	0	0.0	37	0	0
organic anion transport	0	0.0	105	0	0
intrinsic component of mitochondrial inner membrane	0	0.0	10	0	0
maintenance of protein location in cell	0	0.0	41	0	0
autophagosome organization	0	0.0	28	0	0
spliceosomal complex	0	0.0	2	0	0
vacuole organization	0	0.0	5	0	0
proton transmembrane transporter activity	0	0.0	55	0	0
organelle transport along microtubule	0	0.0	20	0	0
organelle membrane contact site	0	0.0	79	0	0
H4|H2A histone acetyltransferase complex	0	0.0	1	0	0
carbon catabolite activation of transcription from RNA polymerase II promoter	0	0.0	23	0	0
ATP transport	0	0.0	58	0	0
endocytosis	0	0.0	97	0	0
regulation of ATPase activity	0	0.0	38	0	0
nuclear chromosome	0	0.0	8	0	0
lytic vacuole	0	0.0	106	0	0
dephosphorylation	0	0.0	1	0	0
transcription factor activity, transcription factor recruiting	0	0.0	47	0	0
nucleotide-excision repair complex	0	0.0	17	0	0
catalytic activity	0	0.0	160	0	0
respiratory chain complex IV	0	0.0	24	0	0
DNA-binding transcription factor activity	0	0.0	31	0	0
budding cell bud growth	0	0.0	2	0	0
mitotic cell cycle phase transition	0	0.0	46	0	0
transcription, DNA-templated	0	0.0	75	3	3
mRNA cleavage factor complex	0	0.0	23	0	0
lipid transport	0	0.0	64	0	0
mitotic DNA damage checkpoint	0	0.0	40	0	0
organophosphate biosynthetic process	0	0.0	82	0	0
DNA-templated transcriptional preinitiation complex assembly	0	0.0	32	0	0
spindle assembly checkpoint	0	0.0	1	0	0
negative regulation of cellular amide metabolic process	0	0.0	4	0	0
metallo-sulfur cluster assembly	0	0.0	23	0	0
regulation of protein complex assembly	0	0.0	70	0	0
DNA helicase complex	0	0.0	1	0	0
protein localization to membrane	0	0.0	45	0	0
DNA geometric change	0	0.0	39	0	0
iron ion homeostasis	0	0.0	23	0	0
endoplasmic reticulum organization	0	0.0	65	0	0
cell cycle G1|S phase transition	0	0.0	46	0	0
inorganic cation transmembrane transport	0	0.0	133	0	0
double-strand break repair	0	0.0	146	0	0
signal transduction involved in positive regulation of conjugation with cellular fusion	0	0.0	13	0	0
RNA processing	0	0.0	26	0	0
heterochromatin	0	0.0	35	0	0
vesicle organization	0	0.0	74	0	0
cytosolic proteasome complex	0	0.0	25	0	0
septin ring	0	0.0	27	0	0
SAGA-type complex	0	0.0	21	0	0
DNA recombination	0	0.0	74	0	0
endosome membrane	0	0.0	5	0	0
DNA strand elongation involved in DNA replication	0	0.0	39	0	0
energy coupled proton transmembrane transport, against electrochemical gradient	0	0.0	2	0	0
non-recombinational repair	0	0.0	137	0	0
negative regulation of cellular protein metabolic process	0	0.0	4	0	0
condensed chromosome	0	0.0	8	0	0
nitrogen compound transport	0	0.0	134	0	0
protein dephosphorylation	0	0.0	1	24	24
establishment or maintenance of cell polarity	0	0.0	96	0	0
peptidase activity, acting on L-amino acid peptides	0	0.0	121	0	0
negative regulation of cellular macromolecule biosynthetic process	0	0.0	4	0	0
exosome (RNase complex)	0	0.0	4	0	0
activation of protein kinase activity	0	0.0	15	0	0
transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery	0	0.0	47	0	0
microtubule	0	0.0	57	0	0
ESCRT complex	0	0.0	51	0	0
DNA polymerase complex	0	0.0	33	0	0
cytoskeletal protein binding	0	0.0	17	0	0
stress-activated MAPK cascade	0	0.0	20	0	0
regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	0	0.0	27	0	0
mRNA 3'-end processing	0	0.0	53	0	0
cell cycle G2|M phase transition	0	0.0	46	0	0
DNA replication	0	0.0	39	0	0
ubiquitin-like protein transferase activity	0	0.0	217	0	0
cell differentiation	0	0.0	54	0	0
protein-containing complex assembly	0	0.0	2	0	0
positive regulation of cellular biosynthetic process	0	0.0	42	0	0
cytoplasmic region	0	0.0	24	0	0
condensed chromosome, centromeric region	0	0.0	16	11	11
polymeric cytoskeletal fiber	0	0.0	26	0	0
sulfur compound metabolic process	0	0.0	110	0	0
spore wall assembly	0	0.0	20	5	5
protein localization to organelle	0	0.0	24	4	4
DNA secondary structure binding	0	0.0	64	0	0
membrane fusion	0	0.0	123	0	0
TRAPP complex	0	0.0	1	0	0
Rab GTPase binding	0	0.0	1	0	0
vacuole fusion	0	0.0	94	0	0
RNA modification	0	0.0	17	0	0
catalytic step 1 spliceosome	0	0.0	1	0	0
pre-replicative complex	0	0.0	30	0	0
Golgi subcompartment	0	0.0	80	0	0
microtubule associated complex	0	0.0	57	0	0
fungal-type cell wall assembly	0	0.0	20	5	5
ATPase activity, coupled to transmembrane movement of ions, rotational mechanism	0	0.0	30	0	0
peptidyl-threonine modification	0	0.0	50	0	0
mitochondrion disassembly	0	0.0	24	0	0
nuclear migration	0	0.0	20	0	0
