SNP	gene	p.value	FDR	q.value
NBR034W	YBR090C	8.43801955072281e-06	0.0060511059740445605	0.00576324039002551
NBR035W	YBR090C	8.43801955072281e-06	0.0060511059740445605	0.00576324039002551
YBR139W	YCF1	8.594851214257091e-06	0.00614493857375237	0.00585260914853953
RPB5	LEU5	8.74168011375811e-06	0.00623577466585389	0.0059391239504810395
YML108W	GOS1	9.32942024698381e-06	0.00655127888971689	0.00623961888380238
MCM5	ERG9	9.51368483310393e-06	0.00666089270828109	0.00634401811084681
gCL01	VTC3	9.63424871616871e-06	0.00672025701412858	0.00640055831467956
gCR02	GOS1	1.03061071704873e-05	0.0070639472683319705	0.00672789840146358
ATH1	YOP1	1.03374454995193e-05	0.00707273066363913	0.006736263949648129
gCL01	YND1	1.06910493249509e-05	0.007251716907353999	0.0069067353896561795
RPB5	YBR090C	1.0845246345757699e-05	0.007311740632663259	0.00696390364278972
CDA2	ERG2	1.0929476193172301e-05	0.00734968604387268	0.0070000439000313395
LEU2	YND1	1.1458550825190599e-05	0.00763005176706205	0.0072670719551992
NML013W	TCM62	1.14743588010693e-05	0.00763520301518649	0.0072719781461298
YCL022C	NEO1	1.18249948164319e-05	0.00781188760002848	0.00744025742268255
YCL023C	GOS1	1.19389094527934e-05	0.00786684310422825	0.0074925985621067705
RPB5	PMT3	1.19910477047711e-05	0.00788769783403409	0.00751246118253609
NGL3	TCB3	1.20545150202651e-05	0.00791819654285831	0.0075415089948357595
IRA1	YCF1	1.2252535767961599e-05	0.00801487425565839	0.0076335875176073795
ILV6	AVT5	1.287825240908e-05	0.00834054440078141	0.0079437647549999
NML013W	NEO1	1.2952968478933901e-05	0.008374598782740309	0.0079761990885589
BUD3	RBD2	1.30206857214515e-05	0.0084126303583769	0.00801242141117975
NBR031C	YBR090C	1.31595258854623e-05	0.00848326041807721	0.008079691430009521
YPR027C	YOP1	1.3161393743888198e-05	0.00848326041807721	0.008079691430009521
NCR015C	MNT2	1.3748710502496499e-05	0.00877511447821839	0.00835766129446297
VTA1	AVT5	1.38025584318885e-05	0.00880057545411828	0.008381911030842609
YBR144C	NFT1	1.3872808327758802e-05	0.00883345817187118	0.00841322943906418
CSH1	SNG1	1.4633198311735401e-05	0.00921834481178376	0.008779806100957079
MCP2	ERG9	1.47425109455124e-05	0.0092594568920733	0.00881896238125676
YCL022C	YNL095C	1.49702425119009e-05	0.00936827674080923	0.00892260540951661
ILV6	TGL3	1.5362413495941002e-05	0.00953484221340448	0.00908124696419474
PHO81	TCB2	1.55834941266755e-05	0.00963717631642058	0.009178712789171059
ILV6	PDR11	1.57092707632883e-05	0.00967944591787686	0.00921897152458705
NBR034W	PMT3	1.6064262887199e-05	0.00984767945395498	0.009379201788978591
NBR035W	PMT3	1.6064262887199e-05	0.00984767945395498	0.009379201788978591
RTC2	YHM2	1.62248165257196e-05	0.0099172327996272	0.00944544631564181
TYR1	YCF1	1.63570353197995e-05	0.00998831432473955	0.0095131463225941
SLI15	LEU5	1.6447731468710198e-05	0.010033980749357	0.00955664028616916
RTC2	BUD9	1.6800463200892198e-05	0.0102031019810406	0.009717716016362959
AGP1	YNL095C	1.70094239775314e-05	0.0102993803493113	0.00980941419237959
NGL3	TGL3	1.73581680566716e-05	0.0104670421227671	0.009969099894264321
NML011W	TCM62	1.7548621253609302e-05	0.0105625223909654	0.0100600379377379
URA5	TCM62	1.76143894976494e-05	0.0105987361523972	0.0100945289239235
NBR031C	NFT1	1.78413854274403e-05	0.0106843467028253	0.0101760667757072
AGP2	YCF1	1.82465183477612e-05	0.0108513897372836	0.0103351631734885
AGP1	YND1	1.8506695690006398e-05	0.0109544640881009	0.0104333340309075
RPB5	BUD9	1.8565435280675198e-05	0.010975496624134001	0.0104533659988966
YCL022C	AVT5	1.89810166480734e-05	0.0111532867669987	0.0106226982394327
AGP1	TCM62	1.90142563807376e-05	0.0111640772303405	0.0106329753746251
NBR034W	BUD9	1.9077188671410198e-05	0.0111871390094481	0.0106549400497422
NBR035W	BUD9	1.9077188671410198e-05	0.0111871390094481	0.0106549400497422
gML01	TGL3	1.93204169208002e-05	0.011308738576582	0.0107707548346297
SEC72	CYT1	1.93464470938508e-05	0.0113204720872488	0.0107819301541302
YCL023C	FKS1	1.99141430375792e-05	0.0115614311906843	0.0110114262566974
RPB5	SNG1	2.05947928774913e-05	0.0118855012526633	0.011320079530728
gLR07	CYT1	2.0843151189965e-05	0.0119911731853156	0.0114207243968014
NAS6	TCB2	2.11212772026612e-05	0.0121154220550364	0.0115390624506153
YBR144C	YHM2	2.1493555305418302e-05	0.0122879805381677	0.0117034119139845
YCL022C	YND1	2.1576599499051897e-05	0.0123137884252163	0.0117279920581197
NNT1	HMG1	2.1826602505717397e-05	0.0124183390382101	0.0118275689483927
gCL01	WBP1	2.2067247280344002e-05	0.0125176771685327	0.0119221813262622
SLI15	RFT1	2.21176492491988e-05	0.0125349340568958	0.0119386172631715
NBR031C	BUD9	2.2277180934245604e-05	0.0125838666490058	0.0119852220148395
YCL026C	CWH41	2.24083300017256e-05	0.0126466210239721	0.0120449910140947
YBR139W	NFT1	2.2441095570350303e-05	0.0126575607305928	0.0120554102927063
LEU2	AVT5	2.27603516157178e-05	0.0127990978997893	0.0121902142002402
NGL3	AVT5	2.3018539023848897e-05	0.0129138944765207	0.0122995496292499
VPS9	AVT5	2.34601820675607e-05	0.0130879796551152	0.0124653531595275
YLR317W	ERG2	2.3488784733106102e-05	0.0130983807095573	0.0124752594109329
NML011W	NEO1	2.4161754875937398e-05	0.0133846429010005	0.0127479034252568
MAK5	YHM2	2.42524599703945e-05	0.0134222274644417	0.0127837000011215
YLR236C	CYT1	2.45501781769482e-05	0.0135337159036054	0.012889884668580001
YBR162W	YCF1	2.47133179311765e-05	0.0135709688251424	0.0129253653795391
NML011W	YNL095C	2.4886987090230498e-05	0.013638624052331001	0.0129898020857548
URA5	NEO1	2.5009670646443697e-05	0.0136727173951477	0.0130222735267104
SLI15	BUD9	2.52345642164554e-05	0.0137653019756218	0.0131104536372506
NML013W	VTC3	2.54495763434367e-05	0.0138386954262582	0.0131803555859002
GTR1	CWH41	2.55141217540649e-05	0.0138658220778663	0.0132061917578107
CSH1	NFT1	2.5664643227145497e-05	0.0139236246377249	0.0132612445116466
gOL02	POM152	2.5918212278760103e-05	0.0140018068048194	0.0133357073660589
REX4	POM152	2.5918212278760103e-05	0.0140018068048194	0.0133357073660589
NBR034W	RFT1	2.5942156698172e-05	0.0140058994301858	0.013339605295448
NBR035W	RFT1	2.5942156698172e-05	0.0140058994301858	0.013339605295448
NML013W	ALG11	2.6162663425725896e-05	0.0140843896864801	0.01341436158252
YCL026C	FSF1	2.68946049609475e-05	0.0143643386535253	0.0136809927076303
ILV6	WBP1	2.6963802434261103e-05	0.0143850517265847	0.0137007204102634
YML096W	AVT5	2.71081276972111e-05	0.0144484993847877	0.0137611497116137
gPL11	MDM31	2.71132809359243e-05	0.0144484993847877	0.0137611497116137
SAM1	AVT5	2.7521373232357397e-05	0.0146139910952684	0.0139187685856093
NML013W	CBR1	2.77003198690643e-05	0.0146700414192369	0.0139721524616073
