SNP	gene	p.value	FDR	q.value
SLA1	MNN2	1.2386693573945599e-05	0.00664152078936661	0.00603112178205542
MLF3	PGM1	1.26037609165447e-05	0.00672718238688415	0.00610891052096911
HRP1	SWA2	1.28778806253249e-05	0.00683328560214346	0.0062052621598469105
YLR252W	ALG6	1.33558280073835e-05	0.00701450582224511	0.006369827061691979
NML001C	OST6	1.37071742801062e-05	0.007154650647881341	0.0064970916652885
APT1	OST6	1.4184653195582699e-05	0.007335546166928041	0.00666136170821989
IRA2	SWA2	1.45038064671507e-05	0.0074666217484866595	0.006780390590324629
ROT2	OPI3	1.4663071346385598e-05	0.00752575317550877	0.00683408745416464
MCM7	RNT1	1.55267008616348e-05	0.00785985175830841	0.00713748020169661
YLR257W	GDI1	1.55762580861726e-05	0.007878780418942091	0.00715466919516265
BUB3	VPS5	1.55809092584722e-05	0.0078792983188477	0.00715513949669458
YBR225W	RNT1	1.58436192421122e-05	0.00797958127567598	0.00724620579679022
IRA2	NBP2	1.5966822962143398e-05	0.008029199235333259	0.007291263542863859
FLR1	MNN2	1.61565053496948e-05	0.00809923056385833	0.00735485853628319
YCR041W	PMI40	1.66379306804445e-05	0.00827919213567028	0.00751828046781212
ALK2	MNN2	1.6656943899116502e-05	0.008285499933220409	0.0075240085376937
SLX1	RNT1	1.67920215090573e-05	0.00833200317577295	0.007566237829446259
MOG1	OPI3	1.70824060770901e-05	0.00844084954918395	0.007665080512379341
YBR144C	RNT1	1.7545110176519e-05	0.00860858251499963	0.00781739772643055
GLO4	VPS5	1.7917441368841396e-05	0.008739762660692759	0.007936521562545
ROT2	RNT1	1.8286878909872e-05	0.008861487012671459	0.008047058653959471
gNL07	MRS6	1.88589464384623e-05	0.009066782649939709	0.00823348628536456
PCS60	RNT1	1.8919934089130998e-05	0.00909099340539055	0.00825547191473929
YBR139W	OPI3	1.9077629614737e-05	0.0091471894534912	0.00830650318009467
NDJ1	SWA2	1.92614252738672e-05	0.00921146161391646	0.00836486831046376
YSH1	ALG6	1.9634594837725302e-05	0.00935108239086989	0.008491657028863859
CSN12	OPI3	2.00882520547424e-05	0.00951662242566492	0.00864198285653469
NCR015C	PMI40	2.0520950291374e-05	0.00966097382315588	0.00877306742064113
YOL118C	NBP2	2.05538661366105e-05	0.00967194375830777	0.008783029147320999
PPZ1	OST6	2.09972996824087e-05	0.00983115509342916	0.00892760792402798
YLR455W	CCH1	2.10905357151504e-05	0.00986478007502777	0.00895814255086605
REX4	NBP2	2.11823201649131e-05	0.00989302590713597	0.00898379240707861
EMC2	OPI3	2.1572060148106303e-05	0.0100296711276798	0.00910787904207876
SLX8	MNN10	2.24753671482988e-05	0.0103428270902717	0.00939225393256953
YGL235W	ERO1	2.26269724445752e-05	0.0103958132464491	0.009440370315970871
AGP1	ROT1	2.28414356375685e-05	0.0104622320443862	0.00950068479388645
gBR08	RNT1	2.30135632694638e-05	0.0105169349201757	0.00955036011918901
APN2	MNN2	2.35585000214621e-05	0.0106973761500185	0.00971421762505238
POP8	MNN2	2.35585000214621e-05	0.0106973761500185	0.00971421762505238
EAF6	OPI3	2.38345538014044e-05	0.0107843325146227	0.00979318213352645
MLF3	LAS21	2.4081438132836498e-05	0.0108738248640733	0.00987444955332633
YBL010C	MNN2	2.47849576808379e-05	0.0111243507856571	0.010101950511398
MLF3	ERG4	2.49109735498348e-05	0.0111708615848757	0.0101441866653098
LDB7	MNN2	2.4975271291801602e-05	0.0111946637756169	0.0101658012797321
YCL026C	PMI40	2.5752287190759e-05	0.011445261946187	0.0103933678466376
PYC2	OPI3	2.61067987299526e-05	0.0115607682502823	0.0104982583692586
gBR08	OPI3	2.64365368666355e-05	0.0116627906032205	0.0105909042036354
gBR09	RNT1	2.67102962042296e-05	0.0117575715275933	0.0106769741438851
YML089C	SPC2	2.7025021295162197e-05	0.0118455957002186	0.010756908321870002
NLR116W	ALG6	2.7760222101112104e-05	0.0120697635469072	0.010960473683761999
gBR09	BEM1	2.80611996421402e-05	0.0121652859294635	0.0110472169373601
NML013W	SPC2	2.8439000692722602e-05	0.0122994396924671	0.0111690410959912
RRN6	MNN2	2.9064144247966902e-05	0.0125005197601715	0.0113516405961254
SUN4	PGM1	2.94925705324771e-05	0.0126357683001241	0.0114744589145752
SKM1	NBP2	2.97221273981008e-05	0.0127080564728333	0.0115401033335024
gOL02	NBP2	2.9728081526935102e-05	0.0127084140462132	0.0115404280435604
DUR1,2	RNT1	3.0247322364644605e-05	0.0128816994400614	0.0116977873813529
NBL002C	MNN2	3.03053191545346e-05	0.0129027277709737	0.0117168830717268
GSY2	KAR2	3.06299040244386e-05	0.012997480317786001	0.0118029272424986
BUD23	PMI40	3.0859257108970396e-05	0.0130651713688003	0.0118643970451493
CDC3	ERG27	3.15370200782317e-05	0.0132583638766599	0.0120398339035488
SNR74	OST6	3.1825451927154805e-05	0.0133430814752128	0.0121167654031497
STE50	PMI40	3.22609071936632e-05	0.0134568576043205	0.0122200847651304
gOR03	VPS5	3.26702655663049e-05	0.0135850177718034	0.0123364661786969
YLR236C	ALG6	3.28367964323654e-05	0.0136334348195663	0.0123804333844992
PYC2	BEM1	3.33895484990995e-05	0.0138054876098721	0.012536673403041
YCL026C	ROT1	3.36487831518003e-05	0.0138877361278995	0.0126113627466942
AGP1	PMI40	3.38808286825563e-05	0.0139536877270596	0.0126712529644426
NBR034W	DPM1	3.46306044731328e-05	0.0141679425580756	0.0128658163813515
NBR035W	DPM1	3.46306044731328e-05	0.0141679425580756	0.0128658163813515
RTC2	CNE1	3.51034334843643e-05	0.0143241890672658	0.0130077028189361
NGL041C	ERO1	3.63599467781896e-05	0.0146937061006175	0.0133432588307846
NEL011C	ALG8	3.64672516081404e-05	0.0147221639007888	0.013369101173815
RRP12	DPM1	3.6701877707049605e-05	0.014789957511291	0.0134306641100687
RQC2	DPM1	3.6701877707049605e-05	0.014789957511291	0.0134306641100687
YBR139W	RNT1	3.69123011318336e-05	0.0148533304740719	0.0134882126849122
YAP1	OST6	3.7047093057294895e-05	0.0148869860704528	0.0135187751128347
MCM2	MNN2	3.74238978864283e-05	0.0150035247253474	0.0136246031064941
RIB4	SWA2	3.76998941522182e-05	0.0150763450777851	0.0136907307943676
MAK5	CNE1	3.89579435455872e-05	0.0154097172775525	0.013993463918198
MCP2	ALG6	4.04026527046215e-05	0.0158243467592004	0.014369986250591
ASP1	SWA2	4.0833343619323e-05	0.0159564985367986	0.0144899924193115
NEJ1	ALG6	4.095370440866429e-05	0.0159878791712705	0.014518488969138002
YBR144C	ERG4	4.29909610718969e-05	0.0165511661548566	0.0150300062110464
NML011W	GPI15	4.37890778699719e-05	0.0167678274153969	0.0152267548909368
URA3	ALG8	4.38344675739695e-05	0.0167798762280453	0.0152376963392461
PSP2	OST6	4.42068472768277e-05	0.0168792540876466	0.0153279407264435
SPH1	ERG27	4.45861301210829e-05	0.0169587441046335	0.0154001250932641
MAK5	ALG9	4.52775167760052e-05	0.0171567601190228	0.0155799421465346
RPR1	ALG8	4.53197770394246e-05	0.0171664807531896	0.0155887693911248
RPB5	DPM1	4.5620410310782e-05	0.017245215044419997	0.0156602674883068
SUN4	MRS6	4.58194627717586e-05	0.0173051630299494	0.0157147058636102
PEX32	ALG9	4.67807551197936e-05	0.0175795071784767	0.015963835998475
RAD51	ERD1	4.7852122895126e-05	0.0178688327036724	0.01622657062394
RIF2	CCH1	4.91112695388031e-05	0.0182276061315294	0.0165523704375965
HRP1	NBP2	4.96499955961092e-05	0.0183643733367801	0.0166765678461145
MCM21	SWA2	5.00023063803179e-05	0.0184507955818248	0.0167550473240947
RTC2	OPI3	5.11134177428799e-05	0.0187200336343394	0.0169995406464191
PRP42	ALG2	5.14341410570281e-05	0.0188017177207274	0.0170737174333759
BUD22	OST6	5.2858163304824e-05	0.0191713935732189	0.0174094176678509
IMG1	PMI40	5.4257496998017894e-05	0.0195415998513874	0.0177455995784293
NDR129W	SWA2	5.47028559133497e-05	0.0196535274407835	0.0178472402935349
RTN1	ALG2	5.49601087696943e-05	0.019722282182026	0.0179096760263555
MAK5	OPI3	5.50239477203032e-05	0.0197416408083592	0.0179272554688735
NNL035W	KRE9	5.8765334577956395e-05	0.0207201689914939	0.0188158505402174
SNR62	VPS5	5.96911272427474e-05	0.0209675661018669	0.019040510245202
TFC8	DPM1	5.9729670246578504e-05	0.0209774126751896	0.0190494518543196
OM14	PEP8	6.005717875079929e-05	0.021054148587731997	0.0191191352368276
gBR07	RNT1	6.04168426224285e-05	0.0211344469587133	0.0191920536646468
NBR031C	DPM1	6.106746543612e-05	0.0213035393915807	0.0193456054018754
STI1	VPS5	6.155192849163879e-05	0.0214148138258365	0.0194466529910511
PIF1	PMT4	6.20638340881731e-05	0.021553167583105	0.0195722911371257
gPL11	DPM1	6.25472254994445e-05	0.0216883283271025	0.0196950297286403
gLR08	ERG27	6.29554903581893e-05	0.0217920306118705	0.0197892010981728
NBR016C	GDA1	6.3432739019464e-05	0.0218926761133743	0.0198805966227276
SLI15	GAA1	6.538529046796321e-05	0.0223601935938978	0.0203051462025152
YBR144C	CNE1	6.78641797700555e-05	0.0229640716290386	0.0208535239140289
IME1	OPI3	6.875554068266429e-05	0.0231808118099604	0.0210503442610037
JJJ3	OPI3	6.875554068266429e-05	0.0231808118099604	0.0210503442610037
IRA1	OPI3	6.882797320613051e-05	0.0231984212903742	0.0210663353155019
YOR019W	VPS5	6.91283900235341e-05	0.0232669302321581	0.0211285478394348
YBR144C	ALG9	7.4159335953612e-05	0.0244637425461252	0.0222153653086138
YOR029W	VPS5	7.48702563754672e-05	0.0246209353516268	0.0223581110717168
YBR144C	OPI3	7.51779633653816e-05	0.0246936409126177	0.0224241345182249
FIP1	OPI3	7.68406502664932e-05	0.0250979547752344	0.0227912893041466
RTC2	ALG9	7.7380168996378e-05	0.0252260067216171	0.0229075724428367
RRI2	NBP2	7.80333496719729e-05	0.0253781417089222	0.02304572523417
YAP3	VPS8	7.88915064845662e-05	0.0255867560238188	0.0232351665351196
STE20	VPS8	7.88915064845662e-05	0.0255867560238188	0.0232351665351196
YBR225W	DPM1	7.936495492468149e-05	0.0256911890072318	0.0233300014473336
RCR1	MNN2	8.00679425501082e-05	0.0258419047182262	0.0234668654030907
SAK1	MNN10	8.02483414623054e-05	0.0258861736030826	0.0235070656891686
TCB3	PMT4	8.09406026789758e-05	0.0260392961654786	0.0236461152910112
COG8	PMT4	8.09406026789758e-05	0.0260392961654786	0.0236461152910112
IRC11	VPS5	8.17027546258576e-05	0.0262084742747692	0.0237997448304419
PEX32	RNT1	8.17348288806858e-05	0.0262117409959006	0.0238027113186298
NGL041C	ALG6	8.277126825115291e-05	0.0264463743419004	0.0240157803322993
RPB5	ERG4	8.33063638498236e-05	0.0265689592508692	0.0241270988899129
YBR226C	OPI3	8.51711676267384e-05	0.026968411057053	0.0244898384740475
ARG8	SWA2	8.61822032736084e-05	0.0271862605322749	0.0246876661639531
NBR002C	MNN2	8.640105570898399e-05	0.0272311921108169	0.0247284682378517
SLI15	SEC62	8.86865674666771e-05	0.0277352098069087	0.0251861634257231
UBX2	OST6	9.08848637131366e-05	0.0281977974046076	0.0256062362110191
HEM1	ALG2	9.15324856223115e-05	0.0283463878209744	0.0257411702005639
RPB5	ROT1	9.208810518858391e-05	0.0284657538124434	0.0258495656801562
NML011W	SPC2	9.25616737086426e-05	0.0285566210824896	0.025932081656396
YIL054W	FLC2	9.28556014151188e-05	0.0286206309545679	0.0259902086044251
YOL073C	ERG27	9.3780973752045e-05	0.0288222603574947	0.0261733069522978
RIF2	GAB1	9.40687623334256e-05	0.0288919272852591	0.0262365710357591
gEL02	ALG8	9.43043047304338e-05	0.0289434834957318	0.0262833888947772
YML084W	PMT4	9.43284280105098e-05	0.0289494032600942	0.0262887645942477
YLR232W	ALG6	9.669122878699828e-05	0.0294676031349636	0.0267593385263187
