SNP	gene	p.value	FDR	q.value
gNL07	VPS1	8.439294525093809e-06	0.00493580406176436	0.0044821715286242104
YBR144C	PEX29	9.251078793643739e-06	0.00529667659143112	0.00480987752296563
NBR034W	RMD5	9.61378290562378e-06	0.00546503850668913	0.00496276588191
NBR035W	RMD5	9.61378290562378e-06	0.00546503850668913	0.00496276588191
MLF3	IDP3	1.1695399081392699e-05	0.00635451821109825	0.00577049660956909
SLI15	RMD5	1.3336898129360902e-05	0.00700942713932972	0.0063652151428067105
MPD2	CTT1	1.3930872814561401e-05	0.0072418366811573	0.006576264734387939
PRM2	FIS1	1.41381135504435e-05	0.0073165342547584	0.00664409711457616
PCS60	PEX29	1.89958870805443e-05	0.00911505241022911	0.008277319740371141
NIR005C	DAL7	2.10762352071525e-05	0.009858861451587509	0.008952767887459509
APQ12	FIS1	2.2333896633803698e-05	0.0102951336221019	0.00934894380468415
gBR08	PEX29	2.28247270904858e-05	0.0104617823353107	0.009500276416003279
NBR031C	RMD5	2.34109205807118e-05	0.0106554162530915	0.009676114115878041
TRM10	CTT1	2.4050756815790398e-05	0.0108673244838819	0.0098685466004022
YNL010W	FAT1	2.5246122108830702e-05	0.0112864658361226	0.0102491661331012
ECM1	PEX5	2.5279895419513197e-05	0.0112955034943532	0.010257373171691
ECM31	PEX29	2.55843620111422e-05	0.0113917711178969	0.0103447931737771
NBR038W	PEX29	2.6237442306351602e-05	0.0116062827307093	0.0105395897725632
STE50	STR3	2.74851920301557e-05	0.0119797639109556	0.0108787456003938
NDJ1	CTT1	2.7704501244336498e-05	0.0120525390845336	0.0109448322616389
NBR041W	PEX29	2.80041529483884e-05	0.012144951809567	0.0110287516554892
YBR226C	PEX29	2.9730054955884002e-05	0.0127084140462132	0.0115404280435604
MLF3	FAT1	2.9929577199891603e-05	0.0127791034233912	0.0116046206066765
YPQ1	CTT1	3.13549281695219e-05	0.0132105682220566	0.0119964309808287
PNC1	NPY1	3.1691170099611105e-05	0.0132988895510312	0.0120766350045594
RTC2	RMD5	3.19249961709833e-05	0.0133642270696861	0.0121359675797997
YPR196W	OPT2	3.2762524094976696e-05	0.013610148563301	0.0123592872868149
EEB1	RHO1	3.33535005170085e-05	0.0137962996455599	0.0125283298724772
HRP1	CTT1	3.46261214964522e-05	0.0141679425580756	0.0128658163813515
YCL023C	STR3	3.48138216688958e-05	0.014229286867042	0.0129215227488758
NPR090C	OPT2	3.5154706681599e-05	0.0143404346088366	0.0130224552894526
YOL073C	CTT1	3.56903861259251e-05	0.0145063538064234	0.0131731254323856
YCR041W	CIT2	3.57672282486955e-05	0.0145286913855083	0.0131934100424998
HAL9	CTT1	3.71506755345058e-05	0.0149148479287864	0.0135440762849629
YOL106W	CTT1	3.7641899865557104e-05	0.0150613057534177	0.0136770736818393
AGP2	PEX29	3.772029584947821e-05	0.0150801497443891	0.0136941857873364
OAF1	ECI1	3.80048754446914e-05	0.0151526106110044	0.0137599870284752
GEM1	ECI1	3.80048754446914e-05	0.0151526106110044	0.0137599870284752
ECM23	PEX4	3.8553686916954e-05	0.0153131243809182	0.0139057485377363
NBR056W	PEX29	3.87484391023168e-05	0.0153613545321576	0.0139495460240225
OAF1	IDP3	3.97814888247134e-05	0.0156578825891776	0.0142188212217374
GEM1	IDP3	3.97814888247134e-05	0.0156578825891776	0.0142188212217374
YGL101W	NPY1	4.08680392025571e-05	0.0159638048399546	0.0144966272256319
OM14	PEX29	4.11232148661272e-05	0.0160435928102442	0.0145690821619065
MIG1	NPY1	4.12531222127664e-05	0.016073326269666	0.0145960829227957
BUD23	VPS1	4.1457103023799e-05	0.016122468844379	0.0146407089748969
SKM1	CTT1	4.2387300430891e-05	0.0163715184470203	0.0148668692973501
gCL01	STR3	4.25722624813409e-05	0.0164294671278501	0.0149194921170744
NBR051C	PEX29	4.3927153356114206e-05	0.0168056856433721	0.0152611337012443
YBR139W	PEX29	4.4510442632768396e-05	0.0169389989585229	0.015382194654653
GPB2	IDP3	5.0374254139880895e-05	0.0185415435814546	0.016837454991646003
PEX22	IDP3	5.0374254139880895e-05	0.0185415435814546	0.016837454991646003
MDY2	CTT1	5.127432292706479e-05	0.0187583092138465	0.0170342984509351
YBR138C	OPT2	5.20095744377215e-05	0.018954327138158002	0.0172123010516167
VPS35	PEX4	5.51197642486527e-05	0.0197594404164441	0.0179434191770719
gBR07	PEX29	5.7320591412940004e-05	0.0203285223281507	0.0184601987554725
NPL002C	PEX4	6.03940126186718e-05	0.0211301645807665	0.0191881648651183
YBR174C	PEX29	6.19806135783679e-05	0.0215317609004284	0.0195528518679783
RPL28	NPY1	6.49318050863316e-05	0.0222403965607364	0.0201963592967689
YOL118C	CTT1	6.60939168952273e-05	0.0225205730167244	0.0204507857120613
YPS3	PCD1	7.07753097806355e-05	0.0236695494963598	0.0214941637715703
VPS36	CTT1	7.09494634656322e-05	0.0237145452442488	0.0215350241172351
PYC2	PEX29	7.13057815522769e-05	0.0238017514102338	0.0216142154687164
SSY5	PEX4	7.815277713292142e-05	0.0254087007202954	0.0230734756734107
PGI1	PEX29	7.9263766299386e-05	0.0256667598940336	0.0233078175287104
YOL099C	CTT1	7.95046208623272e-05	0.0257211024335404	0.0233571656349809
YBR137W	PEX29	7.977451250006959e-05	0.0257749900032112	0.0234061005861059
YCL022C	STR3	8.35982310746707e-05	0.0266283839417343	0.0241810620647392
RPB5	GPD1	8.38627508299141e-05	0.0266868755319417	0.024234177896934
NTC20	PEX29	8.67055933556804e-05	0.0272926916067094	0.024784315529613
MAK5	RMD5	8.773352833714009e-05	0.0275197879566689	0.0249905402462561
IMG1	VPS1	9.32375616148483e-05	0.0287058487118702	0.0260675942949295
RPB5	PNC1	9.44342854729301e-05	0.0289714951660995	0.0263088261102379
CIS3	PEX4	9.50712472764862e-05	0.0291230351338333	0.026446438568172994
EXO5	PEX29	9.59718413990271e-05	0.0293125235312144	0.0266185117479667
UBS1	PEX29	9.59718413990271e-05	0.0293125235312144	0.0266185117479667
YBR162W	PEX29	9.81086647565661e-05	0.0297427387130164	0.0270091873531821
SPC72	ECI1	0.000105922715859626	0.0313444069449681	0.0284636518452327
CSH1	PEX29	0.000106689127748072	0.0314814175544256	0.028588070287526003
IRA1	OPT2	0.000107122823824678	0.0315715809834652	0.0286699471103311
PCH2	PEX29	0.000107914016918668	0.0317252913039328	0.028809530451451
REX4	GPD1	0.00010967053559103001	0.0320808259284333	0.0291323891288693
LCL1	PEX4	0.00011050368017003799	0.0322587695869984	0.0292939786065186
STE50	AAT2	0.00011167202818696399	0.0325153785847463	0.0295270035664443
TAF5	PEX29	0.00011396204240285501	0.0329649846557671	0.0299352879118941
KTR4	PEX29	0.00011708746745068401	0.0335709822869407	0.0304855904147632
CAP2	FIS1	0.000120407687289252	0.03424941403718	0.0311016698694955
YBR137W	OPT2	0.000120640116274223	0.0342864295249797	0.0311352833929374
DIG1	PEX4	0.00012139849535066399	0.0344325847282451	0.0312680059813219
DAS1	PEX4	0.000125034624146171	0.0351530016438363	0.0319222118913206
YLR444C	SEC39	0.000125258352431727	0.0351927651610689	0.0319583208823963
YBR138C	GPD1	0.000125459011070237	0.0352279136732297	0.0319902390174174
SUN4	IDP3	0.00012751454449369	0.0356360206546951	0.0323608383098664
YJL152W	PEX4	0.000129131975212315	0.0359275453223609	0.0326255699622887
FAR1	PEX4	0.000129448450115635	0.035986663121353	0.0326792544506033
RIM2	PEX29	0.000132383129929888	0.0365352167629286	0.0331773924405694
IRA1	GPD1	0.000136536952308075	0.0372872184111257	0.0338602802405812
HOP2	NPY1	0.000137148919111168	0.0374064325642879	0.0339685378367957
TAF4	NPY1	0.000139737761983479	0.0379157470727134	0.0344310430254567
YBR225W	RMD5	0.000145179175816806	0.0389404032914943	0.0353615266656048
CDC73	CTT1	0.000145810571611451	0.0390450359116093	0.0354565428666077
TPK1	PEX4	0.00014654028228204799	0.0391983601020729	0.0355957755655857
gOL02	GPD1	0.000147559259393397	0.0393553285138437	0.035738317558202996
YGL235W	DNM1	0.000150691745140247	0.0399253234056236	0.036255926207863
NBR034W	GPD1	0.000152025864905305	0.0402111737295833	0.0365155050257146
NBR035W	GPD1	0.000152025864905305	0.0402111737295833	0.0365155050257146
YOR102W	TES1	0.000152104132075677	0.0402278042903003	0.0365306071296108
LEU2	STR3	0.000152108897404633	0.0402278042903003	0.0365306071296108
RTC2	GPD1	0.000154012535982607	0.0405663937974315	0.0368380780562853
NNL013C	FAT1	0.000155426274404203	0.0408039122039884	0.0370537669746602
NBR031C	GPD1	0.000155572894911635	0.0408318798319329	0.0370791641954834
YBR138C	PEX29	0.00015679439392158202	0.0410678595664219	0.0372934558557727
COG6	FAT1	0.000157882132751619	0.0412589015259219	0.0374669398152106
gBR09	PEX29	0.00015958323533608602	0.0415836502019409	0.0377618419732776
ECM1	IDP3	0.000162042287060203	0.0419578023927621	0.0381016071414418
YBR137W	GPD1	0.00016319142232384699	0.0421421270277411	0.0382689911422224
VAM3	TES1	0.000165245721305841	0.0425029799278166	0.0385966793110598
IRA1	PEX29	0.000165961378161907	0.0426022352521111	0.03868681242474299
MCM7	PEX29	0.00016685585293452099	0.0427374340258378	0.0388095855508073
RFC4	CTT1	0.00016693633891508002	0.0427504820538281	0.0388214343800619
NOL019C	CTT1	0.000167322032800638	0.0428157036176314	0.0388806616574565
NOL020W	CTT1	0.000167322032800638	0.0428157036176314	0.0388806616574565
FTH1	PEX29	0.000168207561514068	0.0429559737347576	0.0390080400374392
PCS60	RMD5	0.000169267259523372	0.0431272562616922	0.0391635805848294
SNR37	CAT2	0.00017852498290831399	0.044670127835085	0.0405646522141016
GPB2	ECI1	0.00018081874119426998	0.0450409844174456	0.0409014246616825
PEX22	ECI1	0.00018081874119426998	0.0450409844174456	0.0409014246616825
NJL025C	PEX4	0.00018162280570997198	0.0451793671740586	0.0410270891418728
NBR034W	PNC1	0.000182208620310316	0.0452667863918919	0.0411064739643504
NBR035W	PNC1	0.000182208620310316	0.0452667863918919	0.0411064739643504
SMY2	PEX29	0.000193841410114486	0.0471625911019344	0.0428280418768632
gBR08	GPD1	0.000196049795618952	0.0475270487707269	0.0431590035126998
DUR1,2	PEX29	0.000201315451590033	0.0484085877531403	0.0439595233224213
SAM50	FAT1	0.000204740426061843	0.0489705710525043	0.0444698566971767
NBR050C	PEX29	0.000205400592732079	0.04906855645649	0.0445588366044967
RUD3	PEX27	0.000208676822749972	0.0495478722404062	0.0449941001467696
REX4	AAT2	0.000212439700932481	0.0501829786679707	0.0455708361580972
CCZ1	PEX29	0.000214876700783523	0.0505289988895466	0.0458850548681732
IRA2	AAT2	0.000215411996042799	0.0506151149212014	0.0459632562757677
MRS2	DNM1	0.00022173111356128702	0.051589683235241	0.0468482554157713
YCL023C	PEX27	0.000221902475171599	0.0516215290709392	0.0468771744118023
CFT2	MGM1	0.00022333948051491	0.0518430146254316	0.0470783040016167
MSL5	MGM1	0.00022333948051491	0.0518430146254316	0.0470783040016167
YJL163C	PEX4	0.00022384627570483	0.0519264295233735	0.0471540525272754
SUV3	PEX4	0.00022417875131081202	0.0519793870628206	0.0472021429240103
YBR139W	OPT2	0.000230151962412082	0.0528885814997816	0.0480277764719258
YCL022C	PEX27	0.00023127495064203502	0.0530637214845757	0.0481868199516799
ECM7	SEC39	0.00023538665130769799	0.0537311853395511	0.0487929395321414
NBR031C	PNC1	0.000235529077772094	0.0537579951526833	0.0488172853488725
MAK5	GPD1	0.00023694555567740498	0.0539676900425898	0.0490077079129523
