SNP	gene	p.value	FDR	q.value
IME1	CBF1	3.33131638141367e-07	0.000354004517123505	0.000321469196872485
JJJ3	CBF1	3.33131638141367e-07	0.000354004517123505	0.000321469196872485
NNL035W	ENT5	3.5568779085505203e-07	0.000373204573022035	0.00033890464261131296
NJR015C	CBF1	4.06445208513209e-07	0.000417749409181981	0.000379355518271068
FIP1	CBF1	4.2055800057751204e-07	0.00043026037138817	0.00039071664158442403
NNL035W	YPT1	4.785722267399371e-07	0.00048066016968589006	0.000436484370236459
RAD26	CPR7	5.29994697318735e-07	0.0005239567309792179	0.000475801695618075
URB2	CPR7	5.39059749037931e-07	0.000530553097305332	0.00048179181292607695
YJL171C	VPS35	6.03043188430423e-07	0.000583738688833511	0.0005300893022707861
ATG27	VPS35	6.909354260618539e-07	0.000653161838669063	0.000593132012582325
DAS1	VPS35	8.191603662636349e-07	0.0007524269479814269	0.000683274011976565
NNL035W	COG6	8.4702045828716e-07	0.0007752816714429651	0.000704028237531715
YLR257W	IMH1	9.135694768063291e-07	0.000826465224029288	0.000750507688349754
BFA1	CPR7	1.10266480517803e-06	0.0009669931019854269	0.000878120139263744
NJR011W	CPR7	1.3088541806048799e-06	0.00111705190894664	0.00101438756474587
RFA3	VPS35	1.42957651063974e-06	0.0012020905303701801	0.00109161058312513
CDC8	CPR7	1.52102069523748e-06	0.00126882563042102	0.00115221229293061
NNL013C	SYS1	2.0750486273286098e-06	0.00163197082232824	0.00148198207705399
NNL035W	GET3	2.3236448674783e-06	0.0017830912698162899	0.0016192135713855801
SUN4	YPT1	2.73988599954266e-06	0.0020377287774489303	0.00185044823397527
YJL181W	VPS35	3.23777056931953e-06	0.00232704889118167	0.00211317794532601
PFD1	VPS35	3.7029190359602896e-06	0.00258625783816233	0.00234856390222035
SWE1	VPS35	3.7101704147212097e-06	0.00258890632215953	0.0023509689732924104
YJL182C	VPS35	3.7101704147212097e-06	0.00258890632215953	0.0023509689732924104
MAK5	USO1	3.81808269023345e-06	0.0026492222607616303	0.00240574148438514
ATG23	SEN1	4.12873044589297e-06	0.0028262906563771197	0.0025665361414492303
RPB5	USO1	4.3040289042309304e-06	0.0029207679380631	0.00265233034575226
MNN5	VPS35	4.65978871715244e-06	0.0031073944829708897	0.00282180469595006
COG6	SYS1	4.6683575648419294e-06	0.00311137586766243	0.00282542016546336
NBR031C	USO1	5.1372662762845395e-06	0.00335569382884684	0.0030472837151199104
IRC9	VPS35	5.33746974826695e-06	0.00345304028720117	0.0031356834000726
RPB4	VPS35	5.33746974826695e-06	0.00345304028720117	0.0031356834000726
YJR056C	CPR7	5.91237623830409e-06	0.00374140555177679	0.00339754601912135
gJR10	CPR7	5.9995821107147796e-06	0.0037852777611717798	0.0034373860867957
GSY2	IMH1	6.14742186398473e-06	0.0038603584782493797	0.00350556639708007
RTC2	USO1	6.59063947316498e-06	0.0040712138526945	0.0036970427896128397
YBR144C	USO1	7.2037344425785205e-06	0.004358646643138821	0.00395805863497484
gLR13	SEN1	7.78031072904426e-06	0.00461857400435101	0.00419409697915481
YAK1	VPS35	7.906051017041381e-06	0.00468000620737432	0.0042498831626998105
NBR034W	USO1	8.150194875814321e-06	0.00480363002292425	0.00436214514461481
NBR035W	USO1	8.150194875814321e-06	0.00480363002292425	0.00436214514461481
NNL035W	YIP1	1.0164313234747198e-05	0.00570807752430582	0.0051834680312406204
MNN11	VPS35	1.10773298094593e-05	0.00609111417253319	0.00553130111732362
YLR428C	SEN1	1.21873614015839e-05	0.0065604943376022795	0.00595754218881817
NNL008W	SYS1	1.23318617758649e-05	0.00661804793610038	0.00600980623684963
NNL035W	ERP1	1.32858977929286e-05	0.00699338518441604	0.00635064754800803
HIT1	CPR7	1.42946936839172e-05	0.00737665594284563	0.00669869322804119
YJR054W	CPR7	1.4654023132321302e-05	0.007523043995144009	0.0068316272651164295
YJL195C	VPS35	1.51028716587905e-05	0.007705285908918059	0.00699711996033255
NNL005C	SYS1	1.51041427079225e-05	0.007705285908918059	0.00699711996033255
gNL07	YPT1	1.8177423156863603e-05	0.008823444112380759	0.00801251214392473
NNL012W	SYS1	1.8418208337669398e-05	0.00890921808285262	0.00809040292798648
YNL050C	SYS1	1.86241415112885e-05	0.008984920676637791	0.00815914796045957
gBR08	USO1	1.89305762559548e-05	0.0090953769808551	0.00825945261107467
YNL040W	SYS1	2.06595654183865e-05	0.0097087097941003	0.00881641614501934
ARK1	SYS1	2.21862244827338e-05	0.0102404657529642	0.00929930026869422
RFC2	CPR7	2.2384334364621e-05	0.0103112384805206	0.0093635685217462
URK1	COG6	2.7247308653624898e-05	0.011906417607504	0.0108121402998295
MCP2	IMH1	2.7896398357484998e-05	0.0121175311790649	0.0110038511594818
NBR038W	GYP1	3.07625212937745e-05	0.0130389685184762	0.0118406024073918
KTR5	SYS1	3.3550116862964397e-05	0.0138537222683937	0.0125804749823608
NOP15	SEN1	3.529513854631429e-05	0.0143837888191923	0.0130618249655723
NPA3	CPR7	3.58393943059206e-05	0.0145461802308526	0.013209291549076999
SAM50	SYS1	3.7638303957829705e-05	0.0150608734971029	0.0136766811526945
YNL035C	SYS1	3.8863072457213397e-05	0.0153915119959545	0.0139769318205238
NNL004W	SYS1	3.8863072457213397e-05	0.0153915119959545	0.0139769318205238
SIS1	SYS1	4.03322954350106e-05	0.0158009249506266	0.014348717058738
ECM31	GYP1	4.19369500283421e-05	0.0162600617910911	0.0147656562338593
YBR174C	GYP1	4.33735016083306e-05	0.0166545316664691	0.0151238717590694
ECM2	ARL3	4.4817139344213395e-05	0.017017067175261	0.0154530878939257
EXO5	GYP1	4.64056382628365e-05	0.0174648529745455	0.0158597192624647
UBS1	GYP1	4.64056382628365e-05	0.0174648529745455	0.0158597192624647
ELO1	VPS35	4.7240718451043e-05	0.017701246216762	0.0160743864264289
YBR162W	USO1	5.23791669736585e-05	0.0190500947886235	0.0172992670314061
IDH1	SYS1	5.29150489404087e-05	0.0191885383653283	0.0174249867419258
CRZ1	SYS1	5.40466557605859e-05	0.0194808974331859	0.017690476107729
YJR071W	CPR7	5.96470221021581e-05	0.0209582216594152	0.0190320246178586
CDC73	RAV2	6.45509381163034e-05	0.0221636129127072	0.0201266325659761
NBR041W	GYP1	6.576228228755429e-05	0.0224507751834158	0.0203874027541277
GCD14	VPS35	6.63561110363134e-05	0.0225890999753901	0.0205130145970071
MUM2	ARL3	6.72487157434224e-05	0.0228164191259708	0.0207194416374434
YNL046W	SYS1	6.81169340729003e-05	0.0230287741325311	0.020912279836135
YJL211C	VPS35	7.32217236241066e-05	0.0242359007015475	0.0220084636131623
NNL035W	SEN1	7.42344584319603e-05	0.0244831279828874	0.0222329690975078
SLI15	USO1	7.51917218299438e-05	0.0246968051864125	0.0224270079746535
VPS63	IMH1	7.52248754035612e-05	0.0247030244782516	0.0224326556730752
gLR07	IMH1	7.782979631691421e-05	0.0253325831987572	0.0230043538477468
MLF3	ENT5	7.81834864668154e-05	0.0254159244589906	0.0230800355034818
RTC2	GYP1	7.96956847869708e-05	0.0257634245512628	0.0233955980745009
NDR001C	ARL3	8.233685833523441e-05	0.0263427214883266	0.0239216538509124
YEL074W	GOT1	8.2522475675296e-05	0.0263892315336614	0.0239638893202272
RED1	IMH1	8.28936135502405e-05	0.0264741621989003	0.0240410143042982
YBR139W	USO1	9.197797800115691e-05	0.0284453121617218	0.0258310027502433
YLR252W	IMH1	9.5256590207753e-05	0.0291669755214007	0.0264863405480018
gML01	ERV14	9.96506991285481e-05	0.0300543767688031	0.0272921838423872
MCM5	YKT6	0.00010155497812199499	0.030438566453127997	0.0276410639930421
CSH1	USO1	0.000101856363303504	0.0305014134993558	0.0276981349864883
NBR056W	USO1	0.000103697081716556	0.0308799856083504	0.0280419138535652
VPS36	RAV2	0.000106962364188789	0.0315398159542369	0.0286411014941293
TYR1	GYP1	0.000112457586032707	0.0326832660732787	0.0296794611015684
NTH1	ARL3	0.000117889582036711	0.0337307212419844	0.0306306483196861
gEL01	GOT1	0.000120083788872748	0.0341783924206164	0.0310371756019567
NML011W	ERV14	0.00012174600424154499	0.0344886990003467	0.0313189629864249
MCD1	ARL3	0.000123616693766898	0.0348730608243703	0.0316679994560195
NHP10	ARL3	0.000123616693766898	0.0348730608243703	0.0316679994560195
YLR444C	SEC39	0.000125258352431727	0.0351927651610689	0.0319583208823963
CDC16	YIP1	0.00012597204205341201	0.0353286255189278	0.032081694788703
OPI3	CPR7	0.00012997181093721	0.0360785488633047	0.0327626952945485
CSH1	GYP1	0.00013289249563103	0.0366277645516271	0.0332614344848546
SCO1	GET3	0.000134214810887833	0.0368683189855073	0.0334798803998726
YBR162W	GYP1	0.000136169433122306	0.0372242066247787	0.0338030596477054
EXO5	USO1	0.000142712480224062	0.0385082304889498	0.0349690733577402
UBS1	USO1	0.000142712480224062	0.0385082304889498	0.0349690733577402
NBR016C	ARL3	0.000145249039174121	0.0389521618937843	0.0353722045757772
MLF3	GET3	0.00014702706695263998	0.0392741747662039	0.0356646223684099
NLR116W	YKT6	0.00014848488424053702	0.0395260344734466	0.0358933345285533
YNL010W	SYS1	0.00014859148240627	0.0395456190125674	0.0359111191210028
PIG1	YKT6	0.000154541282409138	0.0406448664370272	0.0369093385493214
YSH1	YKT6	0.000156829824128437	0.0410717490427243	0.0372969878638764
YBR064W	ARL3	0.000157049192642504	0.0411155442724709	0.0373367580268332
YLR257W	YKT6	0.000159133679893495	0.0414899819473986	0.0376767824412557
TAT1	ARL3	0.000164578243937419	0.0423798321935928	0.0384848496554971
YLR252W	YKT6	0.000166323263188779	0.0426603779013822	0.0387396113859458
YLR269C	YKT6	0.000168377280208933	0.0429758984845875	0.0390261335730182
NBR034W	GYP1	0.000172233297725359	0.0435861847626515	0.0395803305682026
NBR035W	GYP1	0.000172233297725359	0.0435861847626515	0.0395803305682026
MLF3	RAV1	0.000172968588847212	0.0437234436006381	0.0397049744252069
YCR064C	CBF1	0.00017364531795150502	0.0438415946566393	0.0398122666298119
URK1	SYS1	0.000174918159848731	0.0440292972573633	0.0399827181392896
TRM7	ARL3	0.000175662306137568	0.0441553218776455	0.0400971602763491
NTC20	GYP1	0.000177188973650386	0.044425295262267	0.0403423213489717
MLF3	SEC18	0.00017963978101510802	0.0448556794601459	0.0407331504365859
MLF3	SEC27	0.00018785713893781	0.0461815767622804	0.041937189142973
YBR174C	USO1	0.000191918020349015	0.0468564770922314	0.0425500617379365
YCL023C	BOP2	0.00019397709271454198	0.0471840983188401	0.0428475724404894
BOP2	YKT6	0.000194363035823993	0.0472491820699811	0.0429066745711028
MCP2	YKT6	0.000197368379369535	0.0477567743953467	0.0433676158565411
NML013W	ERV14	0.000212538943685117	0.050195228674041	0.0455819603088428
YRO2	ARL3	0.000214191783574562	0.0504352909464086	0.0457999592951961
RPN13	RAV2	0.00021749817961211202	0.05095132933540599	0.0462685703960213
PEX32	GYP1	0.00021852938951247	0.0511069134655033	0.0464098553314647
NNT1	VPS35	0.000219713059148479	0.0512915707366981	0.0465775413970267
CTS1	VPS35	0.000219713059148479	0.0512915707366981	0.0465775413970267
YBR138C	USO1	0.00022083614055310897	0.0514614478960161	0.0467318057392355
NEJ1	IMH1	0.000221042203892302	0.0514934327625929	0.046760850988301995
NNL035W	GOT1	0.000221648131892444	0.0515723802874738	0.0468325427215733
TYR1	USO1	0.00022647635065770297	0.0523216475678998	0.0475129474600173
ECM7	SEC39	0.00023538665130769799	0.0537311853395511	0.0487929395321414
IRA1	USO1	0.000241687444233189	0.0546870464368469	0.0496609507704333
