SNP	gene	p.value	FDR	q.value
REX4	FMP48	9.957866967815871e-13	3.8662658392595594e-09	3.5109308331471697e-09
NBR041W	ISR1	1.03567777356294e-12	4.01074390689891e-09	3.64213042559054e-09
gOL02	FMP48	3.55553079388086e-12	1.2470408759039399e-08	1.1324296992067399e-08
IRA2	FMP48	6.26893305909029e-12	2.1109193536166998e-08	1.91691211960721e-08
PEX32	ISR1	7.1297030255590904e-12	2.3648521840411898e-08	2.14750686941272e-08
NTC20	ISR1	8.23404478469578e-12	2.7056687027599998e-08	2.45700013080856e-08
TPS1	ISR1	8.2882008492712e-12	2.72197018661506e-08	2.4718034021489902e-08
SMY2	ISR1	1.72719288025127e-11	5.32477644923509e-08	4.83539482086304e-08
PCH2	ISR1	2.39912662372679e-11	7.178204842648019e-08	6.51848107618119e-08
VMS1	SSK22	3.74636343253235e-11	1.08250502389552e-07	9.83015763385627e-08
TAF5	ISR1	6.84154725431667e-11	1.8559307341379602e-07	1.68535861463637e-07
PGI1	ISR1	7.45975608536277e-11	2.00816600275897e-07	1.82360247077957e-07
RIM2	ISR1	7.55151050957659e-11	2.03012780787645e-07	1.8435458430007898e-07
NBR043C	ISR1	8.672444310877742e-11	2.3025270419660802e-07	2.0909098137292302e-07
KTR4	ISR1	2.62583147283824e-10	6.29590364785858e-07	5.717269106364329e-07
MED8	ISR1	3.70530423216705e-10	8.682458855230431e-07	7.88448434994274e-07
MUD1	ISR1	3.77607151212283e-10	8.834453526994909e-07	8.02250972164718e-07
MCM7	ISR1	4.775765123626611e-10	1.09007011915777e-06	9.89885577132583e-07
YBR124W	ISR1	4.82297307465002e-10	1.09833296153447e-06	9.973890104907342e-07
GRS1	ISR1	5.49861352575241e-10	1.23158390082209e-06	1.11839332078418e-06
NBR024W	ISR1	1.63078103829603e-09	3.2951392142239498e-06	2.99229446388686e-06
NBR044W	ISR1	3.1476462798111794e-09	5.93916807776663e-06	5.3933198580746595e-06
FTH1	ISR1	8.078163751232259e-09	1.3763239307277697e-05	1.2498307994558e-05
LYS14	SSK22	9.208382893826659e-09	1.54470740401895e-05	1.4027387351097101e-05
TRM10	FMP48	1.19357041943419e-08	1.9376123796489802e-05	1.75953318504868e-05
NBR023W	ISR1	1.1981730777867601e-08	1.9440299739623e-05	1.76536096065595e-05
MPD2	FMP48	2.13401517074741e-08	3.24437881294335e-05	2.9461992740141602e-05
YPQ1	FMP48	2.3817820408615295e-08	3.5747670471577504e-05	3.2462226781561e-05
UBC5	SSK22	2.9048648982274103e-08	4.25322731223816e-05	3.86232802702993e-05
DUR1,2	ISR1	3.26792425556446e-08	4.69862761612254e-05	4.26679314272934e-05
RTR2	SSK22	3.51245740406327e-08	5.003356427629939e-05	4.5435153921943606e-05
HAL9	FMP48	5.1347982257874805e-08	6.990012033055301e-05	6.34758441122187e-05
YOL106W	FMP48	5.60501001223652e-08	7.534179204833879e-05	6.84173907652803e-05
TGL2	SSK22	5.75276851530134e-08	7.71720039670372e-05	7.0079394291086e-05
RPS13	SSK22	5.92072337781908e-08	7.91236881876484e-05	7.18517060232825e-05
YOL099C	FMP48	6.38913841463822e-08	8.444109583313009e-05	7.66804092814397e-05
MDY2	FMP48	6.590569242985231e-08	8.679670961666801e-05	7.88195268195119e-05
RTC2	RIM11	7.97553983186179e-08	0.00010266526080871899	9.32296548277342e-05
NDJ1	FMP48	9.64312713665914e-08	0.00012118696404086499	0.00011004909292736498
RAD51	SKS1	1.0243010264019699e-07	0.000127494748756253	0.00011577715115378799
NOL019C	FMP48	1.5577340650252198e-07	0.00018340540317491499	0.000166549252364891
NOL020W	FMP48	1.5577340650252198e-07	0.00018340540317491499	0.000166549252364891
RFC4	FMP48	1.67114952927958e-07	0.000195218382949899	0.00017727654237743602
RTC2	KIN4	1.81338077168704e-07	0.000210035275174225	0.000190731665725025
SKM1	FMP48	1.93620118279926e-07	0.00022245346449486602	0.00020200854258511298
NBR034W	RIM11	2.54866873316053e-07	0.000280907539508712	0.00025509030747702596
NBR035W	RIM11	2.54866873316053e-07	0.000280907539508712	0.00025509030747702596
MAK21	SSK22	3.08847431066082e-07	0.000332268056015211	0.00030173045807866403
YOL118C	FMP48	3.4258712007415e-07	0.000362124203035625	0.00032884263077732597
HRP1	FMP48	3.4455864840863e-07	0.00036388693595572596	0.0003304433570639
RPB5	RIM11	3.74998269549804e-07	0.000390115945227205	0.00035426174959114
gBR09	ISR1	5.08179628718264e-07	0.000505646500647107	0.00045917429468194407
NBR031C	RIM11	6.186688799003741e-07	0.000596645443725145	0.000541809842344562
NBR034W	KIN4	6.45111751163848e-07	0.000618460939951997	0.000561620352414901
NBR035W	KIN4	6.45111751163848e-07	0.000618460939951997	0.000561620352414901
RPB5	KIN4	6.479228753234921e-07	0.000620758327735937	0.000563706595301883
YOL073C	FMP48	6.53658989897129e-07	0.000624455233465301	0.000567063731322034
SLI15	RIM11	7.352161693572079e-07	0.000688343610829018	0.000625080350791992
SLI15	KIN4	8.995087169339951e-07	0.000815346704745624	0.0007404110333873441
MLF3	KCC4	1.26983678059956e-06	0.0010882510298177801	0.0009882336739480769
NBR031C	KIN4	1.4200583199192699e-06	0.00119526206969843	0.00108540970245315
ECM31	RIM11	1.5958543952438802e-06	0.00132003197503535	0.00119871244104088
NBR038W	RIM11	1.67444314689666e-06	0.0013728982253591198	0.00124671993871728
YBR162W	RIM11	1.8080647810930901e-06	0.00146369803450173	0.0013291746541498099
YDL009C	SSK22	1.92407817783432e-06	0.00153818527430115	0.00139681603158233
NDL002C	SSK22	1.92407817783432e-06	0.00153818527430115	0.00139681603158233
YBR174C	RIM11	2.01033168914188e-06	0.00159204628243575	0.0014457268623493
EXO5	RIM11	2.01537385388446e-06	0.0015954062370518599	0.00144877801525759
UBS1	RIM11	2.01537385388446e-06	0.0015954062370518599	0.00144877801525759
GET1	ALK1	2.13267756855091e-06	0.00166884793251304	0.0015154699406847
NBR041W	RIM11	2.1635250474259e-06	0.00168901285742785	0.00153378157769439
MAK5	RIM11	2.19432506077301e-06	0.00170726959052936	0.00155036039814376
MCD1	SSK22	2.47997267881892e-06	0.0018808732946412	0.0017080087914139901
NHP10	SSK22	2.47997267881892e-06	0.0018808732946412	0.0017080087914139901
YBR144C	RIM11	2.54710231411104e-06	0.00192011072579942	0.00174364004715124
NTH1	SSK22	2.6436526945319802e-06	0.00197968320046677	0.0017977374234859603
SLX8	SKS1	2.73343230283835e-06	0.00203419245880912	0.00184723692604546
APC11	SSK22	2.81015041387682e-06	0.00207682881112621	0.00188595471995475
NBR038W	KIN4	2.8759837431062002e-06	0.00211816149610813	0.00192348866204592
PYC2	ISR1	3.3359011720233897e-06	0.0023810280958765197	0.0021621961096197
YDR010C	SSK22	3.87468841724346e-06	0.00268306577340453	0.00243647455784155
YDL011C	SSK22	3.970026172662191e-06	0.00273736893768418	0.0024857869077247103
YBR139W	RIM11	4.149990432332129e-06	0.00283727552452958	0.0025765114286896698
SUN4	KCC4	4.16148886901885e-06	0.0028428643301275603	0.0025815865866612698
YGL024W	ALK1	4.414615094901529e-06	0.00297705918849753	0.0027034480637270005
CSH1	KIN4	4.43039544979936e-06	0.00298433939814547	0.00271005917470265
RRI2	FMP48	4.7834034894224095e-06	0.00317391889338318	0.0028822150798666897
NBR041W	KIN4	4.798535486767669e-06	0.00318219600675969	0.00288973147262685
CSH1	RIM11	4.86476928110303e-06	0.0032127027545398	0.00291743445163895
NTC20	RIM11	5.232734178561811e-06	0.00340251335488227	0.00308980022184377
NDR001C	SSK22	5.47710384869816e-06	0.0035274902357421705	0.00320329091355617
gBR08	RIM11	5.63599303608094e-06	0.0036064534826237295	0.00327499692387412
SMY2	KIN4	5.66546683680874e-06	0.0036203639246709103	0.00328762890571827
AGP2	RIM11	5.8880230711424105e-06	0.00373230654770684	0.00338928327277428
SAK1	SKS1	5.93550282376849e-06	0.00375326330317086	0.00340831396594965
PGI1	RIM11	6.268504820214799e-06	0.00391912930640766	0.0035589358034398702
YBR162W	KIN4	6.30208831386611e-06	0.00393642637973236	0.0035746431630948204
ECM31	KIN4	7.296278737926919e-06	0.00439952380682039	0.0039951789211393
YBR174C	KIN4	7.39018764883336e-06	0.00444495732216987	0.0040364368005843705
TYR1	RIM11	7.465392466543159e-06	0.00447804397905432	0.00406648257825485
SMY2	RIM11	8.15619927707559e-06	0.0048062226540597	0.0043644994960668
YBR090C	ISR1	8.241615839167281e-06	0.0048446354168292	0.0043993818758101605
gBR07	RIM11	8.60287184086999e-06	0.00501284746254469	0.00455213413919884
MED2	SSK22	9.2013756306196e-06	0.00527568476442722	0.0047908149815532606
RRN3	YPK1	9.25211862081861e-06	0.00529667659143112	0.00480987752296563
NGL041C	PTK2	9.33186466990662e-06	0.00533226730278761	0.004842197216196839
EXO5	KIN4	1.03123294289821e-05	0.00577063169245929	0.005240273064014571
UBS1	KIN4	1.03123294289821e-05	0.00577063169245929	0.005240273064014571
NTC20	KIN4	1.0899014558941699e-05	0.006019601149214579	0.00546636060651047
TAF5	RIM11	1.15046276069394e-05	0.00627306794309105	0.00569653215156135
NER037W	SKS1	1.15517607688377e-05	0.0062930366319706	0.00571466558790524
REX4	KIN82	1.19299298641224e-05	0.0064594057822497395	0.005865744329948371
MAK5	KIN4	1.2059156791396099e-05	0.0065084518276558295	0.00591028272441455
RAD51	YAK1	1.2096013059043199e-05	0.00652481438477189	0.0059251414559856105
PCS60	ISR1	1.2446508265226699e-05	0.00666569580566944	0.00605307495694259
JAC1	ALK1	1.2743082110337899e-05	0.00678038764629999	0.0061572258705945605
YDR015C	SSK22	1.31888499990406e-05	0.0069563683610436204	0.00631703281174139
PCH2	RIM11	1.34941973910256e-05	0.00706884716418338	0.00641917408045833
MCM7	RIM11	1.3569805470819801e-05	0.00709789623819993	0.00644555335541749
KTR4	RIM11	1.42777635428335e-05	0.00737149113166915	0.00669400309664291
SLX1	ISR1	1.4474151706261701e-05	0.007454352480382859	0.00676924894785185
SSH4	YPK1	1.49445138716159e-05	0.00763876967138745	0.00693671699815655
SRP21	YPK1	1.49445138716159e-05	0.00763876967138745	0.00693671699815655
YGL235W	PTK2	1.51574535850337e-05	0.0077245301937157	0.00701459557004663
RIM2	KIN4	1.5754028864364802e-05	0.00794262496356487	0.007212646010405991
OM14	ISR1	1.60822572617743e-05	0.00807597495482177	0.00733374026914776
STE50	YCK3	1.67574677970071e-05	0.00832544912362816	0.007560286137370759
RIM2	RIM11	1.68407567082096e-05	0.00835134003953845	0.00758379750951825
gCL01	YCK3	1.70683322478191e-05	0.00843676369582495	0.0076613701755494
YBR144C	KIN4	1.7474262890573598e-05	0.00857880559620371	0.00779035750036668
GSY2	RCK2	1.81348055800794e-05	0.00880990002852761	0.00800021284957102
YKL147C	YPK1	1.8159174269975898e-05	0.00881862572369364	0.00800813659653324
NKL026W	YPK1	1.8159174269975898e-05	0.00881862572369364	0.00800813659653324
YBR225W	ISR1	1.89147550689993e-05	0.009089234368840559	0.00825387454510235
ROT2	ISR1	1.89502969847566e-05	0.00910266051827795	0.008266066743981091
ATE1	ALK1	1.9539398574090803e-05	0.00932025255902211	0.0084636606593137
YBR226C	ISR1	2.03982126459502e-05	0.009623659724097141	0.00873918273025945
YLR257W	RCK2	2.07395648394599e-05	0.00973866038202357	0.0088436140788869
PGI1	KIN4	2.12505509449447e-05	0.009911790124308609	0.00900083207050847
IRA1	RIM11	2.1734313412764998e-05	0.010085528332229001	0.00915860260581136
YBR225W	KCC4	2.21114918031478e-05	0.0102193651540751	0.00928013895224116
YBR085C	ISR1	2.2733280703914398e-05	0.0104328850333354	0.009474034964246559
PRP18	ALK1	2.2780648042017498e-05	0.0104483238790772	0.009488054879533421
FTH1	RIM11	2.2822219949096397e-05	0.0104614340855049	0.00949996017262233
RPN14	ALK1	2.28820396136755e-05	0.0104726008177709	0.00951010060948004
CUL3	ALK1	2.31813935997e-05	0.0105774838618367	0.009605344218842241
YKL131W	YPK1	2.32946547372244e-05	0.010613794594699	0.00963831775891446
YLR271W	RCK2	2.3602189497261702e-05	0.0107147765950434	0.009730018855875171
SLX8	YAK1	2.36523689097962e-05	0.0107269826702168	0.00974110311325937
SAK1	YAK1	2.41383294503596e-05	0.0108945606775431	0.0098932796105154
TAF5	KIN4	2.4752755150737697e-05	0.0111148967491752	0.0100933653624294
SAK1	CDC15	2.4921193836804603e-05	0.0111746076954244	0.0101475884839059
PCS60	KCC4	2.62218927430233e-05	0.0116046101597157	0.010538070921735
MED8	RIM11	2.62305977881878e-05	0.0116052891347964	0.0105386874945847
PYC2	RIM11	2.6264287422000898e-05	0.0116132829184715	0.0105459465974879
PHO3	ISR1	2.68588583726774e-05	0.0117928869296738	0.0107090438305555
gOL02	KIN82	2.7225789986143302e-05	0.011903339575468002	0.0108093451589804
PCH2	KIN4	2.7720040240374298e-05	0.0120576580945278	0.0109494808012818
YBR138C	RIM11	2.77435678340479e-05	0.0120651510733943	0.0109562851265994
CCZ1	RIM11	2.7978694960307897e-05	0.012139187084443	0.0110235167461415
YBR139W	KIN4	2.86125256488671e-05	0.0123545984406996	0.0112191303960907
gBR08	KIN4	2.99189391058747e-05	0.0127763835848392	0.0116021507389978
NNL035W	YPL150W	3.0362968154698804e-05	0.0129180857648493	0.0117308295659604
DIG1	SWE1	3.0600400276216305e-05	0.0129919280988962	0.0117978853086785
NER037W	YAK1	3.0927282532384604e-05	0.0130826390316134	0.0118802593160078
TYR1	KIN4	3.09289220562888e-05	0.0130826390316134	0.0118802593160078
EFM5	ALK1	3.33042079659221e-05	0.0137844815915265	0.0125175979745637
gBR09	RIM11	3.40528906733896e-05	0.0140023966230644	0.0127154851957329
NBR051C	KIN4	3.69120727661356e-05	0.0148533304740719	0.0134882126849122
NBR056W	KIN4	3.70197424445573e-05	0.0148819886627114	0.0135142369994058
VPS63	RCK2	3.75387996340686e-05	0.0150341197525431	0.0136523862514687
gLR07	RCK2	4.120380446797029e-05	0.0160636910384555	0.014587333232074
SWC4	ALK1	4.1237418314064294e-05	0.016072297102021998	0.0145951483423597
YLR269C	RCK2	4.16487270166276e-05	0.016173819056411	0.0146873397680724
OM14	KCC4	4.27936767502636e-05	0.0164943051734736	0.0149783711241072
NBR043C	RIM11	4.34781360213892e-05	0.0166808013269471	0.0151477270666926
NER037W	CDC15	4.359480465812971e-05	0.0167127105495201	0.0151767036239318
IST2	ISR1	4.4423662164061e-05	0.0169134992904209	0.0153590385720926
IRA2	KIN82	4.48703691901278e-05	0.0170315865360984	0.0154662728309582
SLX1	RIM11	4.6786553464181396e-05	0.0175805826332723	0.015964812611972
SHU1	ELM1	4.78886270040301e-05	0.0178791185516037	0.0162359111354694
PIG1	RCK2	4.94302948410013e-05	0.0183108229937594	0.0166279391283146
RED1	RCK2	4.997622051870471e-05	0.018445717408238	0.0167504358677274
NBR051C	ISR1	5.02113647091808e-05	0.0185005718501704	0.0168002488292573
RPB5	YAK1	5.33732664330241e-05	0.019302091195855	0.0175281033279193
YLR294C	RCK2	5.35748157817516e-05	0.0193527692234257	0.0175741237147623
ROT2	RIM11	5.4448715885233e-05	0.0195904699377011	0.0177899781855895
NBR056W	KCC4	5.50760112347245e-05	0.0197502168919672	0.0179350433545541
NPL002C	SWE1	5.6135956926515895e-05	0.0200397332938256	0.0181979513138736
KTR4	KIN4	5.6211588742986e-05	0.0200559699216555	0.0182126956898799
SDH3	YPK1	5.6318272922193504e-05	0.0200772832090677	0.0182320501473959
NBR050C	ISR1	5.920835737335389e-05	0.0208346567563637	0.0189198161339998
BOP2	RCK2	6.134125237376371e-05	0.0213716542918116	0.0194074600992397
MED8	KIN4	6.22303708238522e-05	0.0216022302855568	0.0196168446577466
YBR225W	RIM11	6.25736826077474e-05	0.0216962457745041	0.0197022195110706
YBR137W	RIM11	6.41207336934739e-05	0.0220754043397334	0.0200465309352355
PYC2	KCC4	6.5462317493663e-05	0.0223789957786092	0.0203222203440198
PEX32	RIM11	6.58138574104792e-05	0.0224634056793153	0.0203988724252096
YLR252W	RCK2	6.58435313632062e-05	0.022470825011471	0.0204056098724286
SLX1	KCC4	6.886465247217691e-05	0.0232055584174869	0.0210728164941591
gER03	CDC15	6.913378133974139e-05	0.0232674367765192	0.0211290078290707
ROT2	KIN4	6.94299745875471e-05	0.0233421913671084	0.0211968919860145
NHR001C	ELM1	6.94871482112179e-05	0.0233561667836626	0.0212095829707854
MLF3	TOR2	6.96665861711082e-05	0.0233915281853249	0.0212416944293765
ROT2	KCC4	6.98453213593386e-05	0.0234370826082059	0.0212830621041636
MCM5	RCK2	7.10828445056813e-05	0.0237458703066301	0.0215634702024081
LEU2	YCK3	7.20516646130179e-05	0.0239838663627149	0.0217795928712092
NKL025W	YPK1	7.33781675267449e-05	0.0242715802557897	0.0220408639840395
gNL07	KCC4	7.90819603979381e-05	0.025628680874536	0.023273238219059
gER03	SKS1	8.05166121495677e-05	0.0259388833285477	0.0235549310476401
NBR051C	KCC4	8.07095641795005e-05	0.0259929384459182	0.0236040181477402
PEX32	KIN4	8.52703703986783e-05	0.0269831055081496	0.0245031824094043
YBR138C	KIN4	9.04489662167915e-05	0.0281279136652137	0.0255427752423288
SLX1	KIN4	9.25055442360045e-05	0.0285480072618438	0.0259242595019571
YGR012W	ALK1	9.744398872890171e-05	0.0296186141355463	0.0268964706326282
MUD1	RIM11	9.859257563290509e-05	0.0298272811254581	0.0270859597674161
YCL022C	YCK3	0.000100230997032425	0.0301807413795758	0.0274069347225971
UBP5	SKS1	0.000100417880237595	0.0302202951597286	0.0274428532527964
YBR225W	KIN4	0.00010342047184087	0.0308232726687316	0.0279904132023878
YLR236C	RCK2	0.000105458520103723	0.0312580275296118	0.028385211260614
NBR043C	KIN4	0.000107474305833588	0.0316444045119947	0.0287360776823925
NGL041C	RIM11	0.000108959293813534	0.0319419160543034	0.029006245976693996
YGR017W	ALK1	0.000108989717005504	0.0319419160543034	0.029006245976693996
NHR001C	CAF120	0.00011017272664198899	0.0321946937531567	0.0292357917590416
NNL035W	KCC4	0.000119700048768637	0.0340983503772266	0.0309644899435544
RFC5	ISR1	0.000121529721428622	0.0344540090108226	0.0312874612328246
VPH2	YPK1	0.000123166166819593	0.0347809576798756	0.0315843611902405
RPT5	PTK2	0.000124981478024409	0.0351430106989706	0.0319131391793449
NBR056W	ISR1	0.000125024203895466	0.0351517227337081	0.031921050521361
MCM7	KIN4	0.000128809443817828	0.0358657746649603	0.0325694764305275
SEC72	RCK2	0.000130566726302971	0.0361799455865486	0.0328547729986741
PCS60	KIN4	0.000132491685739188	0.0365543156664662	0.033194736030508
MCP2	RCK2	0.000135210770136209	0.0370568929860781	0.0336511232218769
DUR1,2	RIM11	0.000136485648559468	0.0372800097324274	0.033853734086395
NKL015C	YPK1	0.000136536448637578	0.0372872184111257	0.0338602802405812
ATP14	RCK2	0.000143936805357589	0.0387251454290893	0.0351660524024225
IRA1	KIN4	0.000144946867753082	0.038902493023077	0.0353271005977104
YLR232W	RCK2	0.00014523787476535	0.0389521618937843	0.0353722045757772
gBR07	KIN4	0.00015179753257500302	0.0401632000225061	0.0364719404147025
NBR034W	YAK1	0.00015436887030716498	0.0406102252882981	0.0368778811477291
NBR035W	YAK1	0.00015436887030716498	0.0406102252882981	0.0368778811477291
GCD14	PTK2	0.00015803014602524499	0.0412885703890101	0.0374938819165897
NLR116W	RCK2	0.000160232873874837	0.0416695047136985	0.0378398058963565
OM14	RIM11	0.000163848448796758	0.0422578007121242	0.0383740336617928
GRS1	RIM11	0.000164720446531522	0.0424091539703856	0.0385114765700716
PRR1	YPK1	0.000167464288152406	0.0428337619267087	0.0388970602903416
DOT6	SKS1	0.00016763661310438102	0.0428650199074151	0.0389254454590825
SBA1	YPK1	0.00016821508288015802	0.0429560622183444	0.0390081203888083
YAP3	ELM1	0.000174174256038553	0.0439066311630571	0.0398713258577999
STE20	ELM1	0.000174174256038553	0.0439066311630571	0.0398713258577999
PHO90	CKA2	0.00018544159840211	0.0457755482693419	0.0415684773124211
YBR226C	KIN4	0.000186571756829696	0.0459578857906475	0.041734056828213996
SLX1	YAK1	0.000192894807829374	0.0470119117819098	0.0426912109675089
YKL118W	YPK1	0.000194913506883498	0.0473387907227314	0.0429880476051717
NKL017W	YPK1	0.000194913506883498	0.0473387907227314	0.0429880476051717
NBR051C	RIM11	0.000194995734766455	0.0473503612045369	0.0429985546843573
NBR016C	PRK1	0.000197097957248742	0.0477012028833218	0.0433171517283295
YHL008C	ELM1	0.000198802150224021	0.0480008817957035	0.0435892881972813
SUN4	TOR2	0.000201178064873875	0.0483833246021669	0.0439365820195252
NBR056W	RIM11	0.000201491411464206	0.0484333918527354	0.0439820477637498
TAT1	PKH3	0.000202339055053462	0.0485747359147706	0.0441104013861112
AGP2	KIN4	0.000202394805304932	0.0485822755241867	0.0441172480563273
MBB1	CKA2	0.000209094702224549	0.0496136432261133	0.0450538263506175
AGP1	YCK3	0.00020941688042075301	0.0496664684280309	0.0451017965725035
YBR225W	YAK1	0.000212450077480512	0.0501829786679707	0.0455708361580972
NJL020C	PTK2	0.000212749457319549	0.0502241316042724	0.0456082068715822
YLR235C	RCK2	0.00021603603293558602	0.0506940989824246	0.046034981187454006
SAK1	CKA1	0.000216204374197531	0.0507153818379189	0.0460543080099434
RED1	KSP1	0.00022469157745550898	0.0520479009156998	0.0472643599076766
MUM2	NPR1	0.000231591067070431	0.0531059387003273	0.0482251571304033
AIM10	SKS1	0.000231659415456095	0.0531173276378365	0.0482354993503955
TAT1	NPR1	0.00023185041509175402	0.0531550148620372	0.0482697228732888
YJL118W	KCC4	0.00023390867229748798	0.0534917058214579	0.04857546974115
NBR031C	YAK1	0.000236839096465372	0.0539516524013339	0.0489931442353582
NBR016C	PKH3	0.00023725579833180498	0.0540190807310867	0.049054375462542
NBR038W	KIC1	0.00023830207068306403	0.0541756660449591	0.0491965695664524
YJL119C	KCC4	0.00024126184999248102	0.0546270239265169	0.0496064447196438
PCS60	RIM11	0.00024133700076034502	0.0546353442074867	0.0496140003126143
